Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Student Day,other,Experiment overview and  perspectives,"Jacak, Barbara",Lawrence Berkeley National Lab. (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara', 'last_name': 'Jacak', 'fullName': 'Jacak, Barbara', 'id': '933747', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': '55e5fc2835aabf42b428f9748bb3903d', 'db_id': 933747, 'person_id': 999237}"
Plenary Session II,plenary,Overview of recent results from the STAR experiment,"Mustafa, Mustafa",Lawrence Berkeley National Laboratory,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mustafa', 'last_name': 'Mustafa', 'fullName': 'Mustafa, Mustafa', 'id': '933715', 'affiliation': 'Lawrence Berkeley National Laboratory', 'emailHash': 'bb69149bfbf33235ee89a5b3c772431a', 'db_id': 933715, 'person_id': 999222}"
Plenary Session II,plenary,Lattice QCD : bulk and transport properties of QCD Matter,"Ratti, Claudia",University of Houston,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Claudia', 'last_name': 'Ratti', 'fullName': 'Ratti, Claudia', 'id': '933716', 'affiliation': 'University of Houston', 'emailHash': '2cfffac6d53f8ce81a73787aa2a1bfb8', 'db_id': 933716, 'person_id': 999223}"
Plenary Session III,plenary,"Theory of collective dynamics : flow, fluctuations and correlations in heavy ion collisions","Denicol, Gabriel",McGill University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gabriel', 'last_name': 'Denicol', 'fullName': 'Denicol, Gabriel', 'id': '933718', 'affiliation': 'McGill University', 'emailHash': 'c18223bf7c6c79f49ae9316ecea9dfbc', 'db_id': 933718, 'person_id': 998489}"
Plenary Session III,plenary,Experimental overview on beam energy scan,"Luo, Xiaofeng",Central China Normal University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaofeng', 'last_name': 'Luo', 'fullName': 'Luo, Xiaofeng', 'id': '933719', 'affiliation': 'Central China Normal University', 'emailHash': 'd83c97960f73618c5f701f1551cc896f', 'db_id': 933719, 'person_id': 999225}"
Plenary Session III,plenary,QCD Critial Point and Related Observables,"Nahrgang, Marlene",Duke University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marlene', 'last_name': 'Nahrgang', 'fullName': 'Nahrgang, Marlene', 'id': '933720', 'affiliation': '', 'emailHash': '4751b9ae0f461a7314fe14eb52013856', 'db_id': 933720, 'person_id': 998763}"
Plenary Session IV,plenary,Heavy-ion Collisions and Cosmology,"Floerchinger, Stefan",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Stefan', 'last_name': 'Floerchinger', 'fullName': 'Floerchinger, Stefan', 'id': '933721', 'affiliation': 'CERN', 'emailHash': '05a310e34cb03df7737f0eded389c6b3', 'db_id': 933721, 'person_id': 998726}"
Plenary Session IV,plenary,Femtoscopy in Relativistic Heavy Ion Collisions: An Experimental Overview at the End of the Third Decade,"Lisa, Mike",Ohio State University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mike', 'last_name': 'Lisa', 'fullName': 'Lisa, Mike', 'id': '933722', 'affiliation': 'Ohio State University (US)', 'emailHash': 'acbdfe5f764f5c92ea5d3a89a4e23eaf', 'db_id': 933722, 'person_id': 999226}"
Opening Talk,other,Ultrarelativistic heavy ion collisions: the first billion seconds,"Baym, Gordon",University of Illinois,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gordon', 'last_name': 'Baym', 'fullName': 'Baym, Gordon', 'id': '933740', 'affiliation': 'University of Illinois', 'emailHash': 'e53ec20e0dccee35404259a8075fc085', 'db_id': 933740, 'person_id': 998859}"
Teaser Talks,unknown,STAR,"Geurts, Frank",Rice University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Frank', 'last_name': 'Geurts', 'fullName': 'Geurts, Frank', 'id': '933741', 'affiliation': 'Rice University (US)', 'emailHash': 'cdf37e52a191217e0b33775454ecd751', 'db_id': 933741, 'person_id': 998803}"
Student Day,other,Q & A session - I,Unknown,Unknown,Unknown,,
Plenary Session II,plenary,PHENIX overview,"Drees, Axel",Stony Brook University,United States,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Axel', 'last_name': 'Drees', 'fullName': 'Drees, Axel', 'id': '933920', 'affiliation': '', 'emailHash': 'c37408438f63cc57fcdb78d1b0074558', 'db_id': 933920, 'person_id': 999331}"
Plenary Session I,plenary,Overview of recent heavy-ion results from CMS,"Hong, Byungsik",Korea University (KR),KR,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Byungsik', 'last_name': 'Hong', 'fullName': 'Hong, Byungsik', 'id': '933921', 'affiliation': 'Korea University (KR)', 'emailHash': '6bc728b645bb450f19eea43901bb2e22', 'db_id': 933921, 'person_id': 999332}"
Plenary Session I,plenary,ATLAS Highlights,"Angerami, Aaron",Columbia University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aaron', 'last_name': 'Angerami', 'fullName': 'Angerami, Aaron', 'id': '933928', 'affiliation': 'Columbia University (US)', 'emailHash': '11b23fd503aed050e358aa1d92b18a9d', 'db_id': 933928, 'person_id': 999336}"
Plenary Session I,plenary,Overview of recent ALICE results,"Gunji, Taku",University of Tokyo (JP),Japan,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Taku', 'last_name': 'Gunji', 'fullName': 'Gunji, Taku', 'id': '933929', 'affiliation': 'University of Tokyo (JP)', 'emailHash': '1825138d8492c108edf04fd048611894', 'db_id': 933929, 'person_id': 998440}"
Plenary Session III,plenary,Experimental overview on flow observables in heavy ion collisions,"Mohapatra, Soumya",Columbia University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Soumya', 'last_name': 'Mohapatra', 'fullName': 'Mohapatra, Soumya', 'id': '933932', 'affiliation': 'Columbia University (US)', 'emailHash': '098f3c097bb6400e64dd2de0d2eee4aa', 'db_id': 933932, 'person_id': 999339}"
Plenary Session IV,plenary,Chiral magnetic effect in heavy-ion collisions,"LIAO, JINFENG",Indiana University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'JINFENG', 'last_name': 'LIAO', 'fullName': 'LIAO, JINFENG', 'id': '933964', 'affiliation': '', 'emailHash': 'f128e92c81687ffcd775359d021b301f', 'db_id': 933964, 'person_id': 999354}"
Poster flash talk,poster,Influence    of quantum conservation    laws    on particle production in    hadron collisions,"Janik, Malgorzata Anna",Warsaw University of Technology (PL),Poland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Malgorzata Anna', 'last_name': 'Janik', 'fullName': 'Janik, Malgorzata Anna', 'id': '934031', 'affiliation': 'Warsaw University of Technology (PL)', 'emailHash': '586d99fbc98e13e2684c8493a82bca60', 'db_id': 934031, 'person_id': 998382}"
Poster flash talk,poster,Forward di-jet production in dilute-dense collisions,"Petreska, Elena",Ecole Polytechnique,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Elena', 'last_name': 'Petreska', 'fullName': 'Petreska, Elena', 'id': '934044', 'affiliation': 'Ecole Polytechnique', 'emailHash': '207eeea8c64ac3ac7fda616e07eae9a5', 'db_id': 934044, 'person_id': 998730}"
Poster flash talk,poster,Sensitivity of flow harmonics to sub-nucleon scale fluctuations in heavy ion collisions,Unknown,Unknown,Unknown,,
Poster flash talk,poster,STAR Au+Au Fixed Target Results,"Meehan, Kathryn",UC Davis,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kathryn', 'last_name': 'Meehan', 'fullName': 'Meehan, Kathryn', 'id': '934046', 'affiliation': 'UC Davis', 'emailHash': 'f5e4200dd608c44ceea9b49ef1c216d7', 'db_id': 934046, 'person_id': 999299}"
Poster flash talk,poster,Heavy flavored jet modification in CMS,"Jung, Kurt Eduard",Purdue University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kurt Eduard', 'last_name': 'Jung', 'fullName': 'Jung, Kurt Eduard', 'id': '934047', 'affiliation': 'Purdue University (US)', 'emailHash': '662f67b3dc3c07c49324873e9c1e0c10', 'db_id': 934047, 'person_id': 998781}"
Poster flash talk,poster,Jet fragmentation measurements in p+Pb collisions with ATLAS,"Rybar, Martin",Univ. Illinois at Urbana-Champaign (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Rybar', 'fullName': 'Rybar, Martin', 'id': '934052', 'affiliation': 'Univ. Illinois at Urbana-Champaign (US)', 'emailHash': 'b3e6c12fabc90ce0a37121aa6f8b6912', 'db_id': 934052, 'person_id': 998948}"
Student Day,other,Q & A session - II,Unknown,Unknown,Unknown,,
Teaser Talks,unknown,CMS,"Lee, Yen-Jie",Massachusetts Inst. of Technology (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yen-Jie', 'last_name': 'Lee', 'fullName': 'Lee, Yen-Jie', 'id': '934087', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '8037f2f5eb66457d78bbe8b4f5515d4d', 'db_id': 934087, 'person_id': 998846}"
Teaser Talks,unknown,ALICE,"Antinori, Federico","Universita e INFN, Padova (IT)",Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Federico', 'last_name': 'Antinori', 'fullName': 'Antinori, Federico', 'id': '934088', 'affiliation': 'Universita e INFN, Padova (IT)', 'emailHash': '27d75b57b1056243a3746809b71c96b6', 'db_id': 934088, 'person_id': 999407}"
Plenary Session VIII,plenary,Prospects of LHCb in heavy ion physics,"Manca, Giulia",Laboratoire de l'Accelerateur Lineaire (FR),France,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Giulia', 'last_name': 'Manca', 'fullName': 'Manca, Giulia', 'id': '934090', 'affiliation': ""Laboratoire de l'Accelerateur Lineaire (FR)"", 'emailHash': 'de9a97bf5f22f606cf7cc9c4e92491db', 'db_id': 934090, 'person_id': 999409}"
Teaser Talks,unknown,ATLAS,"Trzupek, Adam",Institute of Nuclear Physics Polish Academy of Sciences (PL),UK,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adam', 'last_name': 'Trzupek', 'fullName': 'Trzupek, Adam', 'id': '934099', 'affiliation': 'Institute of Nuclear Physics Polish Academy of Sciences (PL)', 'emailHash': 'd623cfbdea887d472bd67ffc8e4b2549', 'db_id': 934099, 'person_id': 999411}"
Teaser Talks,unknown,PHENIX,"Morrison, David",BNL,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Morrison', 'fullName': 'Morrison, David', 'id': '934100', 'affiliation': 'BNL', 'emailHash': 'ca7ac30754454d72c7929e3b683b3dca', 'db_id': 934100, 'person_id': 998842}"
Poster Session,poster,"Characterizing the away-side jet, devoid of flow background, via two-particle and three-particle correlations in Au+Au collisions at $\sqrt{s_{NN}}$ = 200~GeV in STAR","Jiang, Kun",University of Science and Technology of China & Purdue University,USA,"Jets are modified in relativistic heavy-ion collisions due to jet-medium interactions. Measurements of jet medium modifications have so far been obscure because of the large underlying anisotropic flow background. In this analysis we devise a novel method to subtract the flow background using data themselves. We select events with a large recoil momentum ($P_x$) within a pseudorapidity ($\eta$) window of $0.5<\eta<1$ ($-1<\eta<-0.5$) from a high-$p_T$ trigger particle to enhance the away-side jet population. Di-hadron azimuthal correlations are analyzed with associated particles in two $\eta$ ranges ($-0.5<\eta<0$ and $0<\eta<0.5$) symmetric about midrapidity, one (close-region) close to and the other (far-region) far away from the $P_x$ selection $\eta$ window. The away-side jet contributes to the ""close-region"" but not as much to the ""far-region"" due to the large $\eta$ gap, while the flow contributions are equal. Assuming the $\Delta\phi$ shape of jet-like correlations does not depend on $\Delta\eta$, the correlation difference measures the away-side jet shape where the anisotropic flow background is cleanly subtracted.  

The away-side jet correlation width is studied as a function of centrality and associated particle $p_T$. The width is found to increase with centrality at modest to high associated particle $p_T$. The increase can arise from jet-medium modifications, event averaging of away-side jets deflected by medium flow, and/or simply nuclear $k_T$ broadening. To further discriminate various physics mechanisms, a three-particle correlation analysis is conducted with robust flow background subtraction also using data themselves.  Based on this analysis we discuss possible physics mechanisms of away-side broadening of jet-like correlations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kun', 'last_name': 'Jiang', 'fullName': 'Jiang, Kun', 'id': '932682', 'affiliation': 'University of Science and Technology of China & Purdue University', 'emailHash': 'c5cfb8bf3d5d9d9332aaf35b84383fc0', 'db_id': 932682, 'person_id': 998475}"
Poster Session,poster,Modelling Early Stages of Relativistic Heavy Ion Collisions: Coupling Relativistic Transport Theory to Decaying Color-electric Flux Tubes,"Ruggieri, Marco","Physics and Astronomy Department, Catania University",Unknown,"In this study we 
model early times dynamics of relativistic heavy ion collisions by an initial color electric field
which then decays to a plasma by the Schwinger mechanism,
coupling the dynamical evolution of the initial color field
to the dynamics of the many particles system produced by the decay. 
The latter
is described by relativistic kinetic theory in which we fix the ratio 
$\eta/s$ rather than insisting on specific microscopic processes,
and the backreaction on the color field is taken into account by solving
self-consistently the kinetic and the field equations.
Within a single self-consistent calculation scheme
we address the problems of isotropization and thermalization of the quark-gluon plasma
produced by the field decay, as well as the quark-gluon plasma formation time
and its chemical equilibration,
both for $1+1$D and $3+1$D expanding geometry.
We find that regardless of the viscosity of the produced plasma,
longitudinal pressure becomes positive within 0.2 fm/c.
The initial color electric field decays within $1$ fm/c;
however in the case $\eta/s$ is large, plasma oscillations appear
and affect the entire time evolution of the system. 
In case of small $\eta/s$  ($\eta/s$<0.3)
we find $\tau_{isotropization}\approx 0.8$ fm/c
and $\tau_{thermalization}\approx 1$ fm/c.
Moreover quark-gluon plasma production occurs in $\tau_{qgp}< 1$ fm/c,
and almost perfect chemical equilibration takes place within 1 fm/c.
Hence our work supports the common assumptions of hydrodynamics about 
thermalization, isotropization and equilibration of quark-gluon plasma.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marco', 'last_name': 'Ruggieri', 'fullName': 'Ruggieri, Marco', 'id': '932706', 'affiliation': '', 'emailHash': '7dbee3a50d9dfce54118a7c749886eda', 'db_id': 932706, 'person_id': 998497}"
Poster Session,poster,Polyakov--Nambu--Jona-Lasinio model:: Revisited,"Upadhaya, Sudipa",Bose Institute,Unknown,"QCD-inspired non-perturbative models provide an effective approach
to study strongly interacting matter at high temperature and/or
high density. The simultaneous onset of confinement and chiral 
symmetry-breaking phenomena in lattice QCD (LQCD) simulations 
inspired their coupling in effective models.
The Polyakov-Nambu-Jona-Lasinio or the PNJL model is one such QCD-inspired
non-perturbative model. The physics reflected from the behavior of thermodynamic
observables extracted from this model, gives an insight into QCD. 
LQCD results have been recently obtained in the continuum limit
which consequently lowers the transition temperature. This motivates us
to modify the effective potential in the PNJL model.
Analysis of important thermodynamic observables with this potential
encouragingly show a similarity on
comparison to LQCD continuum data. We use this modified potential
to sketch the phase diagram.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sudipa', 'last_name': 'Upadhaya', 'fullName': 'Upadhaya, Sudipa', 'id': '933402', 'affiliation': 'Bose Institute', 'emailHash': '20132bf9eef4dd0ef030cce34ae5eabf', 'db_id': 933402, 'person_id': 999032}"
