Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session,poster,Polyakov--Nambu--Jona-Lasinio model:: Revisited,"Upadhaya, Sudipa",Bose Institute,Unknown,"QCD-inspired non-perturbative models provide an effective approach
to study strongly interacting matter at high temperature and/or
high density. The simultaneous onset of confinement and chiral 
symmetry-breaking phenomena in lattice QCD (LQCD) simulations 
inspired their coupling in effective models.
The Polyakov-Nambu-Jona-Lasinio or the PNJL model is one such QCD-inspired
non-perturbative model. The physics reflected from the behavior of thermodynamic
observables extracted from this model, gives an insight into QCD. 
LQCD results have been recently obtained in the continuum limit
which consequently lowers the transition temperature. This motivates us
to modify the effective potential in the PNJL model.
Analysis of important thermodynamic observables with this potential
encouragingly show a similarity on
comparison to LQCD continuum data. We use this modified potential
to sketch the phase diagram.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sudipa', 'last_name': 'Upadhaya', 'fullName': 'Upadhaya, Sudipa', 'id': '933402', 'affiliation': 'Bose Institute', 'emailHash': '20132bf9eef4dd0ef030cce34ae5eabf', 'db_id': 933402, 'person_id': 999032}"
Poster Session,poster,Mesurement of Heavy flavored jet modification and heavy flavor jet tagging in CMS,Unknown,Unknown,Unknown,"The energy loss of jets in heavy-ion collisions is expected to depend on the flavor of the fragmenting parton. Thus, measurements of jet quenching as a function of flavor place powerful constraints on the thermodynamical and transport properties of the hot and dense medium. Measurements of the nuclear modification factors of the heavy-flavor-tagged jets (both from charm and bottom quarks) in both PbPb and pPb collisions can quantify such energy loss effects. Specifically, pPb measurements provide crucial insights into the behavior of the cold nuclear matter effect, which is required to fully understand the hot and dense medium effects on jets in PbPb collisions. In this talk, we present the b-jet spectra and measurements of the nuclear modification factors in both PbPb and pPb as a function of transverse momentum and pseudorapidity, using the high statistics pp, pPb and PbPb data taken in 2011 and 2013. Finally, we also will present a proposal for c-jet tagging methodology to be used for the upcoming high-statistics heavy-ion run in late 2015 at the LHC.",
Poster Session,poster,Dissipative properties of hot and dense hadronic matter in excluded volume hadron resonance gas model,"Kadam, Guruprasad",Physical Research Laboratory,Unknown,"We estimate dissipative properties viz: shear and bulk viscosities of hadronic matter using relativistic Boltzmann equation in relaxation time approximation within ambit of excluded volume
hadron resonance gas (EHRG) model. We find that at zero baryon chemical potential the shear
viscosity to entropy ratio (η/s) decreases with temperature and reaches very close to Kovtun-Son-Starinets (KSS) bound. At sufficiently large baryon chemical potential this ratio shows same behavior as a function of temperature but goes below KSS bound. We further find that along chemical freezout line η/s increases monotonically while the bulk viscosity to entropy ratio (ζ/s) decreases monotonically.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guruprasad', 'last_name': 'Kadam', 'fullName': 'Kadam, Guruprasad', 'id': '932821', 'affiliation': 'Physical Research Laboratory', 'emailHash': '596bbaaae4462916d32794627de98c5a', 'db_id': 932821, 'person_id': 998601}"
Poster Session,poster,J/psi polarization measurement in p+p collisions at $\sqrt{s}$ = 500 GeV with the STAR experiment,"Trzeciak, Barbara",Czech Technical University in Prague,Unknown,"Despite extensive studies, the J/$\psi$ production mechanism in hadron collisions is not yet exactly known.
For many years, mostly J/$\psi$ differential cross-section measurements have been used to test different J/$\psi$ production models. While many models can reasonably well describe the experimental data on the J/$\psi$ cross-section in $p+p$ collisions, they have different predictions for the J/$\psi$ polarization. Therefore, measurements of the J/$\psi$ polarization may provide further constraints for the models and new insight into the J/$\psi$ production mechanism.
 
In this presentation, a measurement of J/$\psi$ polarization in $p+p$ collisions at $\sqrt{s}$ = 500 GeV via the dielectron decay channel at mid-rapidity with the STAR experiment will be shown. This measurement has been performed in a wide transverse momentum range of 5 $< p_{T} <$ 16 GeV/$c$. Two polarization parameters $\lambda_{\theta}$ and $\lambda_{\phi}$, related to the polar and azimuthal anisotropy respectively, have been extracted in two reference frames: helicity and Collins-Soper. The frame invariant parameter, $\tilde{\lambda}$, has also been determined as a function of $p_{T}$ in these two frames.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara', 'last_name': 'Trzeciak', 'fullName': 'Trzeciak, Barbara', 'id': '932743', 'affiliation': 'Czech Technical University in Prague', 'emailHash': '1789ffa4e52d0e12d6658662e7d46e6c', 'db_id': 932743, 'person_id': 998532}"
Poster Session,poster,ATLAS measurement of the pseudorapidity multiplicity correlation in Pb+Pb collisions,"Zhou, Mingliang",State University of New York (US),USA,"ATLAS measurements of the longitudinal multiplicity correlation are presented.  These correlations are sensitive to the early time dynamics, one of the most poorly constrained stages in the evolution. These measurements suggest sources of fluctuation that seem to be directly related to the forward-backward asymmetry in the initial geometry, and they are important for understanding the correlation of event activities between disconnected rapidity ranges.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mingliang', 'last_name': 'Zhou', 'fullName': 'Zhou, Mingliang', 'id': '933268', 'affiliation': 'State University of New York (US)', 'emailHash': '8b8acbdc0e759f4f31aa8ccfacd7b998', 'db_id': 933268, 'person_id': 998951}"
Poster Session,poster,Heavy quarkonia and Drell-Yan gauge boson production in the color dipole picture,"Sumbera, Michal",Acad. of Sciences of the Czech Rep. (CZ),CZ,"We present a extensive phenomenological study of Drell-Yan and heavy quarkonia production at LHC and RHIC energies within the color dipole formalism.  Using  Color-Singlet model (CSM) we calculate several different observables including quarkonia pT spectra and rapidity/azimuth difference between J/psi or Y and leading hadron in p-p and p-A collisions.  Moreover, the gauge boson (Z0, W±) production in association with hadron that fragments from the incoming quark is calculated, and then applied to study gauge boson-hadron correlations at LHC energies. This provides a complementary analysis tool to prompt-photon–hadron and hadron-hadron correlations within the color dipole formalism.
As a very promising measurement we suggest to study correlations between forward high-pT pion and J/psi or Y produced at mid-rapidity at RHIC energies. Such forward-midrapidity correlations test higher order pQCD in pp collisions at modest energies.  All suggested variables have a strong potential for better constraining CSM contribution to the J/psi and Y production at RHIC and LHC.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michal', 'last_name': 'Sumbera', 'fullName': 'Sumbera, Michal', 'id': '932669', 'affiliation': 'Acad. of Sciences of the Czech Rep. (CZ)', 'emailHash': '4e77606a85dc07447c5eb8e4a6fb06a2', 'db_id': 932669, 'person_id': 998464}"
Poster Session,poster,Measurement of neutral pions in $p$-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV in ALICE at LHC,"Okubo, Tsubasa",Hiroshima University (JP),Japan,"Strong suppression of high $p_{\rm T}$ particles has been observed in heavy-ion collisions at LHC energies, 
which can be interpreted by various processes involving transport properties of the QCD medium and the initial 
state effect. Proton-nucleus ($p$-$A$) collisions are intermediate between proton-proton ($pp$) and nucleus-nucleus 
($A$-$A$) collisions in terms of system size and number of produced particles. Comparing particle production in $pp$, 
$p$-$A$, $A$-$A$ reactions has frequently been used to separate initial state effects of colliding nuclei from final 
state effects in quark matter created by the collisions. We have measured neutral pions emitted in $p$-Pb collisions 
at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV with PHOS at the ALICE experiment.
 The PHOS is a unique and precise photon spectrometer composed of lead-tungstate crystals. With its outstanding 
performances of fine granularity and high energy resolution, neutral pions can be identified via two photon decays 
at an excellent mass resolution $\sigma_{\rm m}$/m = 3 %. Raw yields of pions out of a 90 million minimum-bias event 
sample were counted in invariant mass spectra. We will present the current status and results of the analysis.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tsubasa', 'last_name': 'Okubo', 'fullName': 'Okubo, Tsubasa', 'id': '932662', 'affiliation': 'Hiroshima University (JP)', 'emailHash': '477e9bd847b06fbc067965cf3a7a1448', 'db_id': 932662, 'person_id': 998458}"
Poster Session,poster,Exclusive photo-production of upsilon in pPb collisions at CMS,Unknown,Unknown,Unknown,"Relativistic heavy ions are a copious source of virtual photons, which allow to study the gamma-proton and gamma-gamma interactions in ultraperipheral collisions (UPC). The exclusive photoproduction of heavy vector mesons provide a clean probe of the gluon distribution at very small values of parton fractional momenta (Bjorken x) $x \approx 10^{-2}.10^{.4}$ at central rapidities ($|y| < 2.5$) and search for saturation phenomena. We present the first measurement of exclusive photoproduction of $\Upsilon$ (1S,2S,3S) states in their dimuon decay channel in ultraperipheral collisions of protons and heavy ions (pPb) with the CMS experiment at $\sqrt{s_{NN}}=5.02$ TeV for an integrated luminosity $L_{int} = 33 $ nb$^{-1}$. The photoproduction cross-section of $\Upsilon$ (1S) is measured as a function of photon-proton center-of-mass energy $W_{\gamma p}$. The differential cross-section $d\sigma/dt$, where $t$ is the squared four-momentum transfer at the photon-proton vertex, is measured in the range $|t| < 1.0$ (GeV/c)$^2$ . The results are compared with other measurements and theoretical predictions.",
Poster Session,poster,Nuclear Modification of Light-Flavor Hadron Production at the ALICE Experiment,"Schuchmann, Simone",Johann-Wolfgang-Goethe Univ. (DE),Unknown,"Relativistic heavy-ion collisions produce a
hot and dense state of strongly interacting
matter, the quark-gluon plasma. The
presence of the quark-gluon plasma has
been observed to affect the yields of final state
particles. High-$p_{\rm T}$ partons may lose
energy while traversing the medium,
resulting in the suppression of hadrons at
high $p_{\rm T}$ with respect to the reference
values obtained from binary-collision scaled
proton-proton measurements. This
modification is quantified as the nuclear
modification factor $R_{AA}$. Possible initial state
effects due to the nuclear nature of
the collision system are quantified in the
absence of a quark-gluon plasma with p-Pb collisions. The ALICE Collaboration
reports the nuclear modification factors
$R_{AA}$ and $R_{pPb}$ of several light-flavor
hadrons and compares these results to
measurements from lower energies and to theoretical models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Simone', 'last_name': 'Schuchmann', 'fullName': 'Schuchmann, Simone', 'id': '933033', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '39ebac1cbeffb37364721867d19a770b', 'db_id': 933033, 'person_id': 998782}"
Poster Session,poster,"Two-particle correlations with identified pions, kaons and protons in pPb collisions","Englert, David","Wigner RCP, Budapest (HU)",Unknown,"Two-particle angular correlations are studied between identified pions, kaons, protons and unidentified charged particles in pPb collisions with an integrated luminosity of approximately 35 nb$^{−1}$ at a nucleon-nucleon center-of-mass energy of 5.02 TeV by the CMS experiment. The particles are identified via their energy loss in the silicon tracker. In order to eliminate short-range correlations we impose a wide $\Delta \eta$ gap of at least two units. The long-range azimuthal correlations are characterized by the second-order ($v_2$, elliptic flow) and third-order ($v_3$, triangular flow) anisotropy harmonics. The anisotropy harmonics are measured as a function of transverse momentum and wide range of particle multiplicity, which is made possible by the dedicated high-multiplicity triggers implemented in CMS. The new results can help further differentiate between the competing models that aim to explain the origin of the ridge effect.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Englert', 'fullName': 'Englert, David', 'id': '933147', 'affiliation': 'Wigner RCP, Budapest (HU)', 'emailHash': '43601fc27220cc9686b344e5a10e8dd9', 'db_id': 933147, 'person_id': 998854}"
Poster Session,poster,"Color Coherence, Mass and Quenching Weights","R. Moldes, Manoel",Unknown,Unknown,"We study the role of mass in color coherence effects of radiating antennas inside a QCD medium. Comparison between the massless and massive cases is made through their quenching weights. Special focus is put on the heavy-$q\bar q$ pair, since it can behave as a massive gluon.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Manoel', 'last_name': 'R. Moldes', 'fullName': 'R. Moldes, Manoel', 'id': '932833', 'affiliation': '', 'emailHash': 'ecca07806dbeda6626451e52b832b659', 'db_id': 932833, 'person_id': 998613}"
Poster Session,poster,Dual condensates at finite isospin chemical potential,"Zhang, Zhao",NCEPU,Unknown,"The dual observables as order parameters for center symmetry are tested at finite isospin chemical potential $\mu_I$ 
in a Polyakov-loop enhanced chiral model of QCD. As a counterpart of the dressed Polyakov-loop, the first Fourier
moment of pion condensate is introduced for $\mu_I>{m_\pi}/{2}$ under the temporal twisted boundary
conditions for quarks. We confirm this dual condensate exhibits the similar temperature dependence as the
conventional Polyakov-loop. We demonstrate that its rapid increase with $T$ is driven by the evaporating of
pion condensation. On the other hand, the dressed Polyakov-loop shows abnormal thermal behavior, which even
decreases with $T$ at low temperatures due to the influence of pion condensate. We thus argue that in QCD
the critical temperature extracting from a dual observable may have nothing to do with the quark
confinement-deconfinement transition if the quark mass is very small.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhao', 'last_name': 'Zhang', 'fullName': 'Zhang, Zhao', 'id': '932795', 'affiliation': 'NCEPU', 'emailHash': '576d5490e5604e9c912eb1491cccf6ea', 'db_id': 932795, 'person_id': 998578}"
Poster Session,poster,Measuring correlation between flow harmonics with moments in ALICE experiment in LHC,"Song, Myunggeun",Yonsei University (KR),KR,"One of the important results in Heavy Ion collisions is anisotropic distribution of particle production. This collective phenomena is know as anisotropic flow, and successfully parameterized by a Fourier harmonics. The correlation between different flow harmonics may provide a new window into both the early stage dynamics and transport properties of QGP Several flow observables have been studied by measuring moments [1], with two symmetric sub-events group separated by a single rapidity gap. The advantage of using this method is that we can suppress non-flow (e.g from jets and/or resonances) in addition to suppressing self-correlation effects. We measure the correlation between different flow harmonics  (both magnitude and event plane angle direction) and estimate non-linear coefficients of the hydrodynamic response In this presentation, our methods will be discussed in detail, and our results will be compared to the AMPT simulation and various hydrodynamic calculations.

[1] R. S. Bhalerao, J. Y. Ollitrault, S. Pal, arXiv:1307.0980, R.S. Bhalerao et al., Phys. Lett. B $\bf 742$ (2015) 9498","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Myunggeun', 'last_name': 'Song', 'fullName': 'Song, Myunggeun', 'id': '932942', 'affiliation': 'Yonsei University (KR)', 'emailHash': '1e5c8a2f1e50aaa12a18814631cf5208', 'db_id': 932942, 'person_id': 998704}"
Poster Session,poster,Detector R&D of the Forward Calorimeter with PAD readout for the ALICE upgrade,"Hirano, Masahiro",University of Tsukuba (JP),UK,"FoCal is a proposed upgrade project for the ALICE experiment at LHC to
study the initial state of the high-energy heavy-ion collisions. FoCal com-
prises two calorimeters: an electro-magnetic calorimeter (FoCal-E) to mea-
sure the direct photons is complemented by a hadron calorimeter (FoCal-
H) to improve isolation and jet measurements. FoCal-E consists of low-
granularity silicon-pad (PAD) modules and high-granularity silicon-pixel (Monolithic Active Pixel Sensors: MAPS) modules, and has been designed as a Si+W sampling calorimeter.
In the current design, the FoCal-E structure consists of four PAD modules
and two MAPS modules. The main purpose of the MAPS modules is the
precise location of the position of the shower and the two-shower separation,
while the PAD modules are essential for a good measurement of the shower
energy. One PAD module has four layers each consisting of a tungsten tile
and an 8x8 silicon photodiode(of size 11.3x11.3 mm2) array, respectively.
The summed signal of four photodiode cells in same lateral position is read
out via a summing board and APV25 hybrid chips.
In this presentation, we show the detector performance of FoCal-E PAD sys-
tem, which has been evaluated in two test beam experiment at CERN PS
and SPS test beam lines in September and November in 2014, respectively.
Energy resolution, linearity in energy, and position resolution have been mea-
sured at these beam tests.
We also present an outlook and the current status of faster readout system
for the FoCal-E PAD using the SRS and VMM chips.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masahiro', 'last_name': 'Hirano', 'fullName': 'Hirano, Masahiro', 'id': '932603', 'affiliation': 'University of Tsukuba (JP)', 'emailHash': '581fe696ce64db0d3d93d77223250644', 'db_id': 932603, 'person_id': 998400}"
Poster Session,poster,Measurement of the Distance of Closest Approach of electrons from heavy flavor hadron decays at PHENIX,"Asano, Hidemitsu",Kyoto University/RIKEN,Unknown,"The production of heavy quarks (charm and bottom) is a good tool for investigating the hot and dense partonic medium created in RHIC.  Due to their large masses, the production process of heavy quarks is essentially restricted to primordial nucleon-nucleon collisions. Thus, heavy quarks are clean probes to study the hot and dense matter because they carry information about the entire time-evolution of the medium.
The Silicon Vertex Tracker (VTX) was installed in the RHIC-PHENIX detector in year 2011.
The VTX was designed to give precise tracking reconstructions of the distance of closest approach (DCA) to the collision vertex in order to distinguish prompt particles from in-flight decays. In this way, we will be able to statistically separate electrons from semi-leptonic decay of heavy flavor hadrons. In order to extract the heavy flavor contributions from DCA     distribution, understanding of background and its subtraction from the DCA distribution play crucial roles. This poster will present detailed analysis of background in the DCA distribution of electrons measured in Au+Au collision at $\sqrt{s_{NN}}=200$ GeV.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hidemitsu', 'last_name': 'Asano', 'fullName': 'Asano, Hidemitsu', 'id': '932752', 'affiliation': 'Kyoto University/RIKEN', 'emailHash': '7abbf248574bd66a977d55ca75b62652', 'db_id': 932752, 'person_id': 998539}"
Poster Session,poster,Collective flow in high-multiplicity proton-proton collisions,"Kalaydzhyan, Tigran",Stony Brook University,USA,"We present an evidence of strong radial flow in high-multiplicity pp collisions. We analyze the CMS data on the inclusive spectra of the charged pions, kaons and protons in the LHC $\sqrt{s} =$ 7 TeV collisions. For $\langle N_{tracks}\rangle \ge 75$ we demonstrate the consistency of the hydrodynamic description with the (idealized) Gubser flow. Using a one parameter fit of the model to experimental data, we obtain the initial fireball size to be of the order of 1 fm. At smaller multiplicities, the fit cannot be performed which shows a limitation of the hydrodynamic approach and provides us with falsifiability of our theory.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tigran', 'last_name': 'Kalaydzhyan', 'fullName': 'Kalaydzhyan, Tigran', 'id': '932593', 'affiliation': 'Stony Brook University', 'emailHash': '0a5347a8c15e19dfcc79245228a5ce32', 'db_id': 932593, 'person_id': 998390}"
Poster Session,poster,Eta meson production of high-energy nuclear collisions at NLO,"Zhang, Ben-Wei",Central China Normal University,Unknown,"The transverse momentum spectrum of $\eta$ meson in relativistic heavy-ion collisions is studied at the next-to-leading-order (NLO) within the perturbative QCD, where the jet quenching effect in the QGP is incorporated with the effective medium-modified $\eta$ fragmentation functions using the higher-twist approach. We show that the theoretical simulations could give nice descriptions of PHENIX data on $\eta$ meson in both $\rm p+p$ and central $\rm Au+Au$ at the RHIC, and also provide numerical predictions of $\eta$ spectra in central $\rm Pb+Pb$ collisions with $\sqrt{s_{NN}}=2.76$~TeV at the LHC.  The ratios of $\eta/\pi^0$ in $\rm p+p$ and in central $\rm Au+Au$ collisions at $200$~GeV are found to overlap in a wide $p_T$ region, which matches well the measured ratio $\eta / \pi^0$ by PHENIX. We demonstrate that, at the asymptotic region when $p_{T} \rightarrow \infty$ the ratios of $\eta/\pi^{0}$ in both $\rm Au+Au$ and $\rm p+p$ are almost determined only by quark jets fragmentation and thus approach to the one in $e^{+} e^{-}$ scattering; in addition, the almost identical gluon (quark) contribution fractions to $\eta$ and to $\pi$ result in a rather moderate variation of $\eta/\pi^{0}$ distribution at intermediate and high $p_T$ region in $\rm A+A$ relative to that in $\rm p+p$; while a slight higher $\eta/\pi^{0}$ at small $p_T$ in $\rm Au+Au$ can be observed due to larger suppression of gluon contribution fraction to $\pi^{0}$ as compared to the one to $\eta$. The theoretical prediction for $\eta / \pi^0$ at the LHC has also been presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ben-Wei', 'last_name': 'Zhang', 'fullName': 'Zhang, Ben-Wei', 'id': '932792', 'affiliation': 'Central China Normal University', 'emailHash': '59b4627ddd187eddf378723ed5d35120', 'db_id': 932792, 'person_id': 998575}"
