Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Open Heavy Flavors and Strangeness II,parallel,Beauty production in heavy ion collisions with CMS,"Sun, Jian",Purdue University (US),USA,"The study of beauty production in heavy-ion collisions is considered one of the key measurement to address the flavour-dependence of in-medium energy loss in PbPb collisions. In pPb collisions, studies of b-quark production can also provide insights into the relevance of cold nuclear matter effects in the heavy-flavour sector. The CMS experiment has excellent capabilities for measuring b-quark production thanks to the excellent performances of its muon and tracker system. In this talk, we will present the measurement of fully reconstructed B mesons in pPb collisions at 5.02 TeV as a function of transverse momentum and rapidity. The measurement of nuclear modification factor of $J/\psi$ produced in B meson decays as a function of transverse momentum and centrality will also discussed. The measurement of fully reconstructed B meson in PbPb collisions at 2.76 TeV and prospective for the Run II analysis at 5 TeV will be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jian', 'last_name': 'Sun', 'fullName': 'Sun, Jian', 'id': '933526', 'affiliation': 'Purdue University (US)', 'emailHash': 'bae267d695de693e2a1218b10377d1f2', 'db_id': 933526, 'person_id': 999108}"
Collective Dynamics II,parallel,Anisotropic hydrodynamics for conformal Gubser flow,"Strickland, Michael",Kent State University,Unknown,"We derive the equations of motion for a system undergoing boost-invariant longitudinal and azimuthally-symmetric transverse ""Gubser flow"" using leading-order anisotropic hydrodynamics. This is accomplished by assuming that the one-particle distribution function is ellipsoidally-symmetric in the momenta conjugate to the de Sitter coordinates used to parameterize the Gubser flow. We then demonstrate that the SO(3)_q symmetry in de Sitter space further constrains the anisotropy tensor to be of spheroidal form. The resulting system of two coupled ordinary differential equations for the de Sitter-space momentum scale and anisotropy parameter are solved numerically and compared to a recently obtained exact solution of the relaxation-time-approximation Boltzmann equation subject to the same flow. We show that anisotropic hydrodynamics describes the spatio-temporal evolution of the system better than all currently known dissipative hydrodynamics approaches. In addition, we prove that anisotropic hydrodynamics gives the exact solution of the relaxation-time approximation Boltzmann equation in the ideal, eta/s -> 0, and free-streaming, eta/s -> infinity, limits.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Strickland', 'fullName': 'Strickland, Michael', 'id': '933070', 'affiliation': 'Kent State University', 'emailHash': '115cd550a1295459b4ffe5c86a279a76', 'db_id': 933070, 'person_id': 998527}"
Open Heavy Flavors and Strangeness I,parallel,Violation of mass ordering for multi-strange hadrons at RHIC and LHC,"Takeuchi, Shiori",Sophia Univ,Unknown,"We study effects of hadronic rescattering on final observables for
multi-strange hadrons in high-energy nuclear collisions within an
integrated dynamical model. We simulate the whole collision process on
an event-by-event basis by using a fully (3+1)-dimensional ideal
hydrodynamic description for the quark gluon plasma (QGP) and a
subsequent kinetic transport description for the hadron resonance gas.

The QGP created in a collision expands, cools down and then turns into
hadron gas. In the last stage of the collisions, hadrons continue to
scatter with each other. Therefore observed hadron spectra are, in
general, contaminated by the hadronic rescatterings. In order to probe
the QGP more directly, multi-strange hadrons, in particular $\phi$-meson
and $\Omega$-baryon, can be utilized since multi-strange hadrons have
small scattering cross-sections and less scatter with non-strange
hadrons. Thus final observables of $\phi$-mesons and $\Omega$-baryons
are expected to reflect the properties of the system just after
hadronization.

Some years ago, violation of mass ordering in $v_2(p_{\rm T})$ was
predicted by using a hydro + cascade hybrid model and thereafter
observed by the STAR collaboration. Following this work, we scrutinize
multi-strange hadron spectra at both RHIC and LHC energies by using a
more sophisticated integrated dynamical model towards comprehensive
understanding of this phenomenon. In addition to $v_2(p_{\rm T})$, we
investigate the hadronic rescattering effects on mean transverse momenta
($\langle p_{\rm T} \rangle$) and $p_{\rm T}$-averaged $v_2$ of hadrons
including heavier multi-strange hadrons such as $\Xi$- and
$\Omega$-baryons. We also discuss the collision energy dependence of the
hadronic rescattering effects on the violation of mass ordering behavior
and show that multi-strange hadrons can be used as “penetrating probes”
of the QGP.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shiori', 'last_name': 'Takeuchi', 'fullName': 'Takeuchi, Shiori', 'id': '932712', 'affiliation': 'Sophia Univ', 'emailHash': 'f485168345919cb613b69ee40e8eb102', 'db_id': 932712, 'person_id': 998503}"
QGP in Small Systems I,parallel,Flow in small systems from parton scatterings,"Ma, Guo-Liang","Shanghai INstitute of Applied Physics (SINAP), CAS",Unknown,"We show that the incoherent elastic scattering of partons, as present in a multi-phase transport model (AMPT), with a modest parton-parton cross-section of $\sigma$=1.5-3 mb, naturally explains the long-range two-particle azimuthal correlations as observed in p+p and p+Pb collisions for all measured $N_{track}$ and $p_T$ bins by the LHC-CMS experiment [1]. We calculate the elliptic, $v_2$, and triangular, $v_3$, Fourier coefficients of the two-particle azimuthal correlation function in p+Pb and peripheral Pb+Pb collisions. Our results for $v_3$ are in a good agreement with the CMS data. The $v_2$ coefficient is very well described in p+Pb collisions and is underestimated for higher $p_T$ in Pb+Pb collisions. The characteristic mass ordering of $v_2$ in p+Pb is also reproduced whereas for $v_3$ such ordering is not observed [2]. An escape mechanism has been proposed recently to explain these successful model results [3]. We investigate this issue in detail and show that collisions between active partons are directly responsible for generating the final $v_n$.

References:

 1. Guo-Liang Ma and Adam Bzdak, Phys. Lett. B 739, 209 (2014) [arXiv:1404.4129]. 
 2. Adam Bzdak and Guo-Liang Ma, Phys. Rev. Lett. 113, 252301 (2014) [arXiv:1406.2804].
 3. Liang He, Terrence Edmonds, Zi-Wei Lin, Feng Liu, Denes Molnar, Fuqiang Wang, arXiv:1502.05572.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guo-Liang', 'last_name': 'Ma', 'fullName': 'Ma, Guo-Liang', 'id': '933369', 'affiliation': 'Shanghai INstitute of Applied Physics (SINAP), CAS', 'emailHash': '1e9052694b3d3d85cac39e76bccd789e', 'db_id': 933369, 'person_id': 999010}"
Jets and High pT Hadrons IV,parallel,Semi-inclusive charged jet measurements in Au+Au collisions at \sqrt{s_{NN}} = 200 GeV with STAR,"Jacobs, Peter Martin",Lawrence Berkeley National Lab. (US),USA,"In this talk we report measurements by the STAR collaboration
of the semi-inclusive yield and azimuthal distribution of
reconstructed charged jets recoiling from a high p_{T} hadron
trigger, in central and peripheral Au+Au collisions at \sqrt{s_{NN}} = 200 GeV. Corrections
for the large underlying background to jet observables in
heavy-ion collisions are carried out on an ensemble-averaged
basis using a novel event-mixing technique, without imposition of a
fragmentation bias on the reported jet population. Charged recoil jets
with a transverse momentum up to 34 GeV/c are reported without a
low-p_{T} cutoff, for jet radii up to R=0.5. We compare the
measurements to theoretical calculations  and to similar jet
measurements at the LHC. These measurements  provide insight into the
nature of jet quenching, and may probe the quasi-particle degrees of
freedom in the Quark-Gluon Plasma.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter Martin', 'last_name': 'Jacobs', 'fullName': 'Jacobs, Peter Martin', 'id': '933645', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': 'c59155bee7a6a6f2eaad7cde3c9bfaad', 'db_id': 933645, 'person_id': 999175}"
Open Heavy Flavors and Strangeness IV,parallel,RAA and v2 of muons from heavy-quark decays in lead-lead collisions at sqrt(sNN)=2.76TeV with the ATLAS detector,"Milov, Alexander",Weizmann Institute of Science (IL),Unknown,The ATLAS measurement of the nuclear modification factor (RAA) and the elliptic flow (v2) of muons from heavy quark decays in Pb+Pb collisions at sqrt(s_NN)= 2.76 TeV are presented. The measurements are done over the pT range of 4-14 GeV and over the centrality range of (0-60)% within pseudorapidity interval of |η|<1.  A significant elliptic flow is observed over the full pT range for all centralities. The RAA results are consistent with previous measurements but have much better statistical precision. More than a factor of two suppression of the muon yield relative to scaled pp data is observed in the most central collisions. These measurements give an insight into the interaction of heavy quarks with the bulk medium produced in heavy-ion collisions.,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Milov', 'fullName': 'Milov, Alexander', 'id': '933752', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': 'dabec4a547e4b7726bba1e938754840e', 'db_id': 933752, 'person_id': 999239}"
Electromagnetic Probes II,parallel,PHENIX results on low-mass dileptons in Au$+$Au collisions with the Hadron Blind Detector,"Makek, Mihael",PMF,Unknown,"Dileptons are an important probe of the dense medium created in
heavy-ion collisions, with sensitivity to chiral symmetry
restoration, thermal radiation and in-medium effects. The PHENIX
Hadron-Blind Detector (HBD), which took data during RHIC runs
2009--2010, is a proximity-focusing \v{C}erenkov detector operated
with pure CF4, directly coupled to a triple GEM readout in a
windowless configuration. The HBD was designed to improve the
measurement of low-mass dileptons with the aim of confirming or
refuting the earlier PHENIX measurement of a strong excess of
low-mass di-electrons in central Au$+$Au collisions.  A new,
significantly improved analysis procedure has been developed that
enables a quantitative understanding of the background in the
low-mass region at a sub-percent level.  We present the final
di-electron results obtained with the PHENIX HBD for Au+Au
collisions at $\sqrt{s_{NN}}$=200 GeV, including invariant mass
spectra, transverse momentum distributions, and centrality
dependence. The results will be compared to published results and to
model calculations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mihael', 'last_name': 'Makek', 'fullName': 'Makek, Mihael', 'id': '933665', 'affiliation': 'PMF', 'emailHash': '5956fb65cc5ac3972883e48f1c218f5c', 'db_id': 933665, 'person_id': 999188}"
Initial State Physics and Approach to Equilibrium II,parallel,Early Time Dynamics of Gluon Fields in High Energy Nuclear Collisions,"Kapusta, Joseph",University of Minnesota,USA,"Nuclei colliding at very high energy create a strong, quasi-classical gluon field during the initial phase of their interaction. We present an analytic calculation of the initial space-time evolution of this field in the limit of very high energies using a formal recursive solution of the Yang-Mills equations.  We provide analytic expressions for the initial chromo-electric and chromo-magnetic fields and for their energy-momentum tensor. In particular, we discuss event-averaged results for energy density and energy flow as well as for longitudinal and transverse pressure of this system.  Our results are generally applicable if $\tau < 1/Q_s$.  The transverse energy flow of the gluon field exhibits hydrodynamic-like contributions that follow transverse gradients of the energy density. In addition, a rapidity-odd energy flow also emerges from the non-abelian analog of Gauss' Law and generates non-vanishing angular momentum of the field. We will discuss the space-time picture that emerges from our analysis and its implications for observables in heavy ion collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joseph', 'last_name': 'Kapusta', 'fullName': 'Kapusta, Joseph', 'id': '933012', 'affiliation': 'University of Minnesota', 'emailHash': 'adcf2c7cf25defbe24e6264864baab23', 'db_id': 933012, 'person_id': 998765}"
Quarkonia III,parallel,Charmonium and bottomonium spectral functions from lattice QCD at finite temperature,"Ohno, Hiroshi","Center for Computational Sciences, University of Tsukuba",UK,"Dissociation of heavy quarkonia is expected to happen in the quark-gluon plasma due to the Debye screening, which causes suppression of quarkonium yields in relativistic heavy ion collisions. Actually the $J/\psi$ suppression in SPS, RHIC and LHC as well as the sequential $\Upsilon$ suppression in LHC have been observed. However, since there are not only the medium effect but also other processes, e.g. cold nuclear matter effects, to contribute to the quarkonium suppression and production, the experimental results are still not fully understood. Therefore theoretical understanding of in-medium quarkonium properties plays an important role to explain the experimental data. Moreover, since the elliptic flow suggesting collective motion of heavy quarks due to the hydrodynamic effects has been observed, in-medium behavior of a single heavy quark is also of great theoretical interest.

In this talk we report our study on charmonium and bottomonium in lattice QCD at finite temperature. Similarly to a previous study [1] simulations have been performed on large and fine isotropic lattices by using quenched gauge field configurations. A couple of lattice spacings towards the continuum limit were also chosen. At temperatures in a range from 0.73$T_c$ to 2.2$T_c$ we construct charmonium and bottomonium spectral functions from temporal Euclidean meson correlators which have been computed in our previous studies
[2,3]. From the temperature and quark mass dependence of the spectral functions we discuss the dissociation of the quarkonium states. We will also extract the transport properties of heavy quarks from the spectral function in the vector channel and estimate the heavy quark diffusion coefficient for both charm and bottom.

[1] H.-T. Ding, A. Francis, O. Kaczmarek, F. Karsch, H. Satz and W. Soeldner, Phys. Rev. D **86**, 014509 (2012).

[2] H. Ohno, PoS LATTICE **2013**, 172 (2014).

[3] H. Ohno, H.-T. Ding and O. Kaczmarek, PoS LATTICE **2014**, 219 (2014).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hiroshi', 'last_name': 'Ohno', 'fullName': 'Ohno, Hiroshi', 'id': '932651', 'affiliation': 'Center for Computational Sciences, University of Tsukuba', 'emailHash': 'c78d36c2b6aa4cb12338a379323833b5', 'db_id': 932651, 'person_id': 998447}"
Open Heavy Flavors and Strangeness II,parallel,PHENIX measurement of single electrons from charm and bottom decays at midrapidity in Au$+$Au collisions,"McGlinchey, Darren",University of Colorado,USA,"PHENIX has measured single electrons from charm and bottom decays at
midrapidity in Au+Au collisions at $\sqrt{s_{NN}}$=200 GeV.
Previous heavy-flavor electron measurements have indicated
substantial modification of the momentum distribution of the parent
heavy-flavor hadrons. Using the PHENIX barrel silicon-vertex tracker
(VTX) to measure displaced vertices precisely, the relative
contributions from charm and bottom hadrons to these electrons have
been measured as a function of transverse momentum in Au$+$Au
collisions at $\sqrt{s_{NN}}$=200 GeV. The heavier bottom quarks
significantly extend our probes of the quark-gluon plasma, and the
results are compared with theoretical calculations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Darren', 'last_name': 'McGlinchey', 'fullName': 'McGlinchey, Darren', 'id': '933660', 'affiliation': 'University of Colorado', 'emailHash': '7bd2666c83617469ddf84e808f8692f7', 'db_id': 933660, 'person_id': 999185}"
Quarkonia I,parallel,Quarkonium production in proton-proton and proton-lead collisions with ATLAS at the LHC,"Hu, Qipeng",University of Science and Technology of China (CN),China,"The suppression of heavy quarkonium states such as J/psi, psi(2S) and Upsilon(nS) in heavy-ion collisions, with respect to proton-proton collisions, plays an important role in studying the hot and dense medium formed in the larger collision systems.   A full assessment of this suppression requires understanding of nuclear effects which may affect the production of quarkonium states even in the absence of the medium.  The study of quarkonium production in proton-nucleus collisions serves as a baseline for understanding heavy-ion collisions and furthers our knowledge of such nuclear effects.  Using proton-lead and proton-proton collision data collected at the LHC in 2013, the ATLAS experiment measures J/psi, psi(2S) and Upsilon(nS) production. The yields of charmonium states are separated into contributions from b-hadron decays and prompt production. The nuclear modification factors and excited-to-ground state ratios are presented. All quarkonium states are reconstructed via the dimuon decay channel and the yields are shown differentially in intervals of transverse momentum, rapidity and event activity.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qipeng', 'last_name': 'Hu', 'fullName': 'Hu, Qipeng', 'id': '933267', 'affiliation': 'University of Science and Technology of China (CN)', 'emailHash': '9af0ff76e7af9ee0a48a24b84d41f2ec', 'db_id': 933267, 'person_id': 998950}"
Electromagnetic Probes II,parallel,System-size and energy dependences of dielectron excess invariant-mass spectra at STAR,"Yang, Shuai",University of Science and Technology of China,Unknown,"Dilepton measurements play an essential role in the study of hot and dense nuclear matter, created in heavy-ion collisions. Dileptons are produced in the whole evolution of the system and escape with minimum interaction with the strongly interacting medium. Thus, they provide information about the various stages of the system during the evolution. In the low mass region ($M_{ee}<1.1$ $GeV/c^{2}$), they retain information about the in-medium modifications of vector mesons which are considered as a link to chiral symmetry restoration. Recently, it is found in a model calculation that the charged particle multiplicity normalized dilepton excess yield in the low mass region is proportional to the lifetime of the hot, dense medium created in heavy-ion collisions at $\sqrt{s_{NN}}$ = 6-200 $GeV$ [1]. The energy density created in U+U collisions at $\sqrt{s_{NN}}$ = 193 $GeV$ is expected to be higher by about 20% and the medium created might have a longer lifetime compared with the Au+Au collisions at $\sqrt{s_{NN}}$ = 200 $GeV$. Thus it would be interesting to compare the normalized dielectron excess yields in U+U and Au+Au collisions. 

In this talk, we will present the invariant mass, transverse momentum, and centrality dependent measurements of dielectron production in U+U collisions at $\sqrt{s_{NN}}$ = 193 $GeV$. With the acceptance correction applied, we will report the invariant dielectron excess mass spectra in U+U collisions at $\sqrt{s_{NN}}$ = 193 $GeV$ and in Au+Au at $\sqrt{s_{NN}}$ = 27, 39, and 62.4 $GeV$. Comparisons with the NA60 results and the STAR measurements in Au+Au collisions at $\sqrt{s_{NN}}$= 19.6 and 200 $GeV$ will be shown. System-size and energy dependences of low mass excess yield will be discussed together with model comparisons.

[1] R. Rapp and H. van Hees, arXiv: 1411.4612.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shuai', 'last_name': 'Yang', 'fullName': 'Yang, Shuai', 'id': '932681', 'affiliation': 'University of Science and Technology of China', 'emailHash': '97d3df7432681fe906b633dbc5313795', 'db_id': 932681, 'person_id': 998474}"
Open Heavy Flavors and Strangeness III,parallel,PHENIX measurement of $b\bar{b}$ production in $p$$+$$p$ collisions,"Sen, Abhisek",Georgia State University,USA,"PHENIX has measured the $b\overline{b}$ production cross section in
$p$$+$$p$ collisions at $\sqrt{s} = 500$~GeV. In the absence of
displaced-vertex $b$-tagging, this is made possible by exploiting
the properties of $B^{0}-\overline{B^{0}}$ oscillations.  Like-sign
muon pairs in the PHENIX muon arms are measured in order to extract
this signal.  We report the $b\overline{b}$ differential cross
section in the rapidity range $1.2 < |y| < 2.2$, for dimuon masses
in the range 5--10~GeV/$c^2$, and extrapolate to the total-production
cross section.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Abhisek', 'last_name': 'Sen', 'fullName': 'Sen, Abhisek', 'id': '933127', 'affiliation': 'Georgia State University', 'emailHash': '2778d0a2630ee5251de820cde54cd4d1', 'db_id': 933127, 'person_id': 998839}"
