Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Parallel Session T14: Hadron production and collective dynamics,parallel,Search for collective effects in small systems obtained in ep collisions at HERA,"Sun, Chuan",Stony Brook University,USA,"Measurements of two- and multi-particle angular correlations are presented in both $ep$ deep-inelastic scattering at $\sqrt{s}=319$ GeV and in photoproduction off protons at energies $W_{\gamma p}=270$ GeV, as a function of charged-particle multiplicity. No long-range ridge structure is observed in the correlation functions. The second-order ($V_{2∆}$) and third-order ($V_{3∆}$) azimuthal anisotropy Fourier harmonics are extracted. Further, $C_2\{4\}$ signals are extracted from four-particle correlations for the first time in $ep$ collisions and are found to be positive or consistent with 0. In summary, collective behavior has not been observed in collisions of protons with virtual or quasi-real photons at HERA energies.

H1prelim-20-033","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chuan', 'last_name': 'Sun', 'fullName': 'Sun, Chuan', 'id': '6544800', 'affiliation': 'Stony Brook University', 'emailHash': 'bf175c1621ab5cb87be5fc1b3ed44452', 'db_id': 6544800, 'person_id': 6476032}"
"Parallel Session T02: Chirality, vorticity and spin polarization",parallel,Collectivity in intermediate-scale QGP and extended hydrodynamic regime,"Yin, Yi","Institute of modern physics, Chinese Academy of Sciencessti",Unknown,"The quark-gluon plasma (QGP) is a fluid at a long wavelength and becomes a collection of weakly-coupled partons at an asymptotically short wavelength. However, its properties at the ""mesoscopic"" length scale, which is too short for a fluid description and too long for a perturbative treatment, remain elusive. In this work, we consider the response of QCD-like plasma to energy/momentum disturbance as a function of the gradient. For both N=4 super-Yang Mills theory in strong coupling limit and kinetic theory under relaxation time approximation, we find that hydrodynamic modes continue dominating medium's response even in the region where Knudsen number is large. However, in this extended hydrodynamic regime, both the first-order and second-order hydrodynamics fail to characterize medium's behavior. Inspired by the recent development in extended hydrodynamics, such as Hydro+ [1], we construct a simple yet not trivial extension of the Muller-Israel-Stewart theory, namely MIS*, and show this novel framework can quantitatively describe hydrodynamic modes in both hydrodynamic and extended hydrodynamic regimes with a suitable choice of model parameters for representative microscopic theories with and without quasi-particle descriptions [2]. As an illustration, we apply MIS* to study how a Bjorken-expanding QGP responds to a moving energetic parton [3].

Refs. 

[1] M. Stephanov and Yi Yin , ""Hydro+: hydrodynamics with parametric slowing down and fluctuations near the critical point"", Phys. Rev. D 98 (2018) 036006. 

[2] Weiyao Ke and Yi Yin, in preparation. 

[3] Weiyao Ke and Yi Yin, ""Beyond the wake: non-hydrodynamic response of an expanding Quark-gluon plasma"", PoS HardProbes2020 (2021) 187","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yi', 'last_name': 'Yin', 'fullName': 'Yin, Yi', 'id': '6508645', 'affiliation': 'Institute of modern physics, Chinese Academy of Sciencessti', 'emailHash': '30568204748e2c117ee6102f488c739c', 'db_id': 6508645, 'person_id': 6336064}"
Parallel Session T06: Lattice QCD and heavy-ion collisions,parallel,Lattice QCD results for the heavy quark diffusion coefficient,"Altenkort, Luis",Universität Bielefeld,Unknown,"We present a novel approach to nonperturbatively estimate the heavy quark momentum diffusion coefficient, which is a key input for the theoretical description of heavy quarkonium production in heavy ion collisions, and is important for the understanding of the elliptic flow and nuclear suppression factor of heavy flavor hadrons. In the heavy quark limit, this coefficient is encoded in the spectral functions of color-electric and color-magnetic correlators that we calculate on the lattice to high precision by applying gradient flow. In our study we consider quenched QCD at $1.5\,T_c$, where we perform a detailed study of the lattice spacing and flow time dependence of color-electric and color-magnetic correlators, and, using theoretically well-established model fits for the spectral reconstruction,
we estimate the heavy quark diffusion coefficient. Equipped with the experience obtained in quenched QCD, we estimate the heavy quark diffusion coefficient from 2+1 flavor QCD ensembles at small but finite lattice spacing.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luis', 'last_name': 'Altenkort', 'fullName': 'Altenkort, Luis', 'id': '6508512', 'affiliation': 'Universität Bielefeld', 'emailHash': '2d909334ca58a146d917e22e714117fc', 'db_id': 6508512, 'person_id': 6339624}"
Poster Session 1 T04_2,poster,Data-driven extraction of quark and gluon jet substructure,"Ying, Yueyang",Massachusetts Inst. of Technology (US),USA,"The different modification of quark- and gluon-initiated jets in the quark-gluon plasma produced in heavy-ion collisions is a long-standing question that has not yet received a definitive answer from experiments. In particular, the relative sizes of the modification of quark and gluon jets differ between theoretical models. Therefore a fully data-driven technique is crucial for an unbiased extraction of the quark and gluon jet spectra and substructure. We perform a proof-of-concept study based on proton-proton and heavy-ion collision events from the PYQUEN generator with statistics accessible in Run 4 of the Large Hadron Collider. We use a statistical technique called topic modeling to separate quark and gluon contributions to jet observables. We demonstrate that jet substructure observables, such as the jet shape and jet fragmentation function, can be extracted using this data-driven method. These results suggest the potential for an experimental determination of quark and gluon jet spectra and their substructure.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yueyang', 'last_name': 'Ying', 'fullName': 'Ying, Yueyang', 'id': '6522673', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '15f4c1ab63ea6713e2a033d5e520cec4', 'db_id': 6522673, 'person_id': 6335924}"
Poster Session 3 T16,poster,Measurements of $^{3}_{\Lambda}H$ production and branching ratio fraction $R_3$ by the STAR experiment,"Ji, Yuanjing",Lawrence Berkeley National Lab,USA,"Hypernuclei are bound states of nucleons and hyperons, and thus naturally correlated hyperon-baryon systems. Hypernuclei are regarded a unique laboratory to study the hyperon-nucleon ($Y$-$N$) interaction. The $Y$-$N$ interaction is an important ingredient, not only in the equation-of-state (EoS) of astrophysical objects such as neutron stars, but also in the description of the hadronic phase of a heavy-ion collision. The strength of the $Y$-$N$ interaction can be investigated by measuring the properties of hypernuclei. Precise determination of hypernucei structure parameters, such as $\Lambda$ separation energy $B_{\Lambda}$, lifetime, and branching ratios, may also shed light on the role that two-body $Y$-$N$ and three-body $Y$-$N$-$N$ interactions play in the density regime of neutron stars.

In this talk, we report precision measurements of the lifetime of $^{3}_{\Lambda}\mathrm{H}$, $^{4}_{\Lambda}\mathrm{H}$ and $^{4}_{\Lambda}\mathrm{He}$ obtained from Au+Au collisions collected by STAR during the Beam Energy Scan Phase-II program. Hypernuclei are reconstructed via charged pion decay channels including both two-body and three-body decay modes. We also present the relative branching ratio $R_3$ of $^{3}_{\Lambda}\mathrm{H}$ and $^{4}_{\Lambda}\mathrm{H}$, where $R_3$ is the fraction of the two-body decay rate out of the sum of two-body and three-body decay rates. The results will be compared with model calculations and physics implications will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuanjing', 'last_name': 'Ji', 'fullName': 'Ji, Yuanjing', 'id': '6586527', 'affiliation': 'Lawrence Berkeley National Lab', 'emailHash': '3f2f8c1caf8509f3e7f5b50bdb90ffd4', 'db_id': 6586527, 'person_id': 6514781}"
Poster Session 3 T11_5,poster,Prompt $\Lambda^+_c$/$D^0$ ratio in peripheral PbPb collisions at 5.02 TeV by LHCb,"Yang, Di",Tsinghua University (CN),China,"Coalescence hadronization in QGP would enhance $\Lambda^+_c$/$D^0$ at intermediate $p_T$ and are supposed to occur in PbPb collisions. 
The charmed baryon to meson ratio, $\Lambda^+_c$/$D^0$ ratio is sensitive to hadronization, can provide important information on the charm hadronization process and formation of QGP.
Prompt $\Lambda^+_c$/$D^0$ ratio are measured in peripheral PbPb collisions at $\sqrt{s_{NN}}=5.02$ TeV by LHCb, and are measured up to  $p_T = 8$ GeV/c and in the rapidity region of 2.0 to 4.5. 
This poster presents the $\Lambda^+_c$/$D^0$ ratio together with comparisons to ALICE results and calculations using pythia plus color recombination and other models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Di', 'last_name': 'Yang', 'fullName': 'Yang, Di', 'id': '6584956', 'affiliation': 'Tsinghua University (CN)', 'emailHash': 'ad6f3726e3c7a82e1256f8f427b69f06', 'db_id': 6584956, 'person_id': 6513286}"
Poster Session 3 T11_4,poster,"Heavy quarks in the evolving Glasma: diffusion, 2-particle correlations and comparison with Langevin dynamics","Avramescu, Dana",University of Bucharest,Unknown,"Heavy quarks, charm and beauty, form well before light quarks in high energy nuclear collisions. Therefore, they can probe the early, gluon rich and out-of-equilibrium stage, namely the evolving Glasma. The diffusion of heavy quarks in this system can be analyzed by coupling the Classical Yang-Mills equations for the Glasma to the relativistic kinetic equations (Wong equations) for the heavy quarks. Within this framework, we study in detail the diffusion of heavy quarks in the early stage of proton-nucleus and nucleus-nucleus collisions.
Firstly, we discuss transverse and longitudinal momentum broadening, emphasizing the impact of this on the nuclear modification factor and on the estimates of the diffusion coefficients of the heavy quarks. Then, we analyze the 2-particle correlations developed by heavy quarks in the Glasma and discuss their potential impact on D-Dbar correlations recently measured at the LHC. Finally, we compare the evolution in the Glasma with that in a gluon plasma, described by Langevin equations with transport coefficients borrowed from quasi-particle models and tuned to reproduce the nuclear modification factor of heavy mesons.

A. Ipp, D. I. Muller and D. Schuh,
Jet momentum broadening in the pre-equilibrium Glasma,
Phys. Lett. B 810, 135810 (2020)
doi:10.1016/j.physletb.2020.135810
[arXiv:2009.14206 [hep-ph]].

Y. Sun, G. Coci, S. K. Das, S. Plumari, M. Ruggieri and V. Greco,
Impact of Glasma on heavy quark observables in nucleus-nucleus collisions at LHC,
Phys. Lett. B 798, 134933 (2019)
doi:10.1016/j.physletb.2019.134933
[arXiv:1902.06254 [nucl-th]].

D. Avramescu, V. Baran, V. Greco, D. Muller and M. Ruggieri,
Heavy quarks in the evolving Glasma: diffusion, 2-particle correlations and comparison with Langevin dynamics, in preparation.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dana', 'last_name': 'Avramescu', 'fullName': 'Avramescu, Dana', 'id': '6523500', 'affiliation': 'University of Bucharest', 'emailHash': '757a22651020e1ff5aa2da4dee64a92e', 'db_id': 6523500, 'person_id': 6339136}"
Parallel Session T12: New theoretical developments,parallel,A first step towards quantum simulating jet evolution in a dense medium,"Barata, João",Unknown,Unknown,"The fast development of quantum technologies over the last decades has offered a glimpse to a future where the quantum properties of multi-particle systems might be more fully understood. So far, quantum computing has seen ample application in areas such as quantum chemistry or condensed matter, but its usage in high energy physics is still in its infancy. In the particular case of QCD jets, these technologies might offer a way to, for the first time, fully understand the intricate interference pattern arising from the multi-parton cascade. In jet quenching, such aspects are intimately related to the natural scales at which the jet probes the medium. In this talk, we introduce a strategy to quantum simulate single particle evolution in a stochastic background field. We discuss how jet evolution can be translated to a digital quantum circuit and which measurement protocols can be implemented to extract physically relevant quantities. Future extensions of this strategy to include gluon radiation are discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'João', 'last_name': 'Barata', 'fullName': 'Barata, João', 'id': '6511670', 'affiliation': '', 'emailHash': 'fe4acb8d1beeb5499f57f94d4f131590', 'db_id': 6511670, 'person_id': 6331280}"
Poster Session 3 T16,poster,Elliptic flow of light nuclei in Au+Au collisions at $\sqrt{s_{NN}}$ = 27 and 54.4 GeV,"Sharma, Rishabh ",Indian Institute of Science Education and Research (IISER) Tirupati,Unknown,"High energy heavy-ion collisions provide an opportunity to study the production mechanism of light (anti)nuclei. There are two main possible models to explain the production mechanism - the thermal model and the coalescence model. The thermal model has been quite successful in explaining the yields of light (anti)nuclei produced in heavy-ion collisions. Thermal model suggests that the light (anti)nuclei are produced from a thermal source, where they are in equilibrium with other species present in the fireball. However, due to the small binding energies, the produced (anti)nuclei are not likely to survive in the high temperature conditions of the fireball. The coalescence model, on the other hand, predicts that light (anti)nuclei can be formed by the final state coalescence of nucleons. Studying the azimuthal anisotropy of light (anti)nuclei and comparing them with that of nucleons, therefore, will give insights into the production mechanism of light (anti)nuclei.

In this poster, we will present the energy and centrality dependence of elliptic flow ($v_2$) of $d$, $t$, and $^3He$ and their antiparticles in Au+Au collisions at $\sqrt{s_{NN}}$ = 27 and 54.4 GeV. Mass number and number of constituent quarks (NCQ) scalings will also be shown. The $v_2(p_T)$ of light (anti)nuclei will be compared with the coalescence and hydrodynamic models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rishabh ', 'last_name': 'Sharma', 'fullName': 'Sharma, Rishabh ', 'id': '6540371', 'affiliation': 'Indian Institute of Science Education and Research (IISER) Tirupati', 'emailHash': '704dca1928ae543bebe94bd6ffb9b641', 'db_id': 6540371, 'person_id': 6335742}"
Poster Session 1 T14_1,poster,Neutral mesons flow and yields in AgAg@1.58 AGev at HADES,"Prozorov, Alexandr",Unknown,Unknown,"The Dielectron Spectrometer HADES operated at the SIS18 synchrotron, GSI Darmstadt recently provided new intriguing results on production of electron pairs and of strangeness from nucleus-nucleus collisions, as well as from elementary reactions, in energy region of $1 - 2$ A GeV. In 2019 the spectrometer was complemented by an electromagnetic calorimeter based on lead-glass modules, which allows us to measure photons, thus study production of the $\pi^0$ and $\eta$ mesons via their two-photon decay. The knowledge of the neutral meson production is a mandatory prerequisite for the interpretation of dielectron data and at the same time almost no respective data about their production in nucleus-nucleus collisions are presently available for this energy range.
Particularly, directed and elliptic flow of neutral mesons will be shown with respect to transverse momentum and rapidity for different centrality classes in Ag + Ag collisions at 1.58 A GeV. Results of analysis corresponding to $14\times10^9$ events will be confronted with results of other experiments and with up-to-date model calculations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexandr', 'last_name': 'Prozorov', 'fullName': 'Prozorov, Alexandr', 'id': '6529781', 'affiliation': '', 'emailHash': '591ea6bf6ac25de8e109e8732aad7746', 'db_id': 6529781, 'person_id': 6330663}"
Poster Session 3 T11_3,poster,Heavy flavor production in heavy ion collisions with JETSCAPE,"Fan, Wenkai",Duke University,Unknown,"The dynamics of shower development for a jet traveling through the quark-gluon plasma (QGP) involves a variety of scales, including the mass for heavy flavors in jets. During the high virtuality portion of the jet evolution, the mass of the heavy quark affects longitudinal drag and diffusion, stimulating additional radiation. These emissions partially compensate the reduction in radiation from the dead cone effect. In the lower virtuality part of the shower evolution, when the mass is comparable to the transverse momentum of the parton, scattering and radiation processes off heavy quarks are different than off light quarks. All these factors result in a different shower development for heavy-flavor tagged jets. The QGP evolution is modeled on an event by event basis using the JETSCAPE Framework. Energy-momentum exchange with the medium, essential for the study of jet modification, proceeds using a weak coupling recoil approach.  We present a multi-stage calculation that explores the importance of differences between various heavy quark energy-loss mechanisms. Those differences have been explored using leading hadron and open heavy flavor observables.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wenkai', 'last_name': 'Fan', 'fullName': 'Fan, Wenkai', 'id': '6539114', 'affiliation': '', 'emailHash': 'ade40bbecb29c523346c38043804d03f', 'db_id': 6539114, 'person_id': 6335801}"
Poster Session 1 T07_1,poster,Centrality dependent Lévy HBT analysis  in $\sqrt{s_{_{\mathrm{NN}}}} =$ 5.02 TeV PbPb collision at CMS,"Korodi, Balazs",Eotvos Lorand University (HU),Unknown,"Investigation of the femtoscopic correlation functions in heavy ion collisions is an important tool to access the space-time structure of the hadron production of the sQGP. The description of the measured correlation functions is often assumed to be Gaussian or exponential, but a detailed analysis reveals that the statistically correct assumption is a generalized Gaussian, the symmetric alpha-stable Lévy distribution. One of the resulting source parameters, the Lévy stability parameter $\alpha$, describing the shape of the source, may be related to anomalous diffusion in the final state. In this poster we present measurements of two-particle, Bose-Einstein correlation functions in $\sqrt{s_{_{\mathrm{NN}}}} =$ 5.02 TeV PbPb collisions at CMS. We investigate the centrality and transverse mass dependence of the parameters of the correlation functions: the strength or the intercept parameter $\lambda$, the HBT scale parameter $R$ and the stability parameter $\alpha$.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Balazs', 'last_name': 'Korodi', 'fullName': 'Korodi, Balazs', 'id': '6568581', 'affiliation': 'Eotvos Lorand University (HU)', 'emailHash': '386cc5ecc6f500548817e46e2cc4719d', 'db_id': 6568581, 'person_id': 6498087}"
Poster Session 1 T14_1,poster,Pseudorapidity distributions of charged particles measured with the STAR Event Plane Detector in 19.6 and 27 GeV Au+Au collisions,"Csanad, Mate","Eotvos University, Budapest",Unknown,"In 2018, STAR installed the Event Plane Detector (EPD) with a pseudorapidity coverage of $2.15<|\eta|<5.09$. The EPD has enhanced STAR's capabilities in triggering, centrality measurement and event plane determination. Due to its fine radial granularity, it can also be utilized to measure pseudorapidity distributions of charged particles. In order to make such a measurement, the response of the detector material to the produced primary particles has to be understood. Monte Carlo simulations are used to determine the detector response matrix which is then used in an iterative unfolding procedure to obtain the corrected pseudorapidity distributions. As a first step towards such measurements at even lower energies, we present the results on charged particle pseudorapidity distributions measured with the EPD in $\sqrt{s_{_{NN}}}=19.6$ and 27 GeV Au+Au collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mate', 'last_name': 'Csanad', 'fullName': 'Csanad, Mate', 'id': '6539906', 'affiliation': 'Eotvos University, Budapest', 'emailHash': '7c06c1fa12cd7f6b24ce7ad18c50c696', 'db_id': 6539906, 'person_id': 6328672}"
