Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session 3 T16,poster,Lifetime measurements of light hypernuclei in Au+Au Collisions from STAR experiment,"Li, Xiujun",USTC,Unknown,"Hypernuclei are bound nuclear systems of correlated nucleons and hyperons. Therefore, the production of hypernuclei in heavy-ion collisions provides an experimental avenue for studying the hyperon$-$nucleon (Y-N) interaction, which is an important ingredient, not only in the equation-of-state (EoS) of astrophysical objects such as neutron stars but also in the description of the hadronic phase of a heavy-ion collision. The strength of the Y-N interaction can be investigated by measuring the properties of hypernuclei. For example, light $\Lambda$-hypernuclei containing one hyperon are conventionally understood as a weakly bound system of a $\Lambda$ and a nucleus, suggesting their lifetimes are close to the free-$\Lambda$ lifetime.

In heavy-ion collisions, light hypernuclei are expected to be abundantly produced at low energies due to the high baryon density. In this poster, we will report precise lifetime measurements of $^3_{\Lambda}H$, $^4_{\Lambda}H$ and $^4_{\Lambda}He$ in Au+Au collisions at $\sqrt{s_{NN}}$ = 3 GeV and 7.2 GeV, recorded by the  STAR experiment at RHIC in the fixed-target mode in 2018. The results will be compared with model calculations and physics implications will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiujun', 'last_name': 'Li', 'fullName': 'Li, Xiujun', 'id': '6586484', 'affiliation': 'USTC', 'emailHash': '131bbce725de6bfc25ca69004bcefa8a', 'db_id': 6586484, 'person_id': 6514741}"
Poster Session 3 T15_2,poster,sPHENIX MVTX Quality Control and Online System,"Shi, Zhaozhong",Los Alamos National Laboratory,USA,"sPHENIX is a state-of-the-art detector for jet and heavy flavor physics in heavy-ion collisions and going to take data at RHIC in 2023. The sPHENIX MVTX detector has excellent position resolution and vertexing capabilities, which is crucial for heavy flavor physics studies. A dedicated online software system, including the quality control and detector slow control system, is being developed. The quality control system will analyze and display the performance of MVTX in real time for online monitoring. The analysis results will be stored in the database to be retrieved later and studied over a period of time. The detector slow control system is based on WinCC. Shifters can use it to operate the MVTX detector according to real time feedback from the quality control system to maintain the functionality and safety of MVTX. The online system will be used in MVTX commissioning and in the runs to ensure high quality data taking. In this poster, the design and framework of the online system will be discussed. We will also present the general interface and selected hit, cluster, and tracking performance plots from recent Fermilab test beam data and Monte Carlo simulations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhaozhong', 'last_name': 'Shi', 'fullName': 'Shi, Zhaozhong', 'id': '6540044', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': 'b1b43a0f27a361b09e0e99853f0c28d6', 'db_id': 6540044, 'person_id': 6336000}"
Poster Session 3 T15 / T16,poster,Correcting Distortions in the sPHENIX Time Projection Chamber,"Corliss, Ross",Unknown,Unknown,"The sPHENIX experiment, under construction at Brookhaven National Lab’s Relativistic Heavy Ion Collider, will take first data in 2023, beginning a broad experimental program that will study the emergent properties of QCD in the Quark Gluon Plasma, the structure of jets, and the spin structure of nucleons.  The observables that enable these studies require precise tracking provided by three tracking detectors:  The innermost MAPS-based vertex detector, a high time-resolution silicon strip detector, and a compact time projection chamber (TPC) with continuous readout through a GEM-based avalanche stage.  To meet the needs of the physics program, distortions of the trajectories of drift electrons in the TPC, due to magnetic field and spacecharge effects, must be accurately measured and corrected.  In addition to monitoring time-averaged distortions through particle tracks, the TPC has several dedicated components to constrain the distortions.  The charge arriving at the readout is digitized and summed into a 'digital current', which monitors the spacecharge flowing back into the volume, and two laser calibration systems monitor the static and short-timescale components of the distortions directly. This poster will discuss the expected magnitudes and structures of the distortions, the systems that monitor those distortions, and the derivation of the necessary corrections; details of how these corrections are implemented in tracking are described in a separate poster.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ross', 'last_name': 'Corliss', 'fullName': 'Corliss, Ross', 'id': '6539921', 'affiliation': '', 'emailHash': 'a54719986952491eab64e7989c31f9ef', 'db_id': 6539921, 'person_id': 6348510}"
Poster Session 1 T04_2,poster,Data-driven extraction of quark and gluon jet substructure,"Ying, Yueyang",Massachusetts Inst. of Technology (US),USA,"The different modification of quark- and gluon-initiated jets in the quark-gluon plasma produced in heavy-ion collisions is a long-standing question that has not yet received a definitive answer from experiments. In particular, the relative sizes of the modification of quark and gluon jets differ between theoretical models. Therefore a fully data-driven technique is crucial for an unbiased extraction of the quark and gluon jet spectra and substructure. We perform a proof-of-concept study based on proton-proton and heavy-ion collision events from the PYQUEN generator with statistics accessible in Run 4 of the Large Hadron Collider. We use a statistical technique called topic modeling to separate quark and gluon contributions to jet observables. We demonstrate that jet substructure observables, such as the jet shape and jet fragmentation function, can be extracted using this data-driven method. These results suggest the potential for an experimental determination of quark and gluon jet spectra and their substructure.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yueyang', 'last_name': 'Ying', 'fullName': 'Ying, Yueyang', 'id': '6522673', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '15f4c1ab63ea6713e2a033d5e520cec4', 'db_id': 6522673, 'person_id': 6335924}"
Poster Session 3 T16,poster,Measurements of $^{3}_{\Lambda}H$ production and branching ratio fraction $R_3$ by the STAR experiment,"Ji, Yuanjing",Lawrence Berkeley National Lab,USA,"Hypernuclei are bound states of nucleons and hyperons, and thus naturally correlated hyperon-baryon systems. Hypernuclei are regarded a unique laboratory to study the hyperon-nucleon ($Y$-$N$) interaction. The $Y$-$N$ interaction is an important ingredient, not only in the equation-of-state (EoS) of astrophysical objects such as neutron stars, but also in the description of the hadronic phase of a heavy-ion collision. The strength of the $Y$-$N$ interaction can be investigated by measuring the properties of hypernuclei. Precise determination of hypernucei structure parameters, such as $\Lambda$ separation energy $B_{\Lambda}$, lifetime, and branching ratios, may also shed light on the role that two-body $Y$-$N$ and three-body $Y$-$N$-$N$ interactions play in the density regime of neutron stars.

In this talk, we report precision measurements of the lifetime of $^{3}_{\Lambda}\mathrm{H}$, $^{4}_{\Lambda}\mathrm{H}$ and $^{4}_{\Lambda}\mathrm{He}$ obtained from Au+Au collisions collected by STAR during the Beam Energy Scan Phase-II program. Hypernuclei are reconstructed via charged pion decay channels including both two-body and three-body decay modes. We also present the relative branching ratio $R_3$ of $^{3}_{\Lambda}\mathrm{H}$ and $^{4}_{\Lambda}\mathrm{H}$, where $R_3$ is the fraction of the two-body decay rate out of the sum of two-body and three-body decay rates. The results will be compared with model calculations and physics implications will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuanjing', 'last_name': 'Ji', 'fullName': 'Ji, Yuanjing', 'id': '6586527', 'affiliation': 'Lawrence Berkeley National Lab', 'emailHash': '3f2f8c1caf8509f3e7f5b50bdb90ffd4', 'db_id': 6586527, 'person_id': 6514781}"
Poster Session 3 T11_5,poster,Prompt $\Lambda^+_c$/$D^0$ ratio in peripheral PbPb collisions at 5.02 TeV by LHCb,"Yang, Di",Tsinghua University (CN),China,"Coalescence hadronization in QGP would enhance $\Lambda^+_c$/$D^0$ at intermediate $p_T$ and are supposed to occur in PbPb collisions. 
The charmed baryon to meson ratio, $\Lambda^+_c$/$D^0$ ratio is sensitive to hadronization, can provide important information on the charm hadronization process and formation of QGP.
Prompt $\Lambda^+_c$/$D^0$ ratio are measured in peripheral PbPb collisions at $\sqrt{s_{NN}}=5.02$ TeV by LHCb, and are measured up to  $p_T = 8$ GeV/c and in the rapidity region of 2.0 to 4.5. 
This poster presents the $\Lambda^+_c$/$D^0$ ratio together with comparisons to ALICE results and calculations using pythia plus color recombination and other models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Di', 'last_name': 'Yang', 'fullName': 'Yang, Di', 'id': '6584956', 'affiliation': 'Tsinghua University (CN)', 'emailHash': 'ad6f3726e3c7a82e1256f8f427b69f06', 'db_id': 6584956, 'person_id': 6513286}"
Poster Session 3 T11_4,poster,"Heavy quarks in the evolving Glasma: diffusion, 2-particle correlations and comparison with Langevin dynamics","Avramescu, Dana",University of Bucharest,Unknown,"Heavy quarks, charm and beauty, form well before light quarks in high energy nuclear collisions. Therefore, they can probe the early, gluon rich and out-of-equilibrium stage, namely the evolving Glasma. The diffusion of heavy quarks in this system can be analyzed by coupling the Classical Yang-Mills equations for the Glasma to the relativistic kinetic equations (Wong equations) for the heavy quarks. Within this framework, we study in detail the diffusion of heavy quarks in the early stage of proton-nucleus and nucleus-nucleus collisions.
Firstly, we discuss transverse and longitudinal momentum broadening, emphasizing the impact of this on the nuclear modification factor and on the estimates of the diffusion coefficients of the heavy quarks. Then, we analyze the 2-particle correlations developed by heavy quarks in the Glasma and discuss their potential impact on D-Dbar correlations recently measured at the LHC. Finally, we compare the evolution in the Glasma with that in a gluon plasma, described by Langevin equations with transport coefficients borrowed from quasi-particle models and tuned to reproduce the nuclear modification factor of heavy mesons.

A. Ipp, D. I. Muller and D. Schuh,
Jet momentum broadening in the pre-equilibrium Glasma,
Phys. Lett. B 810, 135810 (2020)
doi:10.1016/j.physletb.2020.135810
[arXiv:2009.14206 [hep-ph]].

Y. Sun, G. Coci, S. K. Das, S. Plumari, M. Ruggieri and V. Greco,
Impact of Glasma on heavy quark observables in nucleus-nucleus collisions at LHC,
Phys. Lett. B 798, 134933 (2019)
doi:10.1016/j.physletb.2019.134933
[arXiv:1902.06254 [nucl-th]].

D. Avramescu, V. Baran, V. Greco, D. Muller and M. Ruggieri,
Heavy quarks in the evolving Glasma: diffusion, 2-particle correlations and comparison with Langevin dynamics, in preparation.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dana', 'last_name': 'Avramescu', 'fullName': 'Avramescu, Dana', 'id': '6523500', 'affiliation': 'University of Bucharest', 'emailHash': '757a22651020e1ff5aa2da4dee64a92e', 'db_id': 6523500, 'person_id': 6339136}"
Poster Session 3 T16,poster,Elliptic flow of light nuclei in Au+Au collisions at $\sqrt{s_{NN}}$ = 27 and 54.4 GeV,"Sharma, Rishabh ",Indian Institute of Science Education and Research (IISER) Tirupati,Unknown,"High energy heavy-ion collisions provide an opportunity to study the production mechanism of light (anti)nuclei. There are two main possible models to explain the production mechanism - the thermal model and the coalescence model. The thermal model has been quite successful in explaining the yields of light (anti)nuclei produced in heavy-ion collisions. Thermal model suggests that the light (anti)nuclei are produced from a thermal source, where they are in equilibrium with other species present in the fireball. However, due to the small binding energies, the produced (anti)nuclei are not likely to survive in the high temperature conditions of the fireball. The coalescence model, on the other hand, predicts that light (anti)nuclei can be formed by the final state coalescence of nucleons. Studying the azimuthal anisotropy of light (anti)nuclei and comparing them with that of nucleons, therefore, will give insights into the production mechanism of light (anti)nuclei.

In this poster, we will present the energy and centrality dependence of elliptic flow ($v_2$) of $d$, $t$, and $^3He$ and their antiparticles in Au+Au collisions at $\sqrt{s_{NN}}$ = 27 and 54.4 GeV. Mass number and number of constituent quarks (NCQ) scalings will also be shown. The $v_2(p_T)$ of light (anti)nuclei will be compared with the coalescence and hydrodynamic models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rishabh ', 'last_name': 'Sharma', 'fullName': 'Sharma, Rishabh ', 'id': '6540371', 'affiliation': 'Indian Institute of Science Education and Research (IISER) Tirupati', 'emailHash': '704dca1928ae543bebe94bd6ffb9b641', 'db_id': 6540371, 'person_id': 6335742}"
Poster Session 1 T14_1,poster,Neutral mesons flow and yields in AgAg@1.58 AGev at HADES,"Prozorov, Alexandr",Unknown,Unknown,"The Dielectron Spectrometer HADES operated at the SIS18 synchrotron, GSI Darmstadt recently provided new intriguing results on production of electron pairs and of strangeness from nucleus-nucleus collisions, as well as from elementary reactions, in energy region of $1 - 2$ A GeV. In 2019 the spectrometer was complemented by an electromagnetic calorimeter based on lead-glass modules, which allows us to measure photons, thus study production of the $\pi^0$ and $\eta$ mesons via their two-photon decay. The knowledge of the neutral meson production is a mandatory prerequisite for the interpretation of dielectron data and at the same time almost no respective data about their production in nucleus-nucleus collisions are presently available for this energy range.
Particularly, directed and elliptic flow of neutral mesons will be shown with respect to transverse momentum and rapidity for different centrality classes in Ag + Ag collisions at 1.58 A GeV. Results of analysis corresponding to $14\times10^9$ events will be confronted with results of other experiments and with up-to-date model calculations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexandr', 'last_name': 'Prozorov', 'fullName': 'Prozorov, Alexandr', 'id': '6529781', 'affiliation': '', 'emailHash': '591ea6bf6ac25de8e109e8732aad7746', 'db_id': 6529781, 'person_id': 6330663}"
Poster Session 3 T11_3,poster,Heavy flavor production in heavy ion collisions with JETSCAPE,"Fan, Wenkai",Duke University,Unknown,"The dynamics of shower development for a jet traveling through the quark-gluon plasma (QGP) involves a variety of scales, including the mass for heavy flavors in jets. During the high virtuality portion of the jet evolution, the mass of the heavy quark affects longitudinal drag and diffusion, stimulating additional radiation. These emissions partially compensate the reduction in radiation from the dead cone effect. In the lower virtuality part of the shower evolution, when the mass is comparable to the transverse momentum of the parton, scattering and radiation processes off heavy quarks are different than off light quarks. All these factors result in a different shower development for heavy-flavor tagged jets. The QGP evolution is modeled on an event by event basis using the JETSCAPE Framework. Energy-momentum exchange with the medium, essential for the study of jet modification, proceeds using a weak coupling recoil approach.  We present a multi-stage calculation that explores the importance of differences between various heavy quark energy-loss mechanisms. Those differences have been explored using leading hadron and open heavy flavor observables.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wenkai', 'last_name': 'Fan', 'fullName': 'Fan, Wenkai', 'id': '6539114', 'affiliation': '', 'emailHash': 'ade40bbecb29c523346c38043804d03f', 'db_id': 6539114, 'person_id': 6335801}"
Poster Session 1 T07_1,poster,Centrality dependent Lévy HBT analysis  in $\sqrt{s_{_{\mathrm{NN}}}} =$ 5.02 TeV PbPb collision at CMS,"Korodi, Balazs",Eotvos Lorand University (HU),Unknown,"Investigation of the femtoscopic correlation functions in heavy ion collisions is an important tool to access the space-time structure of the hadron production of the sQGP. The description of the measured correlation functions is often assumed to be Gaussian or exponential, but a detailed analysis reveals that the statistically correct assumption is a generalized Gaussian, the symmetric alpha-stable Lévy distribution. One of the resulting source parameters, the Lévy stability parameter $\alpha$, describing the shape of the source, may be related to anomalous diffusion in the final state. In this poster we present measurements of two-particle, Bose-Einstein correlation functions in $\sqrt{s_{_{\mathrm{NN}}}} =$ 5.02 TeV PbPb collisions at CMS. We investigate the centrality and transverse mass dependence of the parameters of the correlation functions: the strength or the intercept parameter $\lambda$, the HBT scale parameter $R$ and the stability parameter $\alpha$.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Balazs', 'last_name': 'Korodi', 'fullName': 'Korodi, Balazs', 'id': '6568581', 'affiliation': 'Eotvos Lorand University (HU)', 'emailHash': '386cc5ecc6f500548817e46e2cc4719d', 'db_id': 6568581, 'person_id': 6498087}"
Poster Session 1 T14_1,poster,Pseudorapidity distributions of charged particles measured with the STAR Event Plane Detector in 19.6 and 27 GeV Au+Au collisions,"Csanad, Mate","Eotvos University, Budapest",Unknown,"In 2018, STAR installed the Event Plane Detector (EPD) with a pseudorapidity coverage of $2.15<|\eta|<5.09$. The EPD has enhanced STAR's capabilities in triggering, centrality measurement and event plane determination. Due to its fine radial granularity, it can also be utilized to measure pseudorapidity distributions of charged particles. In order to make such a measurement, the response of the detector material to the produced primary particles has to be understood. Monte Carlo simulations are used to determine the detector response matrix which is then used in an iterative unfolding procedure to obtain the corrected pseudorapidity distributions. As a first step towards such measurements at even lower energies, we present the results on charged particle pseudorapidity distributions measured with the EPD in $\sqrt{s_{_{NN}}}=19.6$ and 27 GeV Au+Au collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mate', 'last_name': 'Csanad', 'fullName': 'Csanad, Mate', 'id': '6539906', 'affiliation': 'Eotvos University, Budapest', 'emailHash': '7c06c1fa12cd7f6b24ce7ad18c50c696', 'db_id': 6539906, 'person_id': 6328672}"
Poster Session 1 T14_2,poster,New results on $\phi$-pair production in proton-proton collisions at $\sqrt{s}$=7TeV with the ALICE detector,"Rubini, Nicola","Universita e INFN, Bologna (IT)",Unknown,"Recent measurements in high multiplicity proton-proton collisions have shown the emergence of several features that are reminiscent of QGP phenomenology, one of which is the enhanced production of strange and multi-strange hadrons. Strange hadron production represents a key probe to study QGP formation in hadronic collisions as well as to understand the mechanisms behind hadronisation.
In this context the $\phi$ meson is a very interesting candidate because of its structure, being a strangeness-neutral hadron that shows the characteristic features of strangeness enhancement, contrary to the expectations from of the strangeness-canonical implementation of thermal models.
A new analysis has been developed to measure the production of $\phi$-meson pairs in proton-proton collisions with the ALICE experiment  at the LHC. This novel approach allows one to measure the second moment (variance) of the $\phi$-meson number distribution and therefore to gain insight into deeper details of the $\phi$-meson production statistics in minimum bias pp collisions and as a function of the final-state charged-particle multiplicity. The results are compared to the most commonly used Monte Carlo event generators and to theoretical predictions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nicola', 'last_name': 'Rubini', 'fullName': 'Rubini, Nicola', 'id': '6544852', 'affiliation': 'Universita e INFN, Bologna (IT)', 'emailHash': '79120e831cb86f752f9d10a072b41180', 'db_id': 6544852, 'person_id': 6333403}"
Poster Session 1 T05_2,poster,Elliptic and triangular flow of identified particles in p–Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV,"Ji, Su-Jeong",Pusan National University (KR),USA,"In heavy-ion collisions at relativistic energies, a hot and dense medium called quark-gluon plasma (QGP) is created. Intriguingly, the collective motion of produced particles, which is thought to be a strong evidence of the formation of QGP, is also seen in small systems like pp and p–Pb collisions. Such a study can be done in the ALICE experiment at the LHC via long-range two-particle correlations. In this poster, we discuss how to determine the flow coefficients in pp and p–Pb collisions using the template fit method to subtract non-flow contributions based on examination of the method with event generators. A model study to understand the flow of identified particles like $\pi$, $K$, and $p$ is discussed as well.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Su-Jeong', 'last_name': 'Ji', 'fullName': 'Ji, Su-Jeong', 'id': '6544867', 'affiliation': 'Pusan National University (KR)', 'emailHash': '034d5746aa5eb0cc28cd467a6c1171c7', 'db_id': 6544867, 'person_id': 6337073}"
Poster Session 1 T02,poster,Angular Momentum in Heavy-Ion Collisions via the Hadronic Transport Approach SMASH,"Sass, Nils",Goethe University Frankfurt,Unknown,"We investigate the angular momentum in heavy-ion collisions applying the hadronic transport approach SMASH. In contrast to geometrical models (e.g. a Glauber approach) our transport approach allows to access the full phase-space information of every particle at any time. The importance of understanding the non-equilibrium angular momentum transferred to the fireball and in turn the quark-gluon plasma (QGP) was highlighted by recent results of the STAR experiment at the Relativistic Heavy Ion Collider (RHIC). The spin polarization measurement of the $\Lambda$-hyperon  revealed a high angular momentum of the heavy ions and provided experimental evidence for vorticity in the QGP for the first time. Therefore, a systematic exploration of the angular momentum within a dynamic calculation for beam energies from $\sqrt{s}_{NN}= 2.41GeV$ to $\sqrt{s}_{NN}= 200GeV$ is a crucial step towards the full description of vorticity as a fundamental property of the QGP. Results for the angular momentum of Au-Au collisions as function of the impact parameter are presented and the influence of the initial Fermi momentum is studied. Moreover, it is shown that the angular momentum exhibits a distinct maximum for a specific impact parameter, independent of the beam energy. We show that the remaining angular momentum $L_r$ of the system grows with increasing system size in a range of $A=16$ $(^{16}_8O)$ to $A=208$ $(^{208}_{82}Pb)$ while we observe that for smaller beam energies a larger fraction of the initial angular momentum is transferred to $L_r$. The findings are important to guide future experimental programs and indicate where the largest transfer of angular momentum is expected.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nils', 'last_name': 'Sass', 'fullName': 'Sass, Nils', 'id': '6522403', 'affiliation': '', 'emailHash': 'c05b593fcf58b652c1e685f74848feba', 'db_id': 6522403, 'person_id': 6333384}"
Poster Session 2 T08 / T09,poster,Study of charmonium photoproduction in ultra-peripheral lead-lead collisions at LHCb,"Wang, Xiaolin",South China Normal University (CN),United States,"The LHCb detector is a single-arm forward spectrometer covering the pseudorapidity range 2 < 𝜂 < 5, designed for the study of particles containing bottom or charm quark. The study of exclusive vector meson photoproduction in ultra-peripheral lead-lead collisions is essential to understand physics at low Bjorken x. In particular, coherent J/ψ and ψ(2S) mesons are promising probes of nuclear shadowing due to their sensitivity to the nuclear parton distribution function of gluons. 
In this presentation, we report the measurements of the differential coherent cross section productions as a function of transverse momentum and rapidity separately for J/ψ and ψ(2S) mesons, as well as the ratio of coherent ψ(2S) to J/ψ differential cross sections as a function of rapidity. in ultra-peripheral PbPb collisions at a nucleon-nucleon centre-of-mass energy of 5.02TeV. The J/ψ and ψ(2S) mesons are reconstructed in the dimuon decay channel using a data sample collected by the LHCb experiment in 2018, corresponding to an integrated luminosity of 228±10𝜇𝑏^(−1). The comparisons with theoretical predictions are also presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaolin', 'last_name': 'Wang', 'fullName': 'Wang, Xiaolin', 'id': '6584865', 'affiliation': 'South China Normal University (CN)', 'emailHash': '0a59224cef47193ed51df47c0454884f', 'db_id': 6584865, 'person_id': 6513197}"
