Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
"Parallel Session T02: Chirality, vorticity and spin polarization",parallel,Search for the chiral effect using isobar collisions and BES-II data from STAR,"HU, YU",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'YU', 'last_name': 'HU', 'fullName': 'HU, YU', 'id': '6586447', 'affiliation': '', 'emailHash': '762baf0ad28ff36f0021b888de727d1b', 'db_id': 6586447, 'person_id': 6514707}"
Parallel Session T08: Strongly coupled systems,parallel,"The splitting of directed flow for identified light hadrons (\pi, K, and p) and strange baryons (\Xi and \Omega) in Au+Au and isobar collisions at STAR","Ikbal, Ashik",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ashik', 'last_name': 'Ikbal', 'fullName': 'Ikbal, Ashik', 'id': '6586443', 'affiliation': '', 'emailHash': '9163b2a3198d4515749f077a06b15143', 'db_id': 6586443, 'person_id': 6514703}"
"Parallel Session T02: Chirality, vorticity and spin polarization",parallel,Measurements of hyperon polarization in heavy-ion collisions at \sqrt{sNN} = 3 - 200 GeV with the STAR detector,"Adams, Joseph",Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joseph', 'last_name': 'Adams', 'fullName': 'Adams, Joseph', 'id': '6586442', 'affiliation': 'Ohio State University', 'emailHash': 'd26711c9426f017d59280a717a56a8e5', 'db_id': 6586442, 'person_id': 6514702}"
Parallel Session T05: QGP in small and medium systems,parallel,System size dependence of particle production and collectivity from the STAR experiment at RHIC,"Liu, Tong",Yale University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tong', 'last_name': 'Liu', 'fullName': 'Liu, Tong', 'id': '6586409', 'affiliation': 'Yale University', 'emailHash': '9af1db38f62eaf08244790ff2014b26e', 'db_id': 6586409, 'person_id': 6514678}"
Parallel Session T16: Light nuclei production,parallel,Recent Hypernuclei Measurements in the High Baryon Density Region with the STAR Experiment at RHIC,"Leung, Yue-Hang",Lawrence Berkeley National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yue-Hang', 'last_name': 'Leung', 'fullName': 'Leung, Yue-Hang', 'id': '6637303', 'affiliation': 'Lawrence Berkeley National Laboratory', 'emailHash': '9b6c7023cca1f5fe1d39d8bed3074255', 'db_id': 6637303, 'person_id': 6562907}"
Parallel Session T14: Hadron production and collective dynamics,parallel,Production yield and azimuthal anisotropy measurements of strange hadrons from BES at STAR,"Sahoo, Aswini Kumar","IISER,Berhampur",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aswini Kumar', 'last_name': 'Sahoo', 'fullName': 'Sahoo, Aswini Kumar', 'id': '6586387', 'affiliation': 'IISER,Berhampur', 'emailHash': 'ee106a1d9de6cc201a1079eba490c1d6', 'db_id': 6586387, 'person_id': 6514650}"
Parallel Session T07: Correlations and fluctuations,parallel,"Femtoscopy of Protons, Light Nuclei, and Strange hadrons in Au+Au Collisions at the STAR experiment","mi, ke",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'ke', 'last_name': 'mi', 'fullName': 'mi, ke', 'id': '6586386', 'affiliation': '', 'emailHash': 'a01121ee39d39d6fe839fbdd1662512e', 'db_id': 6586386, 'person_id': 6514649}"
Parallel Session T09: Ultra-peripheral collisions,parallel,Collision species and beam energy dependences of photon-induced lepton pair production at STAR,"Wang, Xiaofeng",Shandong University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaofeng', 'last_name': 'Wang', 'fullName': 'Wang, Xiaofeng', 'id': '6586372', 'affiliation': 'Shandong University', 'emailHash': '12ecd79bfef8d58dd6e4e9a52ec0910f', 'db_id': 6586372, 'person_id': 6514642}"
Parallel Session T16: Light nuclei production,parallel,Measurement of the hypertriton properties and production with ALICE,"Mazzaschi, Francesco",Universita e INFN Torino (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Francesco', 'last_name': 'Mazzaschi', 'fullName': 'Mazzaschi, Francesco', 'id': '6564229', 'affiliation': 'Universita e INFN Torino (IT)', 'emailHash': '2ab12150ee0daf6817f41a295b5fcd45', 'db_id': 6564229, 'person_id': 6493529}"
Parallel Session T08: Strongly coupled systems,parallel,Understanding the nature of f$_0$(980) via K$^+$K$^-$ correlation and production yield with ALICE,"Agrawal, Neelima","Universita e INFN, Bologna (IT)",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Neelima', 'last_name': 'Agrawal', 'fullName': 'Agrawal, Neelima', 'id': '6666716', 'affiliation': 'Universita e INFN, Bologna (IT)', 'emailHash': '261aba0db2f0844d37d637cc045e06fc', 'db_id': 6666716, 'person_id': 6342246}"
Parallel Session T03: QCD matter at finite temperature and density,parallel,Comprehensive study of multi-scale jet-medium interaction,"Tachibana, Yasuki",Akita International University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yasuki', 'last_name': 'Tachibana', 'fullName': 'Tachibana, Yasuki', 'id': '6689861', 'affiliation': 'Akita International University', 'emailHash': '9bb56824f35a7ec6d94d250280c790b8', 'db_id': 6689861, 'person_id': 6331947}"
"Parallel Session T04: Jets, high-pT hadrons, and medium response",parallel,Medium-enhanced $c\bar{c}$ radiation,"Innocenti, Gian Michele",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gian Michele', 'last_name': 'Innocenti', 'fullName': 'Innocenti, Gian Michele', 'id': '6508317', 'affiliation': 'CERN', 'emailHash': '9e1f87bbd9a9e4b049d6e7b6d67494a4', 'db_id': 6508317, 'person_id': 6334653}"
Parallel Session T09: Ultra-peripheral collisions,parallel,Observation of $\gamma+\gamma$->$\tau+\tau$ in Pb+Pb collisions and constraints on the $\tau$-lepton g-2 with the ATLAS detector,"Kremer, Jakub",Johannes Gutenberg Universitaet  Mainz (DE),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jakub', 'last_name': 'Kremer', 'fullName': 'Kremer, Jakub', 'id': '6671317', 'affiliation': 'Johannes Gutenberg Universitaet  Mainz (DE)', 'emailHash': 'a1d9a3d65306ce72c1cdf60d9f630eea', 'db_id': 6671317, 'person_id': 6593692}"
Parallel Session T14: Hadron production and collective dynamics,parallel,Fluctuations of conserved charges in strong magnetic fields,"Liu, Jun-Hong",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jun-Hong', 'last_name': 'Liu', 'fullName': 'Liu, Jun-Hong', 'id': '6671299', 'affiliation': 'Central China Normal University', 'emailHash': 'a5841e46739cfc871a63bd7e7cb120f7', 'db_id': 6671299, 'person_id': 6338624}"
Parallel Session T14: Hadron production and collective dynamics,parallel,Nuclear modification of hard scattering processes in small systems at PHENIX,"Ramasubramanian, Niveditha",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Niveditha', 'last_name': 'Ramasubramanian', 'fullName': 'Ramasubramanian, Niveditha', 'id': '6577015', 'affiliation': 'Stony Brook University', 'emailHash': '1a6fee759e01d9bf80a7495e93fcb014', 'db_id': 6577015, 'person_id': 6505640}"
Parallel Session T13: Electroweak probes,parallel,Low $p_T$ direct photon production at RHIC measured with PHENIX,"Esha, Roli","Center for Frontiers in Nuclear Science, Stony Brook University",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roli', 'last_name': 'Esha', 'fullName': 'Esha, Roli', 'id': '6577033', 'affiliation': 'Center for Frontiers in Nuclear Science, Stony Brook University', 'emailHash': '0b8c5cb68d87e9e2dfa215c3660e7ba4', 'db_id': 6577033, 'person_id': 6505647}"
"Parallel Session T04: Jets, high-pT hadrons, and medium response",parallel,Exploring jet modification via $\gamma$-hadron and $\pi^{0}$-hadron correlations in Au+Au collisions at PHENIX,"Connors, Megan",Georgia State University and RBRC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Megan', 'last_name': 'Connors', 'fullName': 'Connors, Megan', 'id': '6577043', 'affiliation': '', 'emailHash': '501412237225ab95c53290da921fcbc1', 'db_id': 6577043, 'person_id': 6505663}"
"Parallel Session T11: Heavy flavors, quarkonia, and strangeness production",parallel,$J/\psi$ Forward rapidity azimuthal anisotropy in Au+Au collisions and multiplicity dependence in $p$+$p$ and $p$+Au at $\sqrt{s_{NN}}$=200 GeV measured by the PHENIX Experiment,"Bichon, Luis",Vanderbilt University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luis', 'last_name': 'Bichon', 'fullName': 'Bichon, Luis', 'id': '6577057', 'affiliation': 'Vanderbilt University', 'emailHash': '923d1edbf7d08aa2740ca9a1d207c20b', 'db_id': 6577057, 'person_id': 6505675}"
Parallel Session T08: Strongly coupled systems,parallel,Charm and Bottom quark energy loss and flow measurements in Au+Au collisions by the PHENIX experiment,"Hachiya, Takashi",RIKEN,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takashi', 'last_name': 'Hachiya', 'fullName': 'Hachiya, Takashi', 'id': '6577051', 'affiliation': 'RIKEN', 'emailHash': 'f893d36849d3988a5cf874997bf21b91', 'db_id': 6577051, 'person_id': 6505670}"
Parallel Session T05: QGP in small and medium systems,parallel,J/$\psi$ and $\psi(2S)$ production in small systems with PHENIX,"Smith, Krista",Florida State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krista', 'last_name': 'Smith', 'fullName': 'Smith, Krista', 'id': '6577007', 'affiliation': 'Florida State University', 'emailHash': '643c5d144bf58c41110c816b32029164', 'db_id': 6577007, 'person_id': 6505635}"
Parallel Session T15: Future facilities and new instrumentation,parallel,The sPHENIX experiment at RHIC,"Go, Yeonju",University of Colorado Boulder (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yeonju', 'last_name': 'Go', 'fullName': 'Go, Yeonju', 'id': '6576943', 'affiliation': 'University of Colorado Boulder (US)', 'emailHash': '733954850ea550f91deb6269af9e4da5', 'db_id': 6576943, 'person_id': 6505601}"
"Parallel Session T04: Jets, high-pT hadrons, and medium response",parallel,Jet acoplanarity and energy flow within jets in Pb-Pb and pp collisions with ALICE,"Cruz Torres, Reynier",Lawrence Berkeley National Lab. (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Reynier', 'last_name': 'Cruz Torres', 'fullName': 'Cruz Torres, Reynier', 'id': '6573521', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': 'a2b8988b2a02c0c2253f635cd7fd86eb', 'db_id': 6573521, 'person_id': 6493810}"
Parallel Session T09: Ultra-peripheral collisions,parallel,$\rm{J/\psi}$ photoproduction results from ALICE,"Herman, Tomas",Czech Technical University  in Prague (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tomas', 'last_name': 'Herman', 'fullName': 'Herman, Tomas', 'id': '6573410', 'affiliation': 'Czech Technical University  in Prague (CZ)', 'emailHash': 'b901dc0bebba1532fc744d8ee9ba70c8', 'db_id': 6573410, 'person_id': 6494182}"
Parallel Session T15: Future facilities and new instrumentation,parallel,Future ALICE upgrades for Run 4 and beyond,"Scheid, Horst Sebastian",Goethe University Frankfurt (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Horst Sebastian', 'last_name': 'Scheid', 'fullName': 'Scheid, Horst Sebastian', 'id': '6564893', 'affiliation': 'Goethe University Frankfurt (DE)', 'emailHash': 'ca187f34481d2e484d081330dcafce31', 'db_id': 6564893, 'person_id': 6494186}"
Parallel Session T15: Future facilities and new instrumentation,parallel,ALICE upgrades and preparations for physics in Run 3,"Alkin, Anton",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anton', 'last_name': 'Alkin', 'fullName': 'Alkin, Anton', 'id': '6564888', 'affiliation': 'CERN', 'emailHash': 'e82d25ace87ee15d2d7a8a1fd55c8716', 'db_id': 6564888, 'person_id': 6488563}"
Parallel Session T16: Light nuclei production,parallel,New experimental observables to probe (anti)nucleosynthesis at the LHC with ALICE,"Kundu, Sourav",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sourav', 'last_name': 'Kundu', 'fullName': 'Kundu, Sourav', 'id': '6564255', 'affiliation': 'CERN', 'emailHash': '8a0c3579672d2541d64a4de01ae55ca0', 'db_id': 6564255, 'person_id': 6493560}"
"Parallel Session T04: Jets, high-pT hadrons, and medium response",parallel,Bayesian analysis of QGP jet transport using multi-scale modeling applied to inclusive hadron and reconstructed jet data,"Ehlers, Raymond",University of California Berkeley (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raymond', 'last_name': 'Ehlers', 'fullName': 'Ehlers, Raymond', 'id': '6705667', 'affiliation': 'University of California Berkeley (US)', 'emailHash': '74d5703256a0a2ac12ed83af54d47972', 'db_id': 6705667, 'person_id': 6335193}"
"Parallel Session T11: Heavy flavors, quarkonia, and strangeness production",parallel,Charmonium production in Pb–Pb collisions with ALICE,"Saetre, Jon-Are",University of Bergen (NO),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jon-Are', 'last_name': 'Saetre', 'fullName': 'Saetre, Jon-Are', 'id': '6564821', 'affiliation': 'University of Bergen (NO)', 'emailHash': 'faf4ff9b03309216a80638cc30926d32', 'db_id': 6564821, 'person_id': 6326881}"
Parallel Session T05: QGP in small and medium systems,parallel,Open and hidden heavy-ﬂavor production in small systems with ALICE,"Perrin, Sebastien",Université Paris-Saclay (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sebastien', 'last_name': 'Perrin', 'fullName': 'Perrin, Sebastien', 'id': '6564706', 'affiliation': 'Université Paris-Saclay (FR)', 'emailHash': '6d7e3af2c3680ff706b810d28c09e27b', 'db_id': 6564706, 'person_id': 6493997}"
Parallel Session T14: Hadron production and collective dynamics,parallel,Heavy-flavour production as a function of the event activity with ALICE,"Dello Stritto, Luigi","Universita e INFN, Salerno (IT)",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luigi', 'last_name': 'Dello Stritto', 'fullName': 'Dello Stritto, Luigi', 'id': '6564658', 'affiliation': 'Universita e INFN, Salerno (IT)', 'emailHash': 'f11ad4edde3bbbc401a1ddfc90e815c3', 'db_id': 6564658, 'person_id': 6493938}"
"Parallel Session T04: Jets, high-pT hadrons, and medium response",parallel,Measurements of the R-dependence of inclusive jet suppression and  groomed jet splittings in heavy-ion collisions with ALICE,"Bossi, Hannah",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hannah', 'last_name': 'Bossi', 'fullName': 'Bossi, Hannah', 'id': '6564592', 'affiliation': 'Yale University (US)', 'emailHash': 'e0f2e65f0d282750f348fad12ed183ef', 'db_id': 6564592, 'person_id': 6334865}"
Parallel Session T05: QGP in small and medium systems,parallel,Observation of partonic ﬂow in small collision systems with ALICE at the LHC,"Moravcova, Zuzana",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zuzana', 'last_name': 'Moravcova', 'fullName': 'Moravcova, Zuzana', 'id': '6564323', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': '87e44810b37fd709fefc65b8e83a6147', 'db_id': 6564323, 'person_id': 6336951}"
Parallel Session T14: Hadron production and collective dynamics,parallel,Latest results on resonance production from small to large systems with ALICE,"Lim, Bong-Hwi",Pusan National University (KR),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bong-Hwi', 'last_name': 'Lim', 'fullName': 'Lim, Bong-Hwi', 'id': '6564116', 'affiliation': 'Pusan National University (KR)', 'emailHash': '9a62ce98fe70456d6bff9fa893de2853', 'db_id': 6564116, 'person_id': 6493410}"
Parallel Session T14: Hadron production and collective dynamics,parallel,ALICE search for the collective origin of strangeness enhancement,"De Martin, Chiara",Universita e INFN Trieste (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chiara', 'last_name': 'De Martin', 'fullName': 'De Martin, Chiara', 'id': '6564092', 'affiliation': 'Universita e INFN Trieste (IT)', 'emailHash': 'b971075098ab96b78faa17367d924dd1', 'db_id': 6564092, 'person_id': 6326672}"
"Parallel Session T04: Jets, high-pT hadrons, and medium response",parallel,Gradient Jet Tomography in heavy-ion collisions,"He, Yayun",South China Normal University,China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yayun', 'last_name': 'He', 'fullName': 'He, Yayun', 'id': '6575186', 'affiliation': 'South China Normal University', 'emailHash': 'ae769eca7ad34e47f4222f46e2f46c64', 'db_id': 6575186, 'person_id': 6333181}"
"Parallel Session T11: Heavy flavors, quarkonia, and strangeness production",parallel,Evidence for top quark production in nucleus-nucleus collisions with the CMS experiment,"Alcerro Alcerro, Luis",The University of Kansas (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luis', 'last_name': 'Alcerro Alcerro', 'fullName': 'Alcerro Alcerro, Luis', 'id': '6568477', 'affiliation': 'The University of Kansas (US)', 'emailHash': '4a0c5a732b6c5791b75f3aa137a79651', 'db_id': 6568477, 'person_id': 6497972}"
Parallel Session T05: QGP in small and medium systems,parallel,Search for jet quenching in high-multiplicity pp collisions using inclusive and semi-inclusive jet production in ALICE,"Krizek, Filip",Czech Academy of Sciences (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Filip', 'last_name': 'Krizek', 'fullName': 'Krizek, Filip', 'id': '6564548', 'affiliation': 'Czech Academy of Sciences (CZ)', 'emailHash': '59779b305edf821ebf6c15602f913239', 'db_id': 6564548, 'person_id': 6323406}"
"Parallel Session T11: Heavy flavors, quarkonia, and strangeness production",parallel,New measurements in fixed-target collisions at LHCb,"Sun, Jiayin","Universita e INFN, Cagliari",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiayin', 'last_name': 'Sun', 'fullName': 'Sun, Jiayin', 'id': '6584789', 'affiliation': 'Universita e INFN, Cagliari', 'emailHash': 'd92122ddb053426167b500ee6a49edbb', 'db_id': 6584789, 'person_id': 6513114}"
"Parallel Session T11: Heavy flavors, quarkonia, and strangeness production",parallel,Heavy flavor production at LHCb,"Audurier, Benjamin",Centre national de la recherche scientifique,Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin', 'last_name': 'Audurier', 'fullName': 'Audurier, Benjamin', 'id': '6584731', 'affiliation': 'Centre national de la recherche scientifique', 'emailHash': '74481ad3d210626a5c8cac874bc5eccd', 'db_id': 6584731, 'person_id': 6513066}"
Parallel Session T15: Future facilities and new instrumentation,parallel,Commissioning runs of J-PARC E16 experiment performed in 2020-21,"Ichikawa, Masaya",Kyoto Univ.,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masaya', 'last_name': 'Ichikawa', 'fullName': 'Ichikawa, Masaya', 'id': '6554663', 'affiliation': 'Kyoto Univ.', 'emailHash': 'bfea8d4ad4054f88a6e3a9ec265b8c64', 'db_id': 6554663, 'person_id': 6338633}"
Parallel Session T05: QGP in small and medium systems,parallel,News on strangeness production from NA61/SHINE,"Lewicki, Maciej Piotr",Polish Academy of Sciences (PL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maciej Piotr', 'last_name': 'Lewicki', 'fullName': 'Lewicki, Maciej Piotr', 'id': '6550204', 'affiliation': 'Polish Academy of Sciences (PL)', 'emailHash': '81009f908862fdde204da60ea94cae66', 'db_id': 6550204, 'person_id': 6337717}"
Parallel Session T05: QGP in small and medium systems,parallel,Two-particle correlation in e+e- collisions at 91-209 GeV with archived ALEPH data,"Chen, Yi",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yi', 'last_name': 'Chen', 'fullName': 'Chen, Yi', 'id': '6550272', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '3284357439bf222dfeee4a1bbbd9609a', 'db_id': 6550272, 'person_id': 6335907}"
Parallel Session T15: Future facilities and new instrumentation,parallel,Status of the Compressed Baryonic Matter (CBM) Experiment at FAIR,"Agarwal, Kshitij",Eberhard Karls Universität Tübingen (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kshitij', 'last_name': 'Agarwal', 'fullName': 'Agarwal, Kshitij', 'id': '6546025', 'affiliation': 'Eberhard Karls Universität Tübingen (DE)', 'emailHash': '6746638caa3df96e2a6f350429922030', 'db_id': 6546025, 'person_id': 6337165}"
"Parallel Session T02: Chirality, vorticity and spin polarization",parallel,Investigating cold nuclear matter effects in charmonia and Drell-Yan processes at the fixed-target COMPASS experiment,"Khatun, Anisa","CEA, Paris-Saclay University",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anisa', 'last_name': 'Khatun', 'fullName': 'Khatun, Anisa', 'id': '6510782', 'affiliation': 'CEA, Paris-Saclay University', 'emailHash': '5e40002632fafe9fda665387b3ff5a0f', 'db_id': 6510782, 'person_id': 6335925}"
"Parallel Session T02: Chirality, vorticity and spin polarization",parallel,QGP smoke rings in relativistic p+A collisions,"Lisa, Michael",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Lisa', 'fullName': 'Lisa, Michael', 'id': '6508188', 'affiliation': '', 'emailHash': '228fd029a04d10651c5cf7a65efb1e57', 'db_id': 6508188, 'person_id': 6336104}"
"Parallel Session T02: Chirality, vorticity and spin polarization",parallel,Relativistic spin hydrodynamics with torsion and linear response theory for spin relaxation,"Hongo, Masaru",RIKEN,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masaru', 'last_name': 'Hongo', 'fullName': 'Hongo, Masaru', 'id': '6508228', 'affiliation': 'RIKEN', 'emailHash': 'aa999f61659d774f9dd4fdddbe633741', 'db_id': 6508228, 'person_id': 6342007}"
