Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
,poster,Characterizing the bulk properties of photonuclear collisions with ATLAS measurements of inclusive and strange particle production,"Das, Sruthy Jyothi",University of Illinois at Chicago (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sruthy Jyothi', 'last_name': 'Das', 'fullName': 'Das, Sruthy Jyothi', 'id': '9466094', 'affiliation': 'University of Illinois at Chicago (US)', 'emailHash': 'ecaffd5599b86ade76eb05794d372be7', 'db_id': 9466094, 'person_id': 9203640}"
Poster Session 2,poster,"Low-mass, low-momentum virtual photon measurements with HADES","Udrea, Iuliana-Carina",Technische Universität Darmstadt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iuliana-Carina', 'last_name': 'Udrea', 'fullName': 'Udrea, Iuliana-Carina', 'id': '9294000', 'affiliation': 'Technische Universität Darmstadt', 'emailHash': 'a741fc4742f4ea6865e81d5e3260d1a2', 'db_id': 9294000, 'person_id': 8909064}"
,poster,Luminosity determination in 2023 Pb+Pb collisions at $\sqrt{s_{NN}}=5.36$~TeV with the ATLAS detector,"Bhide, Kartik Deepak",University of Freiburg (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kartik Deepak', 'last_name': 'Bhide', 'fullName': 'Bhide, Kartik Deepak', 'id': '9455956', 'affiliation': 'University of Freiburg (DE)', 'emailHash': 'dc9d745428a0f77e74a91e1b8909fed0', 'db_id': 9455956, 'person_id': 9196047}"
,poster,"Constraining Neutron Star Equation of State with Hyperons, Dark Matter, and Quark Deconfinement","Shahrbaf, Mahboubeh",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mahboubeh', 'last_name': 'Shahrbaf', 'fullName': 'Shahrbaf, Mahboubeh', 'id': '9455133', 'affiliation': '', 'emailHash': '6e07a7591539e8d6080eea9433e3361c', 'db_id': 9455133, 'person_id': 9195236}"
,poster,LHC as a Photon Collider for Probing the Standard Model in Heavy Ion Collisions with ATLAS,"Stanek-Maslouska, Weronika",Deutsches Elektronen-Synchrotron (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Weronika', 'last_name': 'Stanek-Maslouska', 'fullName': 'Stanek-Maslouska, Weronika', 'id': '9454643', 'affiliation': 'Deutsches Elektronen-Synchrotron (DE)', 'emailHash': '2104b2417a115df8ab8297459d39b0b5', 'db_id': 9454643, 'person_id': 9194763}"
,poster,Firewall boundaries for rotating quark matter in the linear sigma model,"Morales Tejera, Sergio",West University of Timisoara,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sergio', 'last_name': 'Morales Tejera', 'fullName': 'Morales Tejera, Sergio', 'id': '9447178', 'affiliation': 'West University of Timisoara', 'emailHash': '0ad8fa28fc50b97ae872d6ac8a0f44b3', 'db_id': 9447178, 'person_id': 8894722}"
,poster,Bulk physics in small systems at LHCb,"Lian, Zhengchen",Tsinghua University (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhengchen', 'last_name': 'Lian', 'fullName': 'Lian, Zhengchen', 'id': '9444165', 'affiliation': 'Tsinghua University (CN)', 'emailHash': '5c12ddd10de6d283c6ce57c645e69a1f', 'db_id': 9444165, 'person_id': 9185116}"
,poster,A nuclei identification and production programme at LHCb,"Mariani, Saverio",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Saverio', 'last_name': 'Mariani', 'fullName': 'Mariani, Saverio', 'id': '9444162', 'affiliation': 'CERN', 'emailHash': 'aed0307bd0bd1d8d079bb621e38241a3', 'db_id': 9444162, 'person_id': 9140861}"
,poster,KK invariant mass-spectrum in UPC PbPb collisions at LHCb,"Smith, Krista Lizbeth",Pusan National University (ROK),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krista Lizbeth', 'last_name': 'Smith', 'fullName': 'Smith, Krista Lizbeth', 'id': '9444160', 'affiliation': 'Pusan National University (ROK)', 'emailHash': '547b58aeaed3b5647bcddce28c6967b1', 'db_id': 9444160, 'person_id': 9140858}"
,poster,"$\pi^{\pm}, \ \rm{K^{\pm},}$ p$(\bar{p})$  production measurements with Au+Au Collisions from  $\sqrt{s_{_{\rm{NN}}}} = 3.2 - 27$ GeV  with STAR","Labonte, Mathias","University of California, Davis",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mathias', 'last_name': 'Labonte', 'fullName': 'Labonte, Mathias', 'id': '9440930', 'affiliation': '', 'emailHash': 'ff00119d4f45030473ac9e7c78e2a0c6', 'db_id': 9440930, 'person_id': 9182360}"
,poster,Measurement of a caloric curve and chiral symmetry restoration with the NA60+ experiment at the CERN SPS,"Usai, Gianluca","Universita e INFN, Cagliari (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gianluca', 'last_name': 'Usai', 'fullName': 'Usai, Gianluca', 'id': '9433690', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': '241ca76612b9689badf72eb36c50c626', 'db_id': 9433690, 'person_id': 8939615}"
,poster,Study of Medium Response to Low- to High-Momentum Partons in Heavy Ion Collisions,"Rebello Teles, Patricia",Brazilian Center for Physics Research - CBPF (BR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patricia', 'last_name': 'Rebello Teles', 'fullName': 'Rebello Teles, Patricia', 'id': '9430115', 'affiliation': 'Brazilian Center for Physics Research - CBPF (BR)', 'emailHash': '1c0d8ab91a2499ace0d6a6b8708fa5eb', 'db_id': 9430115, 'person_id': 9171937}"
,poster,Application of monolithic CMOS pixel sensors to a probe for radioguided surgery,"Terrevoli, Cristina","Universita e INFN, Bari (IT)",United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cristina', 'last_name': 'Terrevoli', 'fullName': 'Terrevoli, Cristina', 'id': '9422635', 'affiliation': 'Universita e INFN, Bari (IT)', 'emailHash': 'd73b9fbc5d6ab794e2111564fe857bea', 'db_id': 9422635, 'person_id': 9165174}"
,poster,Azimuthal anisotropy measurements of heavy flavor probes at large rapidities at RHIC energies measured by the PHENIX experiment,"Velkovska, Julia",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Julia', 'last_name': 'Velkovska', 'fullName': 'Velkovska, Julia', 'id': '9422602', 'affiliation': 'Vanderbilt University (US)', 'emailHash': '6f8dcac38932897c936ddb727c7bce6f', 'db_id': 9422602, 'person_id': 9165142}"
,poster,PHENIX results on identified hadron spectra in small and large systems,"Mitrankova, Mariia",Stony Brook University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mariia', 'last_name': 'Mitrankova', 'fullName': 'Mitrankova, Mariia', 'id': '9422600', 'affiliation': '', 'emailHash': '4df4aed8941b585aad62b367d9fcc153', 'db_id': 9422600, 'person_id': 9165136}"
,poster,Probing the QCD Phase Structure with Elliptic Flow in Au+Au Collisions at $\sqrt{s_{NN}}$ = 3.0-19.6 GeV at RHIC,"Wang, Guoping",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guoping', 'last_name': 'Wang', 'fullName': 'Wang, Guoping', 'id': '9294030', 'affiliation': '', 'emailHash': 'a9a4ac3f6bd80280d2f079d07fcb5864', 'db_id': 9294030, 'person_id': 8934089}"
,poster,(Anti-)Proton and Light Nuclei Production in 3 GeV Au+Au Collisions from RHIC-STAR,"Zhu, Chenghao",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chenghao', 'last_name': 'Zhu', 'fullName': 'Zhu, Chenghao', 'id': '9361521', 'affiliation': '', 'emailHash': '1e21f45a73084fadce1848b6991d3d78', 'db_id': 9361521, 'person_id': 8935479}"
,poster,Exclusive $\Upsilon$(1S) and $J/\psi$ photoproduction in Ultraperipheral pPb Collisions at 8.16 TeV with the CMS experiment,"Singh, Man",Indian Institute of Technology Madras (IN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Man', 'last_name': 'Singh', 'fullName': 'Singh, Man', 'id': '9412538', 'affiliation': 'Indian Institute of Technology Madras (IN)', 'emailHash': '9d914229b8eaf880d8d5fb00cc74fe7d', 'db_id': 9412538, 'person_id': 9155632}"
,poster,Measuring flow harmonics up to order 12 and multiparticle correlations in PbPb collisions with the CMS experiment,"Tuo, Shengquan",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shengquan', 'last_name': 'Tuo', 'fullName': 'Tuo, Shengquan', 'id': '9412537', 'affiliation': 'Vanderbilt University (US)', 'emailHash': 'a0e6de96706d08721cb3f4ef2d6d30e6', 'db_id': 9412537, 'person_id': 9155627}"
,poster,Light hypernuclei production in small collision systems with ALICE,"Reetz, Carolina Anna",Heidelberg University (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carolina Anna', 'last_name': 'Reetz', 'fullName': 'Reetz, Carolina Anna', 'id': '9406009', 'affiliation': 'Heidelberg University (DE)', 'emailHash': 'e20aa0cef13129ac78e2cf377966f40a', 'db_id': 9406009, 'person_id': 9149669}"
,poster,sPHENIX Novel Jet Background Subtraction and Full Detector Simulation Using Self-Supervised Generative AI Models,"Go, Yeonju",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yeonju', 'last_name': 'Go', 'fullName': 'Go, Yeonju', 'id': '9396422', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': '733954850ea550f91deb6269af9e4da5', 'db_id': 9396422, 'person_id': 9140465}"
,poster,New results in central exclusive production at LHCb,"Da Silva, Cesar Luiz",Los Alamos National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cesar Luiz', 'last_name': 'Da Silva', 'fullName': 'Da Silva, Cesar Luiz', 'id': '9396956', 'affiliation': 'Los Alamos National Laboratory (US)', 'emailHash': '5a81535046477886b3377b5c36c537b5', 'db_id': 9396956, 'person_id': 9140966}"
,poster,Unraveling fragmentation using jet substructure at LHCb,"Ramirez Garcia, Manuel",University of Michigan (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Manuel', 'last_name': 'Ramirez Garcia', 'fullName': 'Ramirez Garcia, Manuel', 'id': '9396951', 'affiliation': 'University of Michigan (US)', 'emailHash': '6214e5917df2a1260f4566e5dd68cf73', 'db_id': 9396951, 'person_id': 9140960}"
,poster,Hadronization studies using heavy-flavour jets at LHCb,"Lesser, Ezra",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ezra', 'last_name': 'Lesser', 'fullName': 'Lesser, Ezra', 'id': '9396940', 'affiliation': 'CERN', 'emailHash': 'd9e506ca85227c37972300c2eefeb9af', 'db_id': 9396940, 'person_id': 9140854}"
,poster,Charm hadronization with LHCb fixed-target,"Authier, Juliette","Laboratoire Leprince-Ringuet, CNRS (FR)",France,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Juliette', 'last_name': 'Authier', 'fullName': 'Authier, Juliette', 'id': '9396932', 'affiliation': 'Laboratoire Leprince-Ringuet, CNRS (FR)', 'emailHash': 'db67b6f87d253e92dc2ec03611bb2515', 'db_id': 9396932, 'person_id': 9140943}"
,poster,Hadronization studies at LHCb,"Luo, Yiheng",Peking University (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yiheng', 'last_name': 'Luo', 'fullName': 'Luo, Yiheng', 'id': '9396895', 'affiliation': 'Peking University (CN)', 'emailHash': '1f64403ed7c5a80d51e23529a8e9d92a', 'db_id': 9396895, 'person_id': 9140908}"
,poster,Operations and prospects for fixed-target data-taking with LHCb,"De Angelis, Camilla","Universita e INFN, Cagliari (IT)",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Camilla', 'last_name': 'De Angelis', 'fullName': 'De Angelis, Camilla', 'id': '9396850', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': '5deebf491dbcf9fd8902e18ec40d5516', 'db_id': 9396850, 'person_id': 9140842}"
,poster,sPHENIX track reconstruction in streaming-readout data,"Stewart, David",Wayne State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Stewart', 'fullName': 'Stewart, David', 'id': '9396409', 'affiliation': 'Wayne State University', 'emailHash': '499b2291d1b8b27da17b6e99c03ede69', 'db_id': 9396409, 'person_id': 9140443}"
,poster,sPHENIX commissioning with proton and nuclear beams,"Bathe, Stefan",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Stefan', 'last_name': 'Bathe', 'fullName': 'Bathe, Stefan', 'id': '9395763', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': 'fb2fcf06f68e13011a16d8f2b1475add', 'db_id': 9395763, 'person_id': 9140234}"
,poster,sPHENIX measurement of the first full calorimeter jet spectrum in p+p collisions at RHIC,"Narde, Apurva",University of Illinois Urbana-Champaign,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Apurva', 'last_name': 'Narde', 'fullName': 'Narde, Apurva', 'id': '9395756', 'affiliation': 'University of Illinois Urbana-Champaign', 'emailHash': '3f42b3bb2c40eb271cd42a0ab5c06b7b', 'db_id': 9395756, 'person_id': 9140229}"
,poster,Measurement of thermal radiations in Au+Au collisions at 200 GeV by PHENIX,"Guo, Tongzhou",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tongzhou', 'last_name': 'Guo', 'fullName': 'Guo, Tongzhou', 'id': '9395543', 'affiliation': 'Stony Brook University', 'emailHash': 'b23d4aeae7a1984517e0e2ccb832e55c', 'db_id': 9395543, 'person_id': 9139978}"
,poster,Measurement of charm production cross-section in p+p collisions at 200 GeV by PHENIX,"Drees, Axel",Stony Brook University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Axel', 'last_name': 'Drees', 'fullName': 'Drees, Axel', 'id': '9395535', 'affiliation': '', 'emailHash': 'c37408438f63cc57fcdb78d1b0074558', 'db_id': 9395535, 'person_id': 9139970}"
,poster,Fraction of B-meson decays in $J/\psi$ yields at $\sqrt{s}=200$ GeV measured by the PHENIX detector,"Nouicer, Rachid",BNL,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rachid', 'last_name': 'Nouicer', 'fullName': 'Nouicer, Rachid', 'id': '9395504', 'affiliation': '', 'emailHash': '3040e318e850403fd595cce07706c471', 'db_id': 9395504, 'person_id': 9139942}"
,poster,Multiplicity dependence of $J/\psi$ and $\psi$(2S) charmonium states in $p+p$ collisions at $\sqrt{s}=$200 GeV measured by the PHENIX collaboration,"Liu, Ming Xiong",Los Alamos National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ming Xiong', 'last_name': 'Liu', 'fullName': 'Liu, Ming Xiong', 'id': '9395463', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': '80ce58c4982cb6cd47474aab23635102', 'db_id': 9395463, 'person_id': 8937648}"
,poster,L\'{e}vy-stable two-pion Bose-Einstein correlations in PHENIX,"Nagy, Marton",Eotvos Lorand University (HU),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marton', 'last_name': 'Nagy', 'fullName': 'Nagy, Marton', 'id': '9395447', 'affiliation': 'Eotvos Lorand University (HU)', 'emailHash': 'caca7ab970a1230acd02d2b4032c1aa3', 'db_id': 9395447, 'person_id': 9139880}"
,poster,Strangeness production in γ-Pb collisions as a new probe of cold nuclear matter effects with ALICE,"Nepeivoda, Roman",Lund University (SE),SE,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roman', 'last_name': 'Nepeivoda', 'fullName': 'Nepeivoda, Roman', 'id': '9385709', 'affiliation': 'Lund University (SE)', 'emailHash': '3d207ad55482c1202b35b1157667d282', 'db_id': 9385709, 'person_id': 9129483}"
,poster,Particle production in inelastic photonuclear interactions in ultra-peripheral Pb–Pb collisions with ALICE,"Dudi, Sandeep",National Institute of Science  Education and Research (NISER) (IN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sandeep', 'last_name': 'Dudi', 'fullName': 'Dudi, Sandeep', 'id': '9385683', 'affiliation': 'National Institute of Science  Education and Research (NISER) (IN)', 'emailHash': '33f17bb30e889716aeff65da7cd27f11', 'db_id': 9385683, 'person_id': 9129458}"
,poster,First measurement of the double-differential cross section of coherent J/ψ photoproduction to probe gluons in nuclei with ALICE,"Krupova, Diana",Czech Technical University  in Prague (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Diana', 'last_name': 'Krupova', 'fullName': 'Krupova, Diana', 'id': '9385680', 'affiliation': 'Czech Technical University  in Prague (CZ)', 'emailHash': '8b42bae70c94512787fa88ad4770ebd2', 'db_id': 9385680, 'person_id': 9129456}"
,poster,Direct photon production and correlation at low $p_{\rm T}$ in Pb--Pb collisions with ALICE,"Sas, Mike",Nikhef National institute  for subatomic physics (NL),Netherlands,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mike', 'last_name': 'Sas', 'fullName': 'Sas, Mike', 'id': '9385678', 'affiliation': 'Nikhef National institute  for subatomic physics (NL)', 'emailHash': '981f787a435e5c09106b8225c495d3ca', 'db_id': 9385678, 'person_id': 9129455}"
,poster,Light neutral meson production at the LHC energies with ALICE,"Marin, Ana",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ana', 'last_name': 'Marin', 'fullName': 'Marin, Ana', 'id': '9385676', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '506d58ec66f828efb3ae7110dbd7e950', 'db_id': 9385676, 'person_id': 9129453}"
,poster,Bottomonia production and polarization in pp collisions with ALICE,"Lu, Pengzhong",University of Science and  Technology of China (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pengzhong', 'last_name': 'Lu', 'fullName': 'Lu, Pengzhong', 'id': '9385672', 'affiliation': 'University of Science and  Technology of China (CN)', 'emailHash': '21f2bdffadc812fd39567ad07424b55e', 'db_id': 9385672, 'person_id': 9129452}"
,poster,Charmonium production in jets and as a function of multiplicity with ALICE,"Arsene, Ionut Cristian",University of Oslo (NO),NO,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ionut Cristian', 'last_name': 'Arsene', 'fullName': 'Arsene, Ionut Cristian', 'id': '9385654', 'affiliation': 'University of Oslo (NO)', 'emailHash': '4cfe2348bf904704c9be2a4be39b90cb', 'db_id': 9385654, 'person_id': 9129433}"
,poster,Quarkonium production in pp collisions at $\sqrt{s}$ = 13.6 TeV with ALICE,"Quaglia, Luca",INFN Torino (IT),Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luca', 'last_name': 'Quaglia', 'fullName': 'Quaglia, Luca', 'id': '9385652', 'affiliation': 'INFN Torino (IT)', 'emailHash': 'd78bec32bb38e16bf2bb2484143c3bbb', 'db_id': 9385652, 'person_id': 9129432}"
,poster,Associated production of quarkonia and open heavy-flavour hadrons in pp collisions with ALICE,"Diab, Batoul",Université Paris-Saclay (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Batoul', 'last_name': 'Diab', 'fullName': 'Diab, Batoul', 'id': '9385650', 'affiliation': 'Université Paris-Saclay (FR)', 'emailHash': 'dd39e5e1ab7e57cb1cd0d1bc8e1d2388', 'db_id': 9385650, 'person_id': 9129431}"
,poster,Investigating the role of strangeness in charm hadronisation with strange charm-meson production in pp collisions with ALICE,"Aglietta, Luca",Universita e INFN Torino (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luca', 'last_name': 'Aglietta', 'fullName': 'Aglietta, Luca', 'id': '9385648', 'affiliation': 'Universita e INFN Torino (IT)', 'emailHash': 'f909b7140f42377e97a00eaea9213c34', 'db_id': 9385648, 'person_id': 9129430}"
,poster,Investigating charm-hadron fragmentation with azimuthal correlation distributions of charm hadron and charged particles in pp collisions with ALICE,"Zhang, Zhen",Central China Normal University  CCNU (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhen', 'last_name': 'Zhang', 'fullName': 'Zhang, Zhen', 'id': '9385647', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': '5ebe2e8ba9f397fa9122ec4c0d19fedb', 'db_id': 9385647, 'person_id': 9129429}"
,poster,Unveiling the scale of the emergence of non-universal behaviour in the fragmentation into heavy-flavour baryons with ALICE,"Kucera, Vit",Inha University (KR),KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vit', 'last_name': 'Kucera', 'fullName': 'Kucera, Vit', 'id': '9385645', 'affiliation': 'Inha University (KR)', 'emailHash': '80f82dc95e543108b938c801816394df', 'db_id': 9385645, 'person_id': 8932018}"
