Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Parallel session 27,parallel,Charmonium production measurements from small to large systems at LHCb,"De Angelis, Camilla","Universita e INFN, Cagliari (IT)",Unknown,"Modifications of quarkonia production in hadronic collisions provide an important experimental observable to probe the heavy quark interaction with the nuclear medium. The excited ψ(2S) state, with a relatively low binding energy, is especially sensitive to these effects. In thiscontribution, we will present a new LHCb result on ψ(2s)/J/ψ production in PbPb collisions, along with progress on new measurements with Run 3 data.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Camilla', 'last_name': 'De Angelis', 'fullName': 'De Angelis, Camilla', 'id': '9396803', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': '5deebf491dbcf9fd8902e18ec40d5516', 'db_id': 9396803, 'person_id': 9140842}"
,poster,Probing initial state effects in nuclear collisions via dijet and spectator neutron measurements with the ATLAS detector,"Hu, Qipeng",University of Science and Technology of China (CN),China,"The measurement of dijets in proton-lead collisions at the LHC provides unique possibilities for investigating both nuclear and nucleon initial state effects as a function of parton scattering kinematics. In particular, color fluctuation effects can significantly alter the average interaction strength of the proton, biasing the number of nucleon-nucleon interactions with the Pb nucleus and, therefore, the event activity. Both event activity and break-up neutrons, detected by Zero Degree Calorimeters, are common estimators used to assess the geometry of the p+Pb collision. This talk presents recent results obtained through the analysis of dijet events in $\sqrt{s_{\mathrm{NN}}} = 8.16$ TeV $p$+Pb data collected by ATLAS in 2016. ATLAS has measured the sensitivity of both forward transverse energy and zero-degree spectator neutron energy to changes in the Bjorken-$x$ of the parton extracted from the proton ($x_p$) in the hard-scattering. Both these estimators exhibit a systematic negative bias in events characterized by a high $x_p$, although the spectator neutron energy is found to be much less sensitive to these selections than the forward transverse energy. By measuring geometry estimators in well-separated regions of rapidity, this result can provide complementary constraints for color fluctuation modeling. Furthermore, the spectator neutron energy is a novel observable that is influenced by the number of wounded nucleons and the dynamics of nuclear evaporation.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qipeng', 'last_name': 'Hu', 'fullName': 'Hu, Qipeng', 'id': '9524347', 'affiliation': 'University of Science and Technology of China (CN)', 'emailHash': '9af0ff76e7af9ee0a48a24b84d41f2ec', 'db_id': 9524347, 'person_id': 8922021}"
,poster,New Constraints on the Existence of Massive Monopoles in Ultra-Peripheral Heavy Ion Collisions with ATLAS,"Shemyakin, Dmitry",Weizmann Institute of Science (IL),IL,"In ultraperipheral Pb+Pb collisions, intense electromagnetic fields enable the generation of magnetic monopole pairs via the Schwinger mechanism. Due to their high ionization and unique trajectories in a solenoidal magnetic field,  monopoles are expected to leave a large number of clusters in the innermost ATLAS pixel detector without associated reconstructed charged-particle tracks or calorimeter activity. This talk presents a search for monopole-pair production in ultraperipheral Pb+Pb collisions in the monopole mass range of 20–150 GeV, based on 5.36 TeV data recorded in 2023. The results are compared with a recently developed semiclassical model that includes non-perturbative cross section calculations -- as well as with a recent search limits obtained by the MoEDAL Collaboration using complementary techniques.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dmitry', 'last_name': 'Shemyakin', 'fullName': 'Shemyakin, Dmitry', 'id': '9524339', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': '277841d351e51c62b02fde58664de25a', 'db_id': 9524339, 'person_id': 9256187}"
,poster,Measurement of jet radius dependence of dijet momentum balance in Pb+Pb collisions with ATLAS,"Novotny, Patrik",Weizmann Institute of Science (IL),IL,"This poster presents measurements of the di-jet momentum balance in heavy-ion collisions, focusing on anti-$k_t$ jets with varying radii ($R=$ 0.2, 0.3, 0.4, 0.5, and 0.6) using the ATLAS detector at the LHC. The analysis uses 1.72 $\mathrm{nb}^{-1}$ of Pb+Pb data collected in 2018 and 260 $\mathrm{pb}^{-1}$ of $pp$ data collected in 2017, both at a center-of-mass energy of $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV. Results are provided for both per-yield and absolute-yield normalizations, with di-jet pair nuclear modification factors reported as functions of the transverse momenta of both leading and sub-leading jets. These measurements reveal insights into how jet energy loss and medium response vary with jet size, contributing to the understanding of parton-medium interactions and jet quenching mechanisms in the quark-gluon plasma.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patrik', 'last_name': 'Novotny', 'fullName': 'Novotny, Patrik', 'id': '9524338', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': '83d771abf7171326ec846fee4b77d163', 'db_id': 9524338, 'person_id': 9256185}"
Early Career Researcher Day,other,B: Question from the box/Discussion (Lecture hall H2),Unknown,Unknown,Unknown,,
Early Career Researcher Day,other,"B: Detector concepts, road to particle detection (Lecture hall H2)","Gasik, Piotr",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Piotr', 'last_name': 'Gasik', 'fullName': 'Gasik, Piotr', 'id': '9417264', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '5d624ba954b856fee294ef39316fe12f', 'db_id': 9417264, 'person_id': 9160002}"
Early Career Researcher Day,other,General discussion of remaining questions (Lecture hall H1),Unknown,Unknown,Unknown,,
Early Career Researcher Day,other,Question from the box/Discussion (Lecture hall H1),Unknown,Unknown,Unknown,,
Early Career Researcher Day,other,High density QCD/Phase diagram (Lecture hall H1),"Vovchenko, Volodymyr",University of Houston,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Volodymyr', 'last_name': 'Vovchenko', 'fullName': 'Vovchenko, Volodymyr', 'id': '9417334', 'affiliation': 'University of Houston', 'emailHash': 'aac727a4ed7f29c5f8821cc339003226', 'db_id': 9417334, 'person_id': 8877848}"
Early Career Researcher Day,other,Questions from the box/Discussion (Lecture hall H1),Unknown,Unknown,Unknown,,
Early Career Researcher Day,other,Heavy flavor (Lecture hall H1),"Averbeck, Ralf",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ralf', 'last_name': 'Averbeck', 'fullName': 'Averbeck, Ralf', 'id': '9417333', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': 'e12286cc0dd40a2d655d7162a8d393d3', 'db_id': 9417333, 'person_id': 9160041}"
Early Career Researcher Day,other,Jets (Lecture hall H1),"Andres, Carlota",MIT,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carlota', 'last_name': 'Andres', 'fullName': 'Andres, Carlota', 'id': '9417329', 'affiliation': 'MIT', 'emailHash': 'df49632b5ba902b453a88745754c7eef', 'db_id': 9417329, 'person_id': 8884463}"
Early Career Researcher Day,other,Question from the box/Discussion (Lecture hall H1),Unknown,Unknown,Unknown,,
Early Career Researcher Day,other,Polarization/Vorticity (Lecture hall H1),"Shen, Diyu",Unknown,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Diyu', 'last_name': 'Shen', 'fullName': 'Shen, Diyu', 'id': '9417300', 'affiliation': '', 'emailHash': 'e9b7932f4418ba2457e21e0bef6a7494', 'db_id': 9417300, 'person_id': 9160023}"
Early Career Researcher Day,other,Dynamical evolution/collective dynamics (Lecture hall H1),"Kanakubo, Yuuka",RIKEN iTHEMS / Lawrence Berkeley National Laboratory,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuuka', 'last_name': 'Kanakubo', 'fullName': 'Kanakubo, Yuuka', 'id': '9417268', 'affiliation': 'RIKEN iTHEMS / Lawrence Berkeley National Laboratory', 'emailHash': '9ca43bca80fce86fc21862f15fa2fe3e', 'db_id': 9417268, 'person_id': 8891034}"
Early Career Researcher Day,other,A: Questions from the box/Discussion (Lecture hall H1),Unknown,Unknown,Unknown,,
Early Career Researcher Day,other,A: Theory for heavy ions and how to compare to data (Lecture hall H1),"Van Der Schee, Wilke",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wilke', 'last_name': 'Van Der Schee', 'fullName': 'Van Der Schee, Wilke', 'id': '9417261', 'affiliation': 'CERN', 'emailHash': 'ac9ef8d18cffa0dd05c90d0070af15d6', 'db_id': 9417261, 'person_id': 8932581}"
Plenary session 4: Heavy flavor & quarkonia,plenary,EPJ featured talk: Theory of open heavy-flavor as probes for deconfinement,"Plumari, Salvatore",University of Catania (Italy),Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Salvatore', 'last_name': 'Plumari', 'fullName': 'Plumari, Salvatore', 'id': '9362497', 'affiliation': '', 'emailHash': 'db6be0e750f84ecc3619602fcf6b22d2', 'db_id': 9362497, 'person_id': 8929258}"
Parallel session 29,parallel,Deciphering (anti)hypertriton spin from its global polarization in heavy-ion collisions,"Sun, KaiJia","Institute of Modern Physics, Fudan University, Shanghai, China",Unknown,"Understanding the properties of hypernuclei is crucial for constraining the nature of hyperon-nucleon ($Y\text{-}N$) interactions, which plays a key role in determining the inner structure of compact stars. The lightest (anti-)hypernuclei are the hypertriton ($^3_\Lambda\text{H}$), which consists  of a pair of nucleons and  a $\Lambda$ hyperon, and its anti-nucleus (${^3_{\bar{\Lambda}}}\overline{\rm H}$).  Significant knowledge has recently been acquired regarding the mass, lifetime, and binding energy of $^3_\Lambda\text{H}$. However, its exact spin, whether $\frac{1}{2}$ or  $\frac{3}{2}$, remains undetermined in both experimental and theoretical studies. Here, we present a novel method of using the hypertriton global polarization in heavy-ion collisions to decipher not only  its total spin but also its internal spin  structure.  This method is based on the finding that  its three different  spin structures  exhibit distinct beam energy dependence of its global polarization when it is produced in these collisions from the coalescence of proton, neutron and $\Lambda$. Future observations of the (anti-)hypertriton global polarization thus provide the opportunity to unveil the spin structure of (anti-)hypertriton and its production mechanism in heavy-ion collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'KaiJia', 'last_name': 'Sun', 'fullName': 'Sun, KaiJia', 'id': '9289007', 'affiliation': 'Institute of Modern Physics, Fudan University, Shanghai, China', 'emailHash': '2e132dd95185baf2c04021a64d830f8b', 'db_id': 9289007, 'person_id': 8881904}"
Parallel session 23,parallel,Production of nuclei and hypernuclei in relativistic ion collisions,"Botvina, Alexander","ITP, University of Frankfurt am Main",Unknown,"Production of nuclei and hypernuclei in relativistic ion collisions. 

A. Botvina and M. Bleicher. 

Institute for Theoretical Physics, J. W. Goethe University, 
D-60438 Frankfurt am Main, Germany. 


We investigate the formation of light nuclei and hypernuclei in the 
rapidly expanding nuclear matter after relativistic nucleus-nucleus 
collisions. The primary hadronization phase including the strangeness 
production is described with UrQMD model. It is demonstrated that the 
nucleation process can be explained within the statistical approach by 
applying the local equilibrium concept. We subdivide the expanding 
nuclear system into several parts (clusters) consisting of nucleons and 
hyperons which are close in the phase space. The production of nuclei 
takes place inside these clusters, and it can be described as their 
statistical decay in the coexistence region of the nuclear phase 
transition. The local chemical equilibrium concept explain consistently 
many experimental data which was not possible with the statistical 
models under assumption of global chemical equilibrium [1,2]. This model 
was also successfully applied to describe experimental data on both 
normal nuclei and strange hypernuclei production in the GSI and RHIC-BES 
energy range [3,4]. We predict the production of double hypernuclei up 
to $^4_{\Lambda \Lambda}$H and further intermediate mass nuclei up to 
$^8$Be for Au+Au central collisions at $\sqrt{s_{NN}}$=3 GeV, recently 
explored by the STAR experiments [4]. The production of charmed nuclei 
is discussed too. These new nuclei can be identified by the measurement 
of the correlated particles. 

[1] A. S. Botvina, N. Buyukcizmeci and M. Bleicher, 
Phys. Rev. C {\bf 103}, 064602 (2021). 

[2] A. S. Botvina, N. Buyukcizmeci and M. Bleicher, 
Phys. Rev. C {\bf 106}, 014607 (2022). 

[3] N. Buyukcizmeci, T. Reichert, A.S. Botvina, and M. Bleicher, 
Phys. Rev. C {\bf 108}, 054904 (2023). 

[4] N. Buyukcizmeci, T. Reichert, A.S. Botvina, and M. Bleicher, 
arXiv: 2410.17449 (2024).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Botvina', 'fullName': 'Botvina, Alexander', 'id': '9289005', 'affiliation': 'ITP, University of Frankfurt am Main', 'emailHash': '0bc4e05e7fddf1a0e7bc5a8373c35b30', 'db_id': 9289005, 'person_id': 8937351}"
Parallel session 35,parallel,"The antiproton puzzle, QCD critical point, and fireball properties in heavy-ion collisions","Vovchenko, Volodymyr",University of Houston,Unknown,"We contrast the behavior of ordinary and factorial cumulants of proton number and point out that the latter has numerous advantages over the former, in particular with regards to the critical point search in heavy-ion collisions. The new RHIC BES-II data on factorial cumulants of protons is analyzed, indicating clear deviation of two- and three-particle proton correlations from the non-critical baseline at collision energies below 10 GeV. Multiple scenarios for this deviation are explored, including the possibility of critical fluctuations and the implications for the QCD phase diagram.

We also illustrate that the acceptance dependence of the appropriately scaled factorial cumulants, $\hat{C}_n/(\hat{C}_1)^n$, is flat if all correlations are driven by long-range correlations only, making it a clean probe of short-range correlations. Furthermore, global baryon conservation and volume fluctuations predict identical $\hat C_2/(\hat C_1)^2$ of proton and antiprotons at given collision energy. However, the analysis of RHIC BES-I data reveals a remarkably strong splitting between scaled factorial cumulants of protons and antiprotons, which is at odds with the expectation based on a single-fluid hydrodynamics picture. We argue that such a splitting indicates incomplete equilibration between stopped and produced matter, which can be further probed with upcoming high-statistics data from RHIC BES-II with extended acceptance coverage.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Volodymyr', 'last_name': 'Vovchenko', 'fullName': 'Vovchenko, Volodymyr', 'id': '9288828', 'affiliation': 'University of Houston', 'emailHash': 'aac727a4ed7f29c5f8821cc339003226', 'db_id': 9288828, 'person_id': 8877848}"
Parallel session 35,parallel,First order transition region of an equation of state for QCD with a critical point,"Karthein, Jamie",MIT,USA,"In addition to signals for the critical point, evidence for a first order phase transition would indicate a nontrivial structure within the QCD phase diagram. Moreover, while not a direct measurement of the critical point, the presence of a first order transition would imply its existence. This motivates the need to understand signatures of this first order transition in addition to directly studying the effect of a critical point. To this effect, we map the mean-field Ising model equation of state onto the QCD phase diagram, and reconstruct the full coexistence region in the case of a first order phase transition [1]. Beyond the coexistence line, we maintain access to the spinodal region in the phase diagram, thus providing a description of metastable and unstable phases of matter. Thus, we describe the super-heated hadronic phase and the super-cooled quark-gluon plasma, which is useful for hydrodynamic simulations of the fireball created in a heavy-ion collision at low collision energy, where a first order phase transition is expected. We discuss the features of the pressure and other thermodynamic observables as functions of temperature and baryonic chemical potential, in particular their behavior in the coexistence region. Finally, we compare our equation of state to 3D Ising model ones available in the literature.

1. J.M. Karthein, V. Koch, C. Ratti, arXiv:2409.13961, PRD (under review)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jamie', 'last_name': 'Karthein', 'fullName': 'Karthein, Jamie', 'id': '9288801', 'affiliation': 'MIT', 'emailHash': 'd2ad016d0464a6ade7e63e1d8433a210', 'db_id': 9288801, 'person_id': 8896477}"
