Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Parallel session 35,parallel,"The antiproton puzzle, QCD critical point, and fireball properties in heavy-ion collisions","Vovchenko, Volodymyr",University of Houston,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Volodymyr', 'last_name': 'Vovchenko', 'fullName': 'Vovchenko, Volodymyr', 'id': '9288828', 'affiliation': 'University of Houston', 'emailHash': 'aac727a4ed7f29c5f8821cc339003226', 'db_id': 9288828, 'person_id': 8877848}"
Parallel session 35,parallel,First order transition region of an equation of state for QCD with a critical point,"Karthein, Jamie",MIT,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jamie', 'last_name': 'Karthein', 'fullName': 'Karthein, Jamie', 'id': '9288801', 'affiliation': 'MIT', 'emailHash': 'd2ad016d0464a6ade7e63e1d8433a210', 'db_id': 9288801, 'person_id': 8896477}"
Parallel session 30,parallel,QCD phase structure at finite isospin chemical potential and smaller-than-physical quark mass,"Chelnokov, Volodymyr",Goethe Universität,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Volodymyr', 'last_name': 'Chelnokov', 'fullName': 'Chelnokov, Volodymyr', 'id': '9288933', 'affiliation': 'Goethe Universität', 'emailHash': '834141d6e16125250f35449a5536a388', 'db_id': 9288933, 'person_id': 8937046}"
Parallel session 30,parallel,QCD deconfinement transition line up to $\mu_B=400$~MeV from finite volume lattice simulations,"Wong, Chik Him",University of WUppertal,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chik Him', 'last_name': 'Wong', 'fullName': 'Wong, Chik Him', 'id': '9288883', 'affiliation': '', 'emailHash': 'd3c04f035dad75ceb3d151ad7dbb65c2', 'db_id': 9288883, 'person_id': 8931986}"
Parallel session 24,parallel,Universal critical dynamics near the chiral phase transition and the QCD critical point,"Ye, Yunxin",Jena University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yunxin', 'last_name': 'Ye', 'fullName': 'Ye, Yunxin', 'id': '9288980', 'affiliation': '', 'emailHash': 'e54934278d7643ddc7aa42d26d37984b', 'db_id': 9288980, 'person_id': 8915708}"
Parallel session 24,parallel,Stochastic Hydrodynamics and the Density Frame,"Bhambure, Jay",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jay', 'last_name': 'Bhambure', 'fullName': 'Bhambure, Jay', 'id': '9288959', 'affiliation': 'Stony Brook University', 'emailHash': 'a720168fabe4c8f109d6246c6a272f2b', 'db_id': 9288959, 'person_id': 8937657}"
Parallel session 24,parallel,Machine learning approach to QCD kinetic theory,"Barrera Cabodevila, Sergio",Instituto Galego de Física de Altas Enerxías - Universidade de Santiago de Compostela,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sergio', 'last_name': 'Barrera Cabodevila', 'fullName': 'Barrera Cabodevila, Sergio', 'id': '9288947', 'affiliation': 'Instituto Galego de Física de Altas Enerxías - Universidade de Santiago de Compostela', 'emailHash': 'f3f7f0b8c09aaa95ab12b346f67cc85a', 'db_id': 9288947, 'person_id': 8937413}"
Parallel session 24,parallel,Nonlinear dynamics of jet quenching,"Mehtar-Tani, Yacine",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yacine', 'last_name': 'Mehtar-Tani', 'fullName': 'Mehtar-Tani, Yacine', 'id': '9288922', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'ccfab5687e96802d8cffe3401603ec08', 'db_id': 9288922, 'person_id': 8931671}"
Parallel session 24,parallel,A new effective theory for stochastic relativistic hydrodynamics,"Mullins, Nicki",Illinois Urbana Champaign,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nicki', 'last_name': 'Mullins', 'fullName': 'Mullins, Nicki', 'id': '9288894', 'affiliation': '', 'emailHash': '88780631a669ddeff33b8a7c411e3fce', 'db_id': 9288894, 'person_id': 8932467}"
Parallel session 24,parallel,Finite density lattice QCD without extrapolations,"Pirelli, Ludovica",Bergische Universität Wuppertal,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ludovica', 'last_name': 'Pirelli', 'fullName': 'Pirelli, Ludovica', 'id': '9288880', 'affiliation': 'Bergische Universität Wuppertal', 'emailHash': '7e4705d5183a3a3ccec0034235fbd64b', 'db_id': 9288880, 'person_id': 8931989}"
Parallel session 24,parallel,Limit cycle of hydrodynamic attractor in ultracold quantum gases,"Mazeliauskas, Aleksas",Heidelberg University (DE),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aleksas', 'last_name': 'Mazeliauskas', 'fullName': 'Mazeliauskas, Aleksas', 'id': '9288856', 'affiliation': 'Heidelberg University (DE)', 'emailHash': 'c061863400c26076300099b4a921011d', 'db_id': 9288856, 'person_id': 8928503}"
Parallel session 34,parallel,Nuclear suppression in diffractive vector meson production within the color glass condensate framework,"Roch, Hendrik",Wayne State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hendrik', 'last_name': 'Roch', 'fullName': 'Roch, Hendrik', 'id': '9288761', 'affiliation': 'Wayne State University', 'emailHash': 'f593f74c2eabed78c4569be7d834bb29', 'db_id': 9288761, 'person_id': 8890824}"
Parallel session 34,parallel,Hard probes in ultraperipheral collisions at LHCb,"Smith, Krista Lizbeth",Pusan National University (ROK),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krista Lizbeth', 'last_name': 'Smith', 'fullName': 'Smith, Krista Lizbeth', 'id': '9396821', 'affiliation': 'Pusan National University (ROK)', 'emailHash': '547b58aeaed3b5647bcddce28c6967b1', 'db_id': 9396821, 'person_id': 9140858}"
Parallel session 34,parallel,Photon-induced  $J/\psi$ production and polarization effects in isobar collisions at STAR,"Wang, Kaiyang ",University of Science and Technology of China,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kaiyang ', 'last_name': 'Wang', 'fullName': 'Wang, Kaiyang ', 'id': '9414311', 'affiliation': 'University of Science and Technology of China', 'emailHash': '997512d2036553388039f08bf4c62c7b', 'db_id': 9414311, 'person_id': 9157257}"
Parallel session 34,parallel,First energy-dependent measurement of incoherent J/Psi photoproduction in PbPb UPCs at 5.02 TeV at CMS,"Huang, Xiao",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiao', 'last_name': 'Huang', 'fullName': 'Huang, Xiao', 'id': '9381768', 'affiliation': 'Rice University (US)', 'emailHash': '6670a1eb1b3c558e499be0e176a6bfa5', 'db_id': 9381768, 'person_id': 9125567}"
Parallel session 34,parallel,Constraining nuclear PDFs at low-x with the first measurements of the D0 production in ultraperipheral heavy ion collisions with CMS,"Chen, Yu-Chen (Janice)",Massachusetts Institute of Technology,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yu-Chen (Janice)', 'last_name': 'Chen', 'fullName': 'Chen, Yu-Chen (Janice)', 'id': '9381769', 'affiliation': 'Massachusetts Institute of Technology', 'emailHash': 'b38c86e92b7a267ec2682c2293a1f78e', 'db_id': 9381769, 'person_id': 8853308}"
Parallel session 15,parallel,Neutron emission from the photon-induced reactions in UPC of heavy ions - impact of new ALICE data,"Kłusek-Gawenda, Mariola",IFJ PAS,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mariola', 'last_name': 'Kłusek-Gawenda', 'fullName': 'Kłusek-Gawenda, Mariola', 'id': '9288724', 'affiliation': 'IFJ PAS', 'emailHash': '6e72816b93543988e51600d96b90fd64', 'db_id': 9288724, 'person_id': 8886155}"
Parallel session 15,parallel,"Measurement of dijet production, strange particle production, and bulk properties in photonuclear collisions with ATLAS","Gilbert, Benjamin Jacob",Lawrence Livermore Nat. Laboratory (US),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin Jacob', 'last_name': 'Gilbert', 'fullName': 'Gilbert, Benjamin Jacob', 'id': '9459337', 'affiliation': 'Lawrence Livermore Nat. Laboratory (US)', 'emailHash': '0bd89537020059e564b15d056a1b4706', 'db_id': 9459337, 'person_id': 9199310}"
Parallel session 15,parallel,Measurements of $J/\psi$ and impact of coincident photon induced processes in ultra-peripheral Pb+Pb collisions at $\sqrt{s_\mathrm{NN}}=5.36$ TeV with the ATLAS detector,"Dyndal, Mateusz",AGH University of Krakow,Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mateusz', 'last_name': 'Dyndal', 'fullName': 'Dyndal, Mateusz', 'id': '9459343', 'affiliation': 'AGH University of Krakow', 'emailHash': '26965c74929e2abb851a3cb87997ad51', 'db_id': 9459343, 'person_id': 9199315}"
Parallel session 15,parallel,New probes of nuclear gluon dynamics through photoproduction of charm in inelastic ultra-peripheral Pb–Pb collisions with ALICE,"Nese, Sigurd",University of Oslo (NO),NO,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sigurd', 'last_name': 'Nese', 'fullName': 'Nese, Sigurd', 'id': '9385611', 'affiliation': 'University of Oslo (NO)', 'emailHash': '4ef4bf62153f48dcc5f3cd37bba4bdfb', 'db_id': 9385611, 'person_id': 9129411}"
Parallel session 22,parallel,Imaging event-by-event nuclear shapes in relativistic nuclear collisions,"Shen, Chun",Wayne State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun', 'last_name': 'Shen', 'fullName': 'Shen, Chun', 'id': '9288772', 'affiliation': 'Wayne State University', 'emailHash': '9f353b749e354daeb5bee1672a7bbb6f', 'db_id': 9288772, 'person_id': 8858158}"
Parallel session 22,parallel,A new perspective on nuclear SIDIS and Drell-Yan data from dynamical TMD effects analysis,"Ke, Weiyao",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Weiyao', 'last_name': 'Ke', 'fullName': 'Ke, Weiyao', 'id': '9288853', 'affiliation': 'Central China Normal University', 'emailHash': 'a7afed8de21ea4d11ea11b8e0296e571', 'db_id': 9288853, 'person_id': 8860826}"
Parallel session 22,parallel,Effects of sub-nucleonic fluctuations on the longitudinal structure of heavy-ion collisions,"Garcia Montero, Oscar Jesús",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Oscar Jesús', 'last_name': 'Garcia Montero', 'fullName': 'Garcia Montero, Oscar Jesús', 'id': '9288858', 'affiliation': '', 'emailHash': 'ff2d08ade59941a09862dc3658c2287a', 'db_id': 9288858, 'person_id': 8928269}"
Parallel session 22,parallel,A global analysis of the shapes of Xe-129 and Pb-208 at the Large Hadron Collider,"Van Der Schee, Wilke",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wilke', 'last_name': 'Van Der Schee', 'fullName': 'Van Der Schee, Wilke', 'id': '9288898', 'affiliation': 'CERN', 'emailHash': 'ac9ef8d18cffa0dd05c90d0070af15d6', 'db_id': 9288898, 'person_id': 8932581}"
Parallel session 22,parallel,Imaging shapes of atomic nuclei in high-energy nuclear collisions at STAR experiment,"Zhang, Chunjian",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chunjian', 'last_name': 'Zhang', 'fullName': 'Zhang, Chunjian', 'id': '9414308', 'affiliation': 'Fudan University', 'emailHash': 'd4ef536f79c8bb305dc5bafcab81112e', 'db_id': 9414308, 'person_id': 8841429}"
Parallel session 22,parallel,Multiparticle Cumulants up to 8th Order to Constrain the Initial State in Xe-Xe and Pb-Pb Collisions in the CMS Experiment,"Dattamunsi, Aryaa",Indian Institute of Technology Madras (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aryaa', 'last_name': 'Dattamunsi', 'fullName': 'Dattamunsi, Aryaa', 'id': '9381762', 'affiliation': 'Indian Institute of Technology Madras (IN)', 'emailHash': '1b51ab06cd300fbc789fa255d62462f9', 'db_id': 9381762, 'person_id': 9125564}"
Parallel session 22,parallel,New constraints on nPDFs using dijets in pPb collisions at 8.16 TeV with CMS,"Nigmatkulov, Grigory",University of Illinois Chicago,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Grigory', 'last_name': 'Nigmatkulov', 'fullName': 'Nigmatkulov, Grigory', 'id': '9381763', 'affiliation': 'University of Illinois Chicago', 'emailHash': '00400f1255cd8c62faf1ca8036cf6516', 'db_id': 9381763, 'person_id': 8930522}"
Parallel session 4,parallel,Perturbative high-energy evolution in the IP-Glasma initial state,"Mäntysaari, Heikki",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heikki', 'last_name': 'Mäntysaari', 'fullName': 'Mäntysaari, Heikki', 'id': '9288639', 'affiliation': 'University of Jyväskylä', 'emailHash': '11f34cb7be7218304a0703cfacd6e2ba', 'db_id': 9288639, 'person_id': 8845351}"
Parallel session 4,parallel,The (3+1)D structure of the dilute Glasma,"Schmidt, Kayran",TU Wien,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kayran', 'last_name': 'Schmidt', 'fullName': 'Schmidt, Kayran', 'id': '9288680', 'affiliation': '', 'emailHash': '27fb9971030d277816a994cd55695703', 'db_id': 9288680, 'person_id': 8879300}"
Parallel session 4,parallel,Pre-hydrodynamic jet momentum broadening beyond the jet quenching parameter,"Lindenbauer, Florian",TU Wien,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Florian', 'last_name': 'Lindenbauer', 'fullName': 'Lindenbauer, Florian', 'id': '9288701', 'affiliation': 'TU Wien', 'emailHash': '6f56c18325322a7029f9290f37c89bd4', 'db_id': 9288701, 'person_id': 8882881}"
Parallel session 4,parallel,Monte Carlo EKRT event generator for initializing 3+1 D fluid dynamics in high energy nuclear collisions,"Niemi, Harri",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Harri', 'last_name': 'Niemi', 'fullName': 'Niemi, Harri', 'id': '9288770', 'affiliation': 'University of Jyväskylä', 'emailHash': '37027143c5efa41d188ba3fdcd297830', 'db_id': 9288770, 'person_id': 8891033}"
Parallel session 4,parallel,Top-quark pair production in $p$+Pb collisions in the ATLAS experiment,"Grabowska-Bold, Iwona",AGH University of Krakow (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iwona', 'last_name': 'Grabowska-Bold', 'fullName': 'Grabowska-Bold, Iwona', 'id': '9459440', 'affiliation': 'AGH University of Krakow (PL)', 'emailHash': 'd6c60f560a8c55f131facda14403a8e7', 'db_id': 9459440, 'person_id': 9199413}"
Parallel session 4,parallel,Experimental discovery of the nuclear shape phase transition and nuclear structure on ultrashort timescales at the LHC with ALICE,"Nielsen, Emil Gorm",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Emil Gorm', 'last_name': 'Nielsen', 'fullName': 'Nielsen, Emil Gorm', 'id': '9385564', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': 'fc2e08404ae7bc0e0f07fc1c4e83ad6e', 'db_id': 9385564, 'person_id': 8939071}"
Parallel session 4,parallel,Studies of nucleon structure at LHCb,"Corredoira Fernandez, Imanol",Université Paris-Saclay (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Imanol', 'last_name': 'Corredoira Fernandez', 'fullName': 'Corredoira Fernandez, Imanol', 'id': '9396812', 'affiliation': 'Université Paris-Saclay (FR)', 'emailHash': '3b4ee47dd1cf518add4b88e6ac122169', 'db_id': 9396812, 'person_id': 9140848}"
Parallel session 32,parallel,The Fluctuating Boltzmann Equation and Short-Range Charge Correlations in Relativistic Heavy-Ion Collisions,"Yan, Li",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yan', 'fullName': 'Yan, Li', 'id': '9288962', 'affiliation': 'Fudan University', 'emailHash': '6f94a4bd39033706560336169e68697a', 'db_id': 9288962, 'person_id': 8864417}"
Parallel session 32,parallel,Tilted emitting source in the heavy-ion collisions,"Lisa, Michael",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Lisa', 'fullName': 'Lisa, Michael', 'id': '9288965', 'affiliation': '', 'emailHash': '228fd029a04d10651c5cf7a65efb1e57', 'db_id': 9288965, 'person_id': 8923857}"
Parallel session 32,parallel,"Measurements of Light Nuclei ($d$, $t$, $^{3}He$) and $\Lambda$ correlation in Au+Au collisions at $\sqrt{s_{{NN}}}=$ 3 GeV from STAR","Jiang, Xialei",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xialei', 'last_name': 'Jiang', 'fullName': 'Jiang, Xialei', 'id': '9414306', 'affiliation': 'Central China Normal University', 'emailHash': 'c9cded3a97913710c2b31acabb4b299f', 'db_id': 9414306, 'person_id': 8940210}"
Parallel session 32,parallel,Residual 3rd-body Coulomb Effect on Identical Charged Pion Correlations in Au+Au Collisions at STAR,"Luong, Vinh",Joint Institute for Nuclear Research,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vinh', 'last_name': 'Luong', 'fullName': 'Luong, Vinh', 'id': '9414305', 'affiliation': 'Joint Institute for Nuclear Research', 'emailHash': 'bdd005a4ae65b46a6414259440f86b31', 'db_id': 9414305, 'person_id': 8930519}"
Parallel session 32,parallel,Recent femtoscopy and polarization studies with the CMS experiment,"Maietto Silverio, Isabela",UNESP - Universidade Estadual  Paulista (BR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Isabela', 'last_name': 'Maietto Silverio', 'fullName': 'Maietto Silverio, Isabela', 'id': '9381674', 'affiliation': 'UNESP - Universidade Estadual  Paulista (BR)', 'emailHash': '3ac58f0033f6f757a04097c5d52d3678', 'db_id': 9381674, 'person_id': 9125474}"
Parallel session 21,parallel,Charge fluctuations at LHC with local charge conservation as a signature of QGP,"Parra, Jonathan",University of Houston,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jonathan', 'last_name': 'Parra', 'fullName': 'Parra, Jonathan', 'id': '9288720', 'affiliation': 'University of Houston', 'emailHash': None, 'db_id': 9288720, 'person_id': 8885689}"
Parallel session 21,parallel,Hadron resonance gas is bad model for hadronic matter in strong magnetic field,"Huovinen, Pasi",University of Wroclaw,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pasi', 'last_name': 'Huovinen', 'fullName': 'Huovinen, Pasi', 'id': '9288923', 'affiliation': 'University of Wroclaw', 'emailHash': 'fc29e32e080df7366245612372b54d50', 'db_id': 9288923, 'person_id': 8937043}"
Parallel session 21,parallel,Strong forces in three-baryon systems with ALICE Run 3 data,"Šerkšnytė, Laura",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Laura', 'last_name': 'Šerkšnytė', 'fullName': 'Šerkšnytė, Laura', 'id': '9385568', 'affiliation': 'CERN', 'emailHash': '5c796baeb3de18b3281f6dbad5b16bc4', 'db_id': 9385568, 'person_id': 9129389}"
Parallel session 21,parallel,Probing the strong interaction with femtoscopy measurements between charm hadrons and charged particles with ALICE,"Zhang, Biao",Heidelberg university(DE),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Biao', 'last_name': 'Zhang', 'fullName': 'Zhang, Biao', 'id': '9385594', 'affiliation': 'Heidelberg university(DE)', 'emailHash': '8c90ffe68d2b2b2314c0f0b50b245564', 'db_id': 9385594, 'person_id': 9129400}"
Parallel session 21,parallel,Cumulants of the multiplicity distributions of identified particles measured in heavy-ion collisions by HADES,"Nabroth, Marvin",Goethe University Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marvin', 'last_name': 'Nabroth', 'fullName': 'Nabroth, Marvin', 'id': '9359310', 'affiliation': '', 'emailHash': '6b278a35a86ed4cf2f32a51be0f89717', 'db_id': 9359310, 'person_id': 8928646}"
Parallel session 21,parallel,Search for the Strange Dibaryons with Baryon Correlations in Isobar Collisions at STAR,"Zhang, Kehao",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kehao', 'last_name': 'Zhang', 'fullName': 'Zhang, Kehao', 'id': '9414354', 'affiliation': '', 'emailHash': '2902a0bac7033906437bc120af554908', 'db_id': 9414354, 'person_id': 9157286}"
Parallel session 17,parallel,Microscopic study of non-Gaussian particle number fluctuations near the critical point,"Kuznietsov, Volodymyr",University of Houston,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Volodymyr', 'last_name': 'Kuznietsov', 'fullName': 'Kuznietsov, Volodymyr', 'id': '9288672', 'affiliation': '', 'emailHash': '308150208e17ecbf9d7eac147d4d554d', 'db_id': 9288672, 'person_id': 8877849}"
Parallel session 17,parallel,NA61/SHINE results on multiplicity and net-charge fluctuations at CERN SPS energies,"Mackowiak-Pawlowska, Maja",Warsaw University of Technology (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maja', 'last_name': 'Mackowiak-Pawlowska', 'fullName': 'Mackowiak-Pawlowska, Maja', 'id': '9293006', 'affiliation': 'Warsaw University of Technology (PL)', 'emailHash': '772c642b364ed807831174cfd0719eca', 'db_id': 9293006, 'person_id': 8890254}"
Parallel session 17,parallel,Probing initial state and medium evolution using momentum fluctuations in ATLAS,"Bhatta, Somadutta",Stony Brook University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Somadutta', 'last_name': 'Bhatta', 'fullName': 'Bhatta, Somadutta', 'id': '9459429', 'affiliation': 'Stony Brook University (US)', 'emailHash': '3f48a935c036f20fc74d145d39711304', 'db_id': 9459429, 'person_id': 8841426}"
