Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Plenary,plenary,Theoretical developments in thermal field theory,"Sasaki, Chihiro",FIAS & Uni of Wroclaw,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chihiro', 'last_name': 'Sasaki', 'fullName': 'Sasaki, Chihiro', 'id': '1729263', 'affiliation': '', 'emailHash': 'ef99b6e38316080ee41533f0cb5c12d9', 'db_id': 1729263, 'person_id': 1868280}"
Plenary,plenary,AdS CFT for the early stages of heavy ion collisions,"Janik, Romuald",Jagiellonian University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Romuald', 'last_name': 'Janik', 'fullName': 'Janik, Romuald', 'id': '1729264', 'affiliation': '', 'emailHash': 'b2a886c94863b5e4ee49eca28eb85391', 'db_id': 1729264, 'person_id': 1867775}"
Plenary,plenary,Phenomenology of photon and di-lepton production in relativistic nuclear collisions,"Bratkovskaya, Elena",FIAS,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Elena', 'last_name': 'Bratkovskaya', 'fullName': 'Bratkovskaya, Elena', 'id': '1729265', 'affiliation': 'FIAS', 'emailHash': '0c1fb2bece75f36ec743388eca2635d6', 'db_id': 1729265, 'person_id': 1867840}"
Plenary,plenary,Low and intermediate mass di-lepton production in high energy nuclear collisions,"Ruan, Lijuan",Brookhaven National Laboratory,United States,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lijuan', 'last_name': 'Ruan', 'fullName': 'Ruan, Lijuan', 'id': '1729266', 'affiliation': '', 'emailHash': '666f23b9ac920f729cc11ac3e10c7024', 'db_id': 1729266, 'person_id': 1868281}"
Plenary,plenary,Correlations and fluctuations in high energy nuclear collisions,"Jia, Jiangyong",State University of New York (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiangyong', 'last_name': 'Jia', 'fullName': 'Jia, Jiangyong', 'id': '1729267', 'affiliation': 'State University of New York (US)', 'emailHash': '3d951a186ae4e1d5ce26f3dd3683cd17', 'db_id': 1729267, 'person_id': 1867463}"
Plenary,plenary,Theoretical aspects of photon production in high energy nuclear collisions,"Ghiglieri, Jacopo",Technische Universitaet Muenchen,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jacopo', 'last_name': 'Ghiglieri', 'fullName': 'Ghiglieri, Jacopo', 'id': '1729268', 'affiliation': 'Technische Universitaet Muenchen', 'emailHash': 'ccc27be5bb7586c816ac923563cdaf85', 'db_id': 1729268, 'person_id': 1868282}"
Plenary,plenary,Joint EPJ A and EPJ C lecture: The physics program of FAIR,"Chattopadhyay, Subhasis",Department of Atomic Energy (IN),India,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Subhasis', 'last_name': 'Chattopadhyay', 'fullName': 'Chattopadhyay, Subhasis', 'id': '1729269', 'affiliation': 'Department of Atomic Energy (IN)', 'emailHash': '78a7a96a5484ed34f87e92b79de3954d', 'db_id': 1729269, 'person_id': 1868283}"
Plenary,plenary,Collective dynamics in relativistic nuclear collisions,"Niemi, Harri",University of Jyväskylä,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Harri', 'last_name': 'Niemi', 'fullName': 'Niemi, Harri', 'id': '1729270', 'affiliation': 'University of Jyväskylä', 'emailHash': '37027143c5efa41d188ba3fdcd297830', 'db_id': 1729270, 'person_id': 1867625}"
Plenary,plenary,New theoretical developments for the physics of strongly coupled systems,"Wiese, Uwe-Jens",Universität Bern,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Uwe-Jens', 'last_name': 'Wiese', 'fullName': 'Wiese, Uwe-Jens', 'id': '1729275', 'affiliation': 'Universität Bern', 'emailHash': '1253bd167b0cf113e4c28ce88cb06d84', 'db_id': 1729275, 'person_id': 1868286}"
Plenary,plenary,Baryonic matter and beyond,"Fukushima, Kenji",Keio University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kenji', 'last_name': 'Fukushima', 'fullName': 'Fukushima, Kenji', 'id': '1729627', 'affiliation': 'Keio University', 'emailHash': '76a5499aab9318ac08e7f586dc047ef1', 'db_id': 1729627, 'person_id': 1868472}"
Plenary,plenary,Dynamics of heavy flavor quarks in high energy nuclear collisions,"Beraudo, Andrea",Universidade de Santiago de Compostela (ES),Italy,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Beraudo', 'fullName': 'Beraudo, Andrea', 'id': '1729642', 'affiliation': 'Universidade de Santiago de Compostela (ES)', 'emailHash': 'f1d93e73b9c9f38bb74d350c8072aeaf', 'db_id': 1729642, 'person_id': 1867489}"
Plenary,plenary,Recent results on open heavy flavor observables in relativistic nuclear collisions,"Kweon, Min Jung",Inha University (KR),KR,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Min Jung', 'last_name': 'Kweon', 'fullName': 'Kweon, Min Jung', 'id': '1729643', 'affiliation': 'Inha University (KR)', 'emailHash': 'a3a97eb7693c298f978e7643932fb49d', 'db_id': 1729643, 'person_id': 1867513}"
Plenary,plenary,New physics opportunities at high baryon density,"Schmah, Alexander",Lawrence Berkeley National Lab,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Schmah', 'fullName': 'Schmah, Alexander', 'id': '1729644', 'affiliation': 'Lawrence Berkeley National Lab', 'emailHash': '3fd915fb761c1738e6daa036af0ca05a', 'db_id': 1729644, 'person_id': 1868478}"
Plenary,plenary,Experimental results and phenomenology of quarkonium production in relativistic nuclear collisions,"Andronic, Anton",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anton', 'last_name': 'Andronic', 'fullName': 'Andronic, Anton', 'id': '1729645', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': 'a03fbab9e863b6dbced1d4ac63acb644', 'db_id': 1729645, 'person_id': 1868479}"
Plenary,plenary,Hadron yields and the phase diagram of strongly interacting matter,"Floris, Michele",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michele', 'last_name': 'Floris', 'fullName': 'Floris, Michele', 'id': '1729646', 'affiliation': 'CERN', 'emailHash': '7f14819573003fee7a660207016e3e0c', 'db_id': 1729646, 'person_id': 1868480}"
Plenary,plenary,Equation of state and phase diagram of strongly interacting matter,"Pawlowski, Jan M.",University of Heidelberg,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan M.', 'last_name': 'Pawlowski', 'fullName': 'Pawlowski, Jan M.', 'id': '1729647', 'affiliation': 'University of Heidelberg', 'emailHash': '20bd3aab895fda8586e97d5e03aa0f3f', 'db_id': 1729647, 'person_id': 1867939}"
Plenary,plenary,A unified description of the reaction dynamics from pp to pA to AA collisions,"WERNER, Klaus",subatech,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Klaus', 'last_name': 'WERNER', 'fullName': 'WERNER, Klaus', 'id': '1729648', 'affiliation': 'subatech', 'emailHash': 'e8345e8a97d45b6d372cf621890bb92b', 'db_id': 1729648, 'person_id': 1868299}"
Plenary,plenary,Fluctuations and the QCD phase diagram,"Kitazawa, Masakiyo",Osaka University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masakiyo', 'last_name': 'Kitazawa', 'fullName': 'Kitazawa, Masakiyo', 'id': '1729649', 'affiliation': 'Osaka University', 'emailHash': 'bfcd60095a48238fcb8fb24764b8c260', 'db_id': 1729649, 'person_id': 1867692}"
Plenary,plenary,Experimental results on jets in ultra-relativistic nuclear collisions,"Lee, Yen-Jie",Massachusetts Inst. of Technology (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yen-Jie', 'last_name': 'Lee', 'fullName': 'Lee, Yen-Jie', 'id': '1729650', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '8037f2f5eb66457d78bbe8b4f5515d4d', 'db_id': 1729650, 'person_id': 1868482}"
Plenary,plenary,Theory of jet quenching in ultra-relativistic nuclear collisions,"Qin, Guang-You",Central China Normal University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guang-You', 'last_name': 'Qin', 'fullName': 'Qin, Guang-You', 'id': '1729651', 'affiliation': 'Central China Normal University', 'emailHash': 'b77167f5003dd6c4fa8ec33458288bf1', 'db_id': 1729651, 'person_id': 1867564}"
