Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Parallel Session - QCD at finite temperature I,parallel,Mesonic Condensation under a Global Rotation,"Hou, Defu",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Defu', 'last_name': 'Hou', 'fullName': 'Hou, Defu', 'id': '4556947', 'affiliation': 'Central China Normal University', 'emailHash': '8ee83f957e8b7b939426ff465f1b44c8', 'db_id': 4556947, 'person_id': 4579358}"
Parallel Session -  Small systems I,parallel,Recent quarkonium measurements in small systems with the ALICE detector at the LHC,"Ghosh, Jhuma","Saha Institute of Nuclear Physics (IN), HBNI",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jhuma', 'last_name': 'Ghosh', 'fullName': 'Ghosh, Jhuma', 'id': '4596133', 'affiliation': 'Saha Institute of Nuclear Physics (IN), HBNI', 'emailHash': 'daa286914c30ccf15d38bcedf86c346b', 'db_id': 4596133, 'person_id': 4692807}"
Parallel Session - Small systems II,parallel,Collective behavior of high-$p_{T}$ particles in 8.16 TeV $p$+Pb collisions with the ATLAS detector,"Hill for the ATLAS Collaboration, Kurt Keys",University of Colorado Boulder (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kurt Keys', 'last_name': 'Hill for the ATLAS Collaboration', 'fullName': 'Hill for the ATLAS Collaboration, Kurt Keys', 'id': '4609210', 'affiliation': 'University of Colorado Boulder (US)', 'emailHash': '63678ea359374d1017f25d987ab8333f', 'db_id': 4609210, 'person_id': 4704909}"
Parallel Session - Small systems III,parallel,Including momentum and stress in a systematic framework for understanding the evolution of a heavy-ion collision,"Luzum, Matthew",Universidade de Santiago de Compostela,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Matthew', 'last_name': 'Luzum', 'fullName': 'Luzum, Matthew', 'id': '4556968', 'affiliation': '', 'emailHash': 'b964ef68d153c670e1723ae651606490', 'db_id': 4556968, 'person_id': 4584763}"
Parallel Session -  Small systems I,parallel,Collectivity of heavy flavor hadrons in pp and pPb collisions with the CMS detector,"Baty for the CMS Collaboration, Austin Alan",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Austin Alan', 'last_name': 'Baty for the CMS Collaboration', 'fullName': 'Baty for the CMS Collaboration, Austin Alan', 'id': '4596160', 'affiliation': 'Rice University (US)', 'emailHash': 'e719300bee049bdbb701412b6dd89412', 'db_id': 4596160, 'person_id': 4585758}"
Parallel Session -  Small systems I,parallel,The elliptic flow of heavy quarkonia in pA collisions from the initial state.,"Zhang, Cheng","Key Laboratory of Quark and Lepton Physics (MOE) and Institute of Particle Physics, Central China Normal University & Key Laboratory of Particle Physics and Particle Irradiation (MOE), Institute of frontier and interdisciplinary science, Shandong University",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cheng', 'last_name': 'Zhang', 'fullName': 'Zhang, Cheng', 'id': '4556979', 'affiliation': 'Key Laboratory of Quark and Lepton Physics (MOE) and Institute of Particle Physics, Central China Normal University & Key Laboratory of Particle Physics and Particle Irradiation (MOE), Institute of frontier and interdisciplinary science, Shandong University', 'emailHash': '3e3ec70fdf1ceb9493f29f774d1be774', 'db_id': 4556979, 'person_id': 4499368}"
Parallel Session - Small systems III,parallel,Modification of hadron productions in small systems observed by PHENIX,"Mitrankov for the PHENIX Collaboration, Yuri",St. Petersburg State Technical University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuri', 'last_name': 'Mitrankov for the PHENIX Collaboration', 'fullName': 'Mitrankov for the PHENIX Collaboration, Yuri', 'id': '4556988', 'affiliation': 'St. Petersburg State Technical University', 'emailHash': '5fff988b6cb36f568560229ca851b84d', 'db_id': 4556988, 'person_id': 4586068}"
Parallel Session - Small systems II,parallel,Ultracentral Collisions of Small and Deformed Systems at RHIC,"Wertepny, Douglas",Ben Gurion University of the Negev,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Douglas', 'last_name': 'Wertepny', 'fullName': 'Wertepny, Douglas', 'id': '4556987', 'affiliation': 'Ben Gurion University of the Negev', 'emailHash': '52eed4355c63b58f40c7031ebc07abc3', 'db_id': 4556987, 'person_id': 4580313}"
Parallel Session - Collective dynamics I,parallel,Longitudinal De-correlation of Anisotropic Flow in Au+Au Collisions at $\sqrt{s_{NN}}$ = 27 and 54.4 GeV from STAR,"Nie for the STAR Collaboration, Maowu",Shandong University (SDU) & Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maowu', 'last_name': 'Nie for the STAR Collaboration', 'fullName': 'Nie for the STAR Collaboration, Maowu', 'id': '4601096', 'affiliation': 'Shandong University (SDU) & Stony Brook University', 'emailHash': '4a5d443632bc37eadbcea1cc84f70d10', 'db_id': 4601096, 'person_id': 4585518}"
Parallel Session - Collective dynamics IV,parallel,Linear and non-linear flow modes of charged and identified particles in Pb-Pb collisions with ALICE,"Parkkila for the ALICE Collaboration, Jasper",University of Jyvaskyla (FI),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jasper', 'last_name': 'Parkkila for the ALICE Collaboration', 'fullName': 'Parkkila for the ALICE Collaboration, Jasper', 'id': '4596123', 'affiliation': 'University of Jyvaskyla (FI)', 'emailHash': 'bb1adf9d9ff6048925408510e860beae', 'db_id': 4596123, 'person_id': 4692800}"
Parallel Session - Collective dynamics I,parallel,Longitudinal hydrodynamic response and pseudo-rapidity dependent harmonic flow in  relativistic heavy-ion collisions,"Yan, Li",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yan', 'fullName': 'Yan, Li', 'id': '4557007', 'affiliation': 'Fudan University', 'emailHash': '995d08201cdc49cbb8230bea56fea991', 'db_id': 4557007, 'person_id': 4585342}"
Parallel Session - Collective dynamics II,parallel,Search for extreme electromagnetic fields through measurements of charm meson flow harmonics in PbPb collisions at $5.02~\mathrm{TeV}$ with the CMS detector,"Bernardes for the CMS Collaboration, Cesar",UNESP - Universidade Estadual  Paulista (BR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cesar', 'last_name': 'Bernardes for the CMS Collaboration', 'fullName': 'Bernardes for the CMS Collaboration, Cesar', 'id': '4596159', 'affiliation': 'UNESP - Universidade Estadual  Paulista (BR)', 'emailHash': 'b54dcc63cd354534155dfb0d605f2bee', 'db_id': 4596159, 'person_id': 4692827}"
Parallel Session - Collective dynamics II,parallel,Quark flavor dependence of particle flow in nucleus-nucleus collisions measured by PHENIX,"Todoroki for the PHENIX Collaboration, Takahito",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takahito', 'last_name': 'Todoroki for the PHENIX Collaboration', 'fullName': 'Todoroki for the PHENIX Collaboration, Takahito', 'id': '4595189', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'cfd115afcba92a907e5b5641d52e196d', 'db_id': 4595189, 'person_id': 4585959}"
Parallel Session - Collective dynamics  III,parallel,Identifying the nature of the QCD transition in relativistic collision of heavy nuclei with deep learning,"Du, Yilun","University of Bergen, Norway",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yilun', 'last_name': 'Du', 'fullName': 'Du, Yilun', 'id': '4557039', 'affiliation': 'University of Bergen, Norway', 'emailHash': 'd1c1d2128f1e95ba814d5e7f0104ad98', 'db_id': 4557039, 'person_id': 4589208}"
Parallel Session - Search for the CP II,parallel,The QCD phase diagram and statistics friendly distributions,"Koch, Volker",LBNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Volker', 'last_name': 'Koch', 'fullName': 'Koch, Volker', 'id': '4557058', 'affiliation': 'LBNL', 'emailHash': 'e688fe295d6b13fb761f0b6256488e97', 'db_id': 4557058, 'person_id': 4567341}"
Parallel Session - Search for the CP I,parallel,Recent results on event-by-event fluctuations in ALICE,"Arslandok for the ALICE Collaboration, Mesut",Ruprecht Karls Universitaet Heidelberg (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mesut', 'last_name': 'Arslandok for the ALICE Collaboration', 'fullName': 'Arslandok for the ALICE Collaboration, Mesut', 'id': '4596128', 'affiliation': 'Ruprecht Karls Universitaet Heidelberg (DE)', 'emailHash': 'e818146389c2856728cfbb00d80587b9', 'db_id': 4596128, 'person_id': 4592131}"
Parallel Session - Search for the CP II,parallel,Relativistic dynamics of fluctuations away and near the QCD critical point,"An, Xin",UIC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xin', 'last_name': 'An', 'fullName': 'An, Xin', 'id': '4557062', 'affiliation': '', 'emailHash': '53e8bd3322e5e2d600257d5b419f09d5', 'db_id': 4557062, 'person_id': 4586279}"
Parallel Session - Search for the CP I,parallel,NA61/SHINE results on fluctuations and correlations at CERN SPS energies,"Mackowiak-Pawlowska for the NA61/SHINE Collaboration, Maja Katarzyna",Warsaw University of Technology (PL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maja Katarzyna', 'last_name': 'Mackowiak-Pawlowska for the NA61/SHINE Collaboration', 'fullName': 'Mackowiak-Pawlowska for the NA61/SHINE Collaboration, Maja Katarzyna', 'id': '4557071', 'affiliation': 'Warsaw University of Technology (PL)', 'emailHash': 'eb2b1ba48b43277e6f4ae95a135a1cc3', 'db_id': 4557071, 'person_id': 4585254}"
Parallel Session - Chirality I,parallel,Search for the chiral magnetic effect and the chiral magnetic wave with the ALICE experiment,"Aziz for the ALICE Collaboration, Sizar",Centre National de la Recherche Scientifique (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sizar', 'last_name': 'Aziz for the ALICE Collaboration', 'fullName': 'Aziz for the ALICE Collaboration, Sizar', 'id': '4596125', 'affiliation': 'Centre National de la Recherche Scientifique (FR)', 'emailHash': 'eaea1f6a18deb8a4da50d7825671ddf8', 'db_id': 4596125, 'person_id': 4692802}"
Parallel Session - Chirality III,parallel,Hydrodynamics of particles with spin 1/2,"Florkowski, Wojciech","Institute of nuclear Physics, Krakow",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wojciech', 'last_name': 'Florkowski', 'fullName': 'Florkowski, Wojciech', 'id': '4557100', 'affiliation': 'Institute of nuclear Physics, Krakow', 'emailHash': 'b0bec4b17ad65c9ae09dea09a55d59da', 'db_id': 4557100, 'person_id': 4587524}"
Parallel Session - Chirality II,parallel,Does spin tensor play a role in relativistic hydrodynamics ?,"Becattini, Francesco","University of Florence, Italy",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Francesco', 'last_name': 'Becattini', 'fullName': 'Becattini, Francesco', 'id': '4557091', 'affiliation': 'University of Florence, Italy', 'emailHash': '92d8f0fb076bf693a80fac074208cb56', 'db_id': 4557091, 'person_id': 4548419}"
Parallel Session - Chirality II,parallel,Local spin polarization in high energy heavy ion collisions,"Wang, Qun",University of Science and Technology of China,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qun', 'last_name': 'Wang', 'fullName': 'Wang, Qun', 'id': '4557121', 'affiliation': 'University of Science and Technology of China', 'emailHash': '2ce57d8ac65c69f5c8c291795291908d', 'db_id': 4557121, 'person_id': 4489564}"
Parallel Session - Chirality III,parallel,Mass Correction to Chiral Kinetic Equations,"Wang, Ziyue",Tsinghua University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ziyue', 'last_name': 'Wang', 'fullName': 'Wang, Ziyue', 'id': '4557125', 'affiliation': 'Tsinghua University', 'emailHash': '37dddcec1e10f32293101311562b08ac', 'db_id': 4557125, 'person_id': 4573639}"
Parallel Session - Chirality I,parallel,"Chiral magnetic effect, chirality production and Schwinger mechanism","Pu, Shi","USTC, China",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shi', 'last_name': 'Pu', 'fullName': 'Pu, Shi', 'id': '4557118', 'affiliation': 'USTC, China', 'emailHash': '44faf9c54b1be400b2f040235197a28c', 'db_id': 4557118, 'person_id': 4573917}"
Parallel Session - Chirality I,parallel,Chirality and spin transport from Wigner function approach,"Gao, Jian-Hua",Shandong University at Weihai,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jian-Hua', 'last_name': 'Gao', 'fullName': 'Gao, Jian-Hua', 'id': '4557123', 'affiliation': 'Shandong University at Weihai', 'emailHash': '20ee6abaf9f1fc0b5067bb14c5f06dad', 'db_id': 4557123, 'person_id': 4584560}"
Parallel Session - QM & nuclear astrophysics,parallel,Chirality transfer & chiral turbulence in gauge theories,"Schlichting, Soeren",Universität Bielefeld,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Soeren', 'last_name': 'Schlichting', 'fullName': 'Schlichting, Soeren', 'id': '4557527', 'affiliation': 'Universität Bielefeld', 'emailHash': '2df846371aa4de69b3cac2067b108d08', 'db_id': 4557527, 'person_id': 4585938}"
Parallel Session - Jet Modification III,parallel,Measurement of jet structure and substructure in heavy ion collisions with ATLAS,"Rybar for the ATLAS Collaboration, Martin",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Rybar for the ATLAS Collaboration', 'fullName': 'Rybar for the ATLAS Collaboration, Martin', 'id': '4609197', 'affiliation': 'Columbia University (US)', 'emailHash': 'b3e6c12fabc90ce0a37121aa6f8b6912', 'db_id': 4609197, 'person_id': 4546613}"
Parallel Session - Jet modifications IV,parallel,Deciphering  the $z_g$ distribution in ultrarelativistic heavy ion collisions,"Caucal, Paul",IPhT,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paul', 'last_name': 'Caucal', 'fullName': 'Caucal, Paul', 'id': '4557137', 'affiliation': 'IPhT', 'emailHash': '8a6e9ace49ff92569ac79fffdf3b0f41', 'db_id': 4557137, 'person_id': 4585586}"
Parallel Session - Jet Modification III,parallel,Mapping the redistribution of jet energy in PbPb collisions using jets with various radius parameters with CMS,"Taylor for the CMS Collaboration , Molly",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Molly', 'last_name': 'Taylor for the CMS Collaboration ', 'fullName': 'Taylor for the CMS Collaboration , Molly', 'id': '4596202', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '565554c608a0e24c3d70b08534bf52c7', 'db_id': 4596202, 'person_id': 4692864}"
Parallel Session - Jet modifications I,parallel,Hydrodynamic response to jets with a source based on causal diffusion,"Tachibana for the JETSCAPE Collaboration, Yasuki",Wayne State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yasuki', 'last_name': 'Tachibana for the JETSCAPE Collaboration', 'fullName': 'Tachibana for the JETSCAPE Collaboration, Yasuki', 'id': '4601053', 'affiliation': 'Wayne State University', 'emailHash': 'f2d12d37c7ff2e2f9abd56a9a3ec1725', 'db_id': 4601053, 'person_id': 4574576}"
Parallel Session -  Jet modifications II,parallel,How to infer the shape of the QGP droplet from high pt data,"Djordjevic, Magdalena",Institute of Physics Belgrade,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Magdalena', 'last_name': 'Djordjevic', 'fullName': 'Djordjevic, Magdalena', 'id': '4557186', 'affiliation': 'Institute of Physics Belgrade', 'emailHash': 'cd2431a8a0df4620e2089e22395231b7', 'db_id': 4557186, 'person_id': 4585763}"
Parallel Session - Jet Modification III,parallel,Dijet Acoplanarity as a Probe of the Nonperturbative Color Structure of QCD Perfect Fluids with CUJET3,"Gyulassy, Miklos","CCNU Wuhan, LBNL, Columbia University",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Miklos', 'last_name': 'Gyulassy', 'fullName': 'Gyulassy, Miklos', 'id': '4557169', 'affiliation': 'CCNU Wuhan, LBNL, Columbia University', 'emailHash': '0e034f653f74c4f0de3d0d8dbffbdd14', 'db_id': 4557169, 'person_id': 4533288}"
Parallel Session - Jet modifications I,parallel,In-medium jet modification measured by PHENIX via two particle correlations and high $p_T$ hadrons in A+A collisions,"Hodges for the PHENIX Collaboration, Anthony",Georgia State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anthony', 'last_name': 'Hodges for the PHENIX Collaboration', 'fullName': 'Hodges for the PHENIX Collaboration, Anthony', 'id': '4596119', 'affiliation': 'Georgia State University', 'emailHash': 'f475950f4e2d9e0940cd97de259056c0', 'db_id': 4596119, 'person_id': 4692798}"
Parallel Session - Heavy flavor IV,parallel,Bottomonia in QGP from lattice QCD: Beyond the ground states,"Larsen, Rasmus",Brookhaven Nationanl Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rasmus', 'last_name': 'Larsen', 'fullName': 'Larsen, Rasmus', 'id': '4557312', 'affiliation': 'Brookhaven Nationanl Laboratory', 'emailHash': 'dc72937009b304fa493b60ad4f8be592', 'db_id': 4557312, 'person_id': 4580957}"
Parallel Session - Heavy flavor III,parallel,Azimuthal anisotropy and nuclear modification of Upsilon states in PbPb collisions with the CMS detector,"Park for the CMS Collaboration, Jaebeom",Korea University (KR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jaebeom', 'last_name': 'Park for the CMS Collaboration', 'fullName': 'Park for the CMS Collaboration, Jaebeom', 'id': '4596157', 'affiliation': 'Korea University (KR)', 'emailHash': '5988998936811944ed2c036b910a19e6', 'db_id': 4596157, 'person_id': 4692825}"
Parallel Session - Heavy flavor IV,parallel,Studies of beauty quark hadronization with $B_{S}^{0}$ in PbPb collisions with the CMS detector,"Shi for the CMS Collaboration, Zhaozhong",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhaozhong', 'last_name': 'Shi for the CMS Collaboration', 'fullName': 'Shi for the CMS Collaboration, Zhaozhong', 'id': '4596203', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '9ab635fe96a311e68396fcb712f1806c', 'db_id': 4596203, 'person_id': 4692865}"
Parallel Session - Heavy Flavor I,parallel,Diffusion of charm quarks in jets in high-energy heavy-ion collisions,"WANG, Sa",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sa', 'last_name': 'WANG', 'fullName': 'WANG, Sa', 'id': '4557366', 'affiliation': 'Central China Normal University', 'emailHash': '2b609468aa2ac6ec877a46a4e4d89f67', 'db_id': 4557366, 'person_id': 4581653}"
Parallel Session - Heavy flavor II,parallel,"PHENIX $J/\psi$ measurements in $p$+Al, $p$+Au, and $^3$He+Au collisions","Smith for the PHENIX Collaboration, Krista",Florida State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krista', 'last_name': 'Smith for the PHENIX Collaboration', 'fullName': 'Smith for the PHENIX Collaboration, Krista', 'id': '4596121', 'affiliation': 'Florida State University', 'emailHash': '643c5d144bf58c41110c816b32029164', 'db_id': 4596121, 'person_id': 4692799}"
Parallel Session - Heavy flavor IV,parallel,Open and hidden beauty production  in pPb collisions at LHCb,"Chen for the LHCb Collaboration, Shanzhen","Universita e INFN, Cagliari (IT)",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanzhen', 'last_name': 'Chen for the LHCb Collaboration', 'fullName': 'Chen for the LHCb Collaboration, Shanzhen', 'id': '4601045', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': 'd1fd9bd7eef7fa3e8b739711bdb88c69', 'db_id': 4601045, 'person_id': 4697655}"
