Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Plenary Session III,plenary,An experimenter’s assessment of correlations and flow in small systems,"Nagle, James Lawrence",University of Colorado Boulder,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'James Lawrence', 'last_name': 'Nagle', 'fullName': 'Nagle, James Lawrence', 'id': '4700231', 'affiliation': 'University of Colorado Boulder', 'emailHash': '9a55bbf2d0bb280782dfdac3249dfdc0', 'db_id': 4700231, 'person_id': 4584720}"
Plenary Session III,plenary,Dynamics of critical fluctuation,"Teaney, Derek",Stony Brook University,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Derek', 'last_name': 'Teaney', 'fullName': 'Teaney, Derek', 'id': '4612110', 'affiliation': 'Stony Brook University', 'emailHash': 'f29a910807fafc43d4c4222c4d3246c6', 'db_id': 4612110, 'person_id': 4584769}"
Plenary Session IV,plenary,Study QGP with flow: Theory,"Shen, Chun",Brookhaven National Laboratory,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun', 'last_name': 'Shen', 'fullName': 'Shen, Chun', 'id': '4612131', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '9f353b749e354daeb5bee1672a7bbb6f', 'db_id': 4612131, 'person_id': 4580165}"
Plenary Session IV,plenary,Probing QGP with flow: an experimental overview,"Gajdosova, Katarina",Czech Technical University (CZ),DK,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Katarina', 'last_name': 'Gajdosova', 'fullName': 'Gajdosova, Katarina', 'id': '4612141', 'affiliation': 'Czech Technical University (CZ)', 'emailHash': '0676220d26b16fd5360d35f13ce2c48f', 'db_id': 4612141, 'person_id': 4581028}"
Plenary Session V,plenary,Fluctuations and correlations: Experiment,"Rustamov, Anar",National Nuclear Research Center (AZ),UK,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anar', 'last_name': 'Rustamov', 'fullName': 'Rustamov, Anar', 'id': '4612205', 'affiliation': 'National Nuclear Research Center (AZ)', 'emailHash': 'cec04970b9c07ef8caac601ad013a3f9', 'db_id': 4612205, 'person_id': 4592130}"
Plenary Session V,plenary,Vorticity and spin polarization,"Huang, Xu-Guang",Fudan University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xu-Guang', 'last_name': 'Huang', 'fullName': 'Huang, Xu-Guang', 'id': '4612208', 'affiliation': 'Fudan University', 'emailHash': 'e3d4f3dfedff7380b0769850fb8e218a', 'db_id': 4612208, 'person_id': 4566878}"
Plenary Session III,plenary,New developments in lattice QCD,"Ding, Heng-Tong",Central China Normal University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heng-Tong', 'last_name': 'Ding', 'fullName': 'Ding, Heng-Tong', 'id': '4612093', 'affiliation': 'Central China Normal University', 'emailHash': 'faf6b43991339de8617c85da5b3c6ec6', 'db_id': 4612093, 'person_id': 4585547}"
Plenary Session X,plenary,EOS at high baryon density and neutron star mergers,"Rezzolla, Luciano","Institute for Theoretical Physics, Frankfurt, Germany",Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luciano', 'last_name': 'Rezzolla', 'fullName': 'Rezzolla, Luciano', 'id': '4612113', 'affiliation': 'Institute for Theoretical Physics, Frankfurt, Germany', 'emailHash': '5aa6ec9406b05f590a4261a12f3315dc', 'db_id': 4612113, 'person_id': 4707691}"
Plenary Session III,plenary,Machine learning in heavy-ion physics,"Pang, Long-Gang",lbnl,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Long-Gang', 'last_name': 'Pang', 'fullName': 'Pang, Long-Gang', 'id': '4612104', 'affiliation': 'lbnl', 'emailHash': '5daae0b1a365afaf6cf9cea20766ce9e', 'db_id': 4612104, 'person_id': 4707688}"
Plenary Session - VIII,plenary,Heavy Quark production and energy loss: experiments,"Wang, Jing",Massachusetts Inst. of Technology (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jing', 'last_name': 'Wang', 'fullName': 'Wang, Jing', 'id': '4612272', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '84443556008b60ce45b46683f5c26d2b', 'db_id': 4612272, 'person_id': 4707816}"
Plenary Session - VIII,plenary,Heavy quark transport: a theoretical overview,"Cao, Shanshan",Wayne State University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanshan', 'last_name': 'Cao', 'fullName': 'Cao, Shanshan', 'id': '4612278', 'affiliation': 'Wayne State University', 'emailHash': '6e4a97d998abc5d6489c559dc20860af', 'db_id': 4612278, 'person_id': 4582015}"
Plenary Session - VIII,plenary,Quarkonium production and suppression: Theory,"Rothkopf, Alexander",University of Stavanger,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Rothkopf', 'fullName': 'Rothkopf, Alexander', 'id': '4612289', 'affiliation': 'University of Stavanger', 'emailHash': '0396e0e410931773430b20720babe68c', 'db_id': 4612289, 'person_id': 4585528}"
Plenary Session - VIII,plenary,Quarkonium Production: an experimental overview,"Tang, Zebo",University of Science and  Technology of China (CN),Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zebo', 'last_name': 'Tang', 'fullName': 'Tang, Zebo', 'id': '4612297', 'affiliation': 'University of Science and  Technology of China (CN)', 'emailHash': 'cbc30a0dae421e129ff5a9e61a36fcbd', 'db_id': 4612297, 'person_id': 4707836}"
Plenary Session IX,plenary,Electromagnetic and weak probes: experiments,"Geurts, Frank",Rice University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Frank', 'last_name': 'Geurts', 'fullName': 'Geurts, Frank', 'id': '4612305', 'affiliation': 'Rice University (US)', 'emailHash': '6286830c569cf8e5817dd3c0feea28c8', 'db_id': 4612305, 'person_id': 4707838}"
Plenary Session IX,plenary,Electromagnetic and weak probes: theory,"Tripolt, Ralf-Arno",TU Darmstadt,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ralf-Arno', 'last_name': 'Tripolt', 'fullName': 'Tripolt, Ralf-Arno', 'id': '4612310', 'affiliation': 'TU Darmstadt', 'emailHash': 'c7e061a7ae78056b6a3bca66aaee074a', 'db_id': 4612310, 'person_id': 4707840}"
Plenary Session IX,plenary,Ultra Peripheral Collisions,"Steinberg, Peter Alan",Brookhaven National Laboratory (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter Alan', 'last_name': 'Steinberg', 'fullName': 'Steinberg, Peter Alan', 'id': '4712327', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': '47b904d74c150449d5653db6cc3fabfe', 'db_id': 4712327, 'person_id': 4797354}"
Plenary Session X,plenary,How EIC can help us to understand heavy-ion collision: theory,"Hatta, Yoshitaka",University of Tsukuba,UK,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yoshitaka', 'last_name': 'Hatta', 'fullName': 'Hatta, Yoshitaka', 'id': '4612327', 'affiliation': 'University of Tsukuba', 'emailHash': '3d9290c986040f4972a9d5deff41d02d', 'db_id': 4612327, 'person_id': 4707858}"
Plenary Session X,plenary,Future facilities and experiments,"Dainese, Andrea",INFN - Padova (IT),Italy,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Dainese', 'fullName': 'Dainese, Andrea', 'id': '4612328', 'affiliation': 'INFN - Padova (IT)', 'emailHash': '454d015e169785de696fba891c60e956', 'db_id': 4612328, 'person_id': 4707859}"
Plenary Session III,plenary,A new laboratory to study hadron-hadron interactions,"Fabbietti, Laura",Technische Universitaet Muenchen (DE),Germany,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Laura', 'last_name': 'Fabbietti', 'fullName': 'Fabbietti, Laura', 'id': '4612324', 'affiliation': 'Technische Universitaet Muenchen (DE)', 'emailHash': 'b6a35ed59cebe2e2858962a1a20e855b', 'db_id': 4612324, 'person_id': 4707853}"
Plenary Session XI,plenary,Nuclear modification factor of isolated photon production in pp and PbPb collisions at 5.02 TeV with the CMS detector,"Go, Yeonju",Korea University (KR),KR,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yeonju', 'last_name': 'Go', 'fullName': 'Go, Yeonju', 'id': '4712287', 'affiliation': 'Korea University (KR)', 'emailHash': '733954850ea550f91deb6269af9e4da5', 'db_id': 4712287, 'person_id': 4696447}"
Plenary Session XI,plenary,Generalized High Twist Approach to Parton Energy Loss,"Zhang, Yuanyuan","LBL,CCNU",Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuanyuan', 'last_name': 'Zhang', 'fullName': 'Zhang, Yuanyuan', 'id': '4712293', 'affiliation': 'LBL,CCNU', 'emailHash': '78e1eff5983915c4b1b99d47f8a70eef', 'db_id': 4712293, 'person_id': 4797328}"
