Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Poster Session,poster,The neutral meson measurement in jets in Pb--Pb collisions in ALICE,"Takamura, Masahiro",University of Tsukuba,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masahiro', 'last_name': 'Takamura', 'fullName': 'Takamura, Masahiro', 'id': '4554217', 'affiliation': 'University of Tsukuba', 'emailHash': '5a188df0f544e244ab7cc477ad94273d', 'db_id': 4554217, 'person_id': 4586501}"
Poster Session,poster,Characterization and operation of the front-end electronics of the CBM Silicon Tracking System,"Maragoto Rodriguez, Osnan",GSI Helmholtz Center for Heavy Ion Research,Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Osnan', 'last_name': 'Maragoto Rodriguez', 'fullName': 'Maragoto Rodriguez, Osnan', 'id': '4554158', 'affiliation': 'GSI Helmholtz Center for Heavy Ion Research', 'emailHash': '781fabc100249e9a7294808966b47417', 'db_id': 4554158, 'person_id': 4586193}"
Poster Session,poster,Muon Forward Tracker:  adding vertexing capability to the ALICE MUON Spectrometer,"Yamaguchi, Yorito",Hiroshima University (JP),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yorito', 'last_name': 'Yamaguchi', 'fullName': 'Yamaguchi, Yorito', 'id': '4554152', 'affiliation': 'Hiroshima University (JP)', 'emailHash': '0c8905e428feb9a5cb699a4752489da6', 'db_id': 4554152, 'person_id': 4585621}"
Poster Session,poster,Beam-energy dependence of spatial and temporal characteristics of shape-selected events in Au+Au collisions at STAR,"Schweid, Benjamin",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin', 'last_name': 'Schweid', 'fullName': 'Schweid, Benjamin', 'id': '4672519', 'affiliation': 'Stony Brook University', 'emailHash': '0b81766be936f5553644cdc2fc9603f6', 'db_id': 4672519, 'person_id': 4584758}"
Poster Session,poster,Symmetry-plane correlations in flow analyses,"Lesch, Marcel Markus",Technische Universitaet Muenchen (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marcel Markus', 'last_name': 'Lesch', 'fullName': 'Lesch, Marcel Markus', 'id': '4554167', 'affiliation': 'Technische Universitaet Muenchen (DE)', 'emailHash': '7509537c61e9b0e363c3879f77cc3c8a', 'db_id': 4554167, 'person_id': 4583986}"
Poster Session,poster,Isolated Photon-Hadron Correlations in pp and p--Pb Collisions at $\sqrt s_{\rm NN}$ = 5 TeV in ALICE,"Torales Acosta, Fernando",Lawrence Berkeley National Lab. (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fernando', 'last_name': 'Torales Acosta', 'fullName': 'Torales Acosta, Fernando', 'id': '4554209', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': 'b8dfbb949d7414a96a6db2221fc2e483', 'db_id': 4554209, 'person_id': 4585747}"
Poster Session,poster,Simulating chiral anomalies in a box system,"Zhou, WenHao","Shanghai Institute of Applied Physics, CAS",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'WenHao', 'last_name': 'Zhou', 'fullName': 'Zhou, WenHao', 'id': '4554198', 'affiliation': 'Shanghai Institute of Applied Physics, CAS', 'emailHash': 'f0ffc0d68c60ad02d1356a6689a6f3d4', 'db_id': 4554198, 'person_id': 4584195}"
Poster Session,poster,Measurements of HBT correlations and Levy source parameters in Au+Au collisions at the STAR experiment,"Kincses, Dániel",Eötvös Loránd University Budapest,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dániel', 'last_name': 'Kincses', 'fullName': 'Kincses, Dániel', 'id': '4672508', 'affiliation': 'Eötvös Loránd University Budapest', 'emailHash': '8cae00f230c670439f3cca5f8bfa3a84', 'db_id': 4672508, 'person_id': 4761722}"
Poster Session,poster,Neutral kaon femtoscopy in Au+Au collisions measured at the STAR experiment,"Pawłowska, Diana",Warsaw University of Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Diana', 'last_name': 'Pawłowska', 'fullName': 'Pawłowska, Diana', 'id': '4672511', 'affiliation': 'Warsaw University of Technology', 'emailHash': 'a1812ee4b77ec51c0299333b809a8956', 'db_id': 4672511, 'person_id': 4761725}"
Poster Session,poster,Strangeness production in carbon-nucleus and argon-nucleus interactions at BM@N,"Senger, Peter",GSI,Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Senger', 'fullName': 'Senger, Peter', 'id': '4670437', 'affiliation': 'GSI', 'emailHash': '1c9159ef2347b38de9a3d99dc1eb037e', 'db_id': 4670437, 'person_id': 4564809}"
Poster Session,poster,STAR Measurement of Longitudinal Decorrelation of Elliptic Flow from Au+Au Collisions at $\sqrt{s_{NN}}=$ 200 and 27 GeV,"Wang, Gang",UCLA,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gang', 'last_name': 'Wang', 'fullName': 'Wang, Gang', 'id': '4666718', 'affiliation': 'UCLA', 'emailHash': '31ea6a476b94d59636639178b87d486a', 'db_id': 4666718, 'person_id': 4557466}"
Poster Session,poster,Measurement of the nuclear modification factor $R_{\rm AA}$ of inclusive J/$\psi$ at midrapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV with ALICE,"Bai, Xiaozhi",GSI,Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaozhi', 'last_name': 'Bai', 'fullName': 'Bai, Xiaozhi', 'id': '4554190', 'affiliation': 'GSI', 'emailHash': 'ec48eaac52badbcb87cef21b4a7100b0', 'db_id': 4554190, 'person_id': 4585717}"
Poster Session,poster,Towards improved measurements with the upgrade of the ALICE Inner Tracking System in LS3,"Andreou, Dimitra","CERN, Nikhef",Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dimitra', 'last_name': 'Andreou', 'fullName': 'Andreou, Dimitra', 'id': '4554191', 'affiliation': 'CERN, Nikhef', 'emailHash': '2fdf9874eb73430ff93294bf060008b4', 'db_id': 4554191, 'person_id': 4586406}"
Poster Session,poster,J/$\psi$ production at mid-rapidity in p-Pb collisions with the ALICE detector,"Hayashi, Shinichi",University of Tokyo (JP),Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shinichi', 'last_name': 'Hayashi', 'fullName': 'Hayashi, Shinichi', 'id': '4554210', 'affiliation': 'University of Tokyo (JP)', 'emailHash': 'cf2498d38ccbbb1f998f7867c748f203', 'db_id': 4554210, 'person_id': 4584288}"
Poster Session,poster,"Nuclear dependence of transverse single-spin asymmetry of charged hadrons in polarized p+p, p+Al and p+Au collisions in PHENIX","Bok, Jeongsu",New Mexico State University,KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jeongsu', 'last_name': 'Bok', 'fullName': 'Bok, Jeongsu', 'id': '4554215', 'affiliation': 'New Mexico State University', 'emailHash': 'e6c11c0f54b5304aeeb07a6278f223be', 'db_id': 4554215, 'person_id': 4586499}"
Poster Session,poster,$\rm \Xi_{c}^{0}$ reconstruction via hadronic decay channel in pp collisions at $\sqrt{s}=$ 13 TeV,"Zhu, Jianhui",Central China Normal University  CCNU (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jianhui', 'last_name': 'Zhu', 'fullName': 'Zhu, Jianhui', 'id': '4554235', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': 'a2c7c76f3b296dd847498e7896e2940a', 'db_id': 4554235, 'person_id': 4584515}"
Poster Session,poster,Event shape and multiplicity dependence of $\rm{K}^{*\pm}$(892) and $\phi$(1020) production in pp collisions at $\sqrt{s}=5.02$ TeV with ALICE at the LHC,"Tripathy, Sushanta",Indian Institute of Technology  Indore (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sushanta', 'last_name': 'Tripathy', 'fullName': 'Tripathy, Sushanta', 'id': '4554213', 'affiliation': 'Indian Institute of Technology  Indore (IN)', 'emailHash': '8f5b0a160c43573de5ffccfdca99a6b5', 'db_id': 4554213, 'person_id': 4575174}"
Poster Session,poster,Performance evaluation of a Forward Calorimeter for the ALICE upgrade,"Minato, Yoko",Nara Women's University (JP),Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yoko', 'last_name': 'Minato', 'fullName': 'Minato, Yoko', 'id': '4554218', 'affiliation': ""Nara Women's University (JP)"", 'emailHash': 'f0a1d00e52338b744fa8db82638849a5', 'db_id': 4554218, 'person_id': 4584508}"
Poster Session,poster,sPHENIX capabilities for measuring $\Lambda_c$ production in Au+Au collisions,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554452', 'affiliation': '', 'emailHash': None, 'db_id': 4554452, 'person_id': 4585995}"
Poster Session,poster,"Search for axion-like particles at Electron-ion collider: higher luminosity, brighter perspective","Yin, Yi",MIT,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yi', 'last_name': 'Yin', 'fullName': 'Yin, Yi', 'id': '4554227', 'affiliation': 'MIT', 'emailHash': 'e4c268fdc8102258d49e049b5bc62e26', 'db_id': 4554227, 'person_id': 4585329}"
Poster Session,poster,"D+ meson production in pp, p--pb and Pb--Pb collisions at √s= 5 TeV with ALICE","Bala, Renu",University of Jammu (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Renu', 'last_name': 'Bala', 'fullName': 'Bala, Renu', 'id': '4554226', 'affiliation': 'University of Jammu (IN)', 'emailHash': 'fafc14e52e7a9bb755c5bed038e613b7', 'db_id': 4554226, 'person_id': 4579450}"
Poster Session,poster,Substructure-based classification of medium-modified jets,"Lapidus, Kirill",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kirill', 'last_name': 'Lapidus', 'fullName': 'Lapidus, Kirill', 'id': '4554236', 'affiliation': 'CERN', 'emailHash': '91e3553a1f8bf66ed9467800928f7980', 'db_id': 4554236, 'person_id': 4585866}"
Poster Session,poster,Cold Nuclear Matter Effects on J/$\psi$ and $\Upsilon$ Productions at RHIC with the STAR Experiment,"Zhang, Ziyue",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ziyue', 'last_name': 'Zhang', 'fullName': 'Zhang, Ziyue', 'id': '4666715', 'affiliation': '', 'emailHash': None, 'db_id': 4666715, 'person_id': 4756363}"
Poster Session,poster,"Prospects for measuring $\Xi_{\rm c}^{+}$ and $\Sigma_{\rm c}^{++,0}$ baryons with ALICE","Faggin, Mattia","Universita e INFN, Padova (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mattia', 'last_name': 'Faggin', 'fullName': 'Faggin, Mattia', 'id': '4554240', 'affiliation': 'Universita e INFN, Padova (IT)', 'emailHash': 'e35b2ddef3ed66a1dfe31f8aaca9a827', 'db_id': 4554240, 'person_id': 4584554}"
Poster Session,poster,Study of ${\rm W}^{\pm}$--boson production in p--Pb and Pb--Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV with ALICE at the LHC,"Zhao, Mingrui",China Institute of Atomic Energy (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mingrui', 'last_name': 'Zhao', 'fullName': 'Zhao, Mingrui', 'id': '4554254', 'affiliation': 'China Institute of Atomic Energy (CN)', 'emailHash': '474c000b999310db901e6c96af4864f0', 'db_id': 4554254, 'person_id': 4595207}"
Poster Session,poster,Unfolding as a Solution to the Non-binomial Efficiency Correction for Higher Moments of Multiplicity Distribution,"HE, Shu",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shu', 'last_name': 'HE', 'fullName': 'HE, Shu', 'id': '4554277', 'affiliation': 'Central China Normal University', 'emailHash': '855bcab681186a9b8723759d012398ee', 'db_id': 4554277, 'person_id': 4589188}"
Poster Session,poster,Early-Stage Shear Viscosity far from Equilibrium via Holography,"Wondrak, Michael Florian",Frankfurt Institute for Advanced Studies (FIAS),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael Florian', 'last_name': 'Wondrak', 'fullName': 'Wondrak, Michael Florian', 'id': '4554257', 'affiliation': 'Frankfurt Institute for Advanced Studies (FIAS)', 'emailHash': 'da08338220806bd75244df2843c9b406', 'db_id': 4554257, 'person_id': 4585174}"
Poster Session,poster,Machine Learning Based Jet $p_{\rm T}$ Reconstruction with Full Jets in ALICE,"Havener, Laura Brittany",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Laura Brittany', 'last_name': 'Havener', 'fullName': 'Havener, Laura Brittany', 'id': '4627447', 'affiliation': 'Yale University (US)', 'emailHash': 'b6692bec7e2759e0e70828cfb6972795', 'db_id': 4627447, 'person_id': 4692817}"
Poster Session,poster,Development of Hadron Identification Detector Using MRPC for J-PARC E16 Experiment,"Sako, Hiroyuki",Japan Atomic Energy Agency,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hiroyuki', 'last_name': 'Sako', 'fullName': 'Sako, Hiroyuki', 'id': '4554268', 'affiliation': '', 'emailHash': '1d10206d4ddc9abadda3eb6a7baaa088', 'db_id': 4554268, 'person_id': 4583192}"
Poster Session,poster,Measurement of electrons from heavy- flavour hadron decays in proton-proton collisions with ALICE at the LHC,"Rode, Sudhir Pandurang",Indian Institute of Technology  Indore (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sudhir Pandurang', 'last_name': 'Rode', 'fullName': 'Rode, Sudhir Pandurang', 'id': '4554300', 'affiliation': 'Indian Institute of Technology  Indore (IN)', 'emailHash': '677639ea446274ac4636e1e20bc76142', 'db_id': 4554300, 'person_id': 4580170}"
Poster Session,poster,Effect of longitudinal asymmetry on pseudorapidity distributions in Pb-Pb collisions at 5.02 TeV with ALICE,"Raniwala, Rashmi","University of Rajasthan, Jaipur, India",India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rashmi', 'last_name': 'Raniwala', 'fullName': 'Raniwala, Rashmi', 'id': '4554328', 'affiliation': 'University of Rajasthan, Jaipur, India', 'emailHash': '0778047751528009268f3e8ea55d8c26', 'db_id': 4554328, 'person_id': 4588154}"
Poster Session,poster,Low mass dielectron studies with the HADES and CBM experiments at GSI/FAIR*,"Otto, Jan-Hendrik",JLU Giessen,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan-Hendrik', 'last_name': 'Otto', 'fullName': 'Otto, Jan-Hendrik', 'id': '4554291', 'affiliation': 'JLU Giessen', 'emailHash': 'c0686256cc8ec3a5dcedad0ef034413d', 'db_id': 4554291, 'person_id': 4588848}"
Poster Session,poster,Low-mass dielectron measurements in minimum-bias pp collisions at 5.02 TeV with ALICE,"Viebach, Leonhardt Heinrich",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leonhardt Heinrich', 'last_name': 'Viebach', 'fullName': 'Viebach, Leonhardt Heinrich', 'id': '4554290', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '1807144c9b6a9a79452211d5345fb11a', 'db_id': 4554290, 'person_id': 4584683}"
Poster Session,poster,Production of D$^{\pm}$ mesons in Au+Au collisions at $\sqrt{s_\mathrm{NN}}$ = 200 GeV at the STAR experiment,"Vaněk, Jan","Nuclear Physics Institute, Czech Academy of Sciences",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan', 'last_name': 'Vaněk', 'fullName': 'Vaněk, Jan', 'id': '4672556', 'affiliation': 'Nuclear Physics Institute, Czech Academy of Sciences', 'emailHash': '4fdfa6cfc8280a7d0f2169d81ee89870', 'db_id': 4672556, 'person_id': 4761749}"
Poster Session,poster,Development and characterization of high-density interconnection technologies for the CBM Silicon Tracking System at FAIR,"Pfistner, Patrick",KIT,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patrick', 'last_name': 'Pfistner', 'fullName': 'Pfistner, Patrick', 'id': '4554295', 'affiliation': 'KIT', 'emailHash': '0186aa7985ae1edbf1069d6b39926905', 'db_id': 4554295, 'person_id': 4588623}"
Poster Session,poster,Multiplicity-dependent jet shape analysis in pp collisions at $\sqrt{\textit{s}}$ = 13 TeV with ALICE,"Varga, Zoltan","Hungarian Academy of Sciences (HU), ALICE",HU,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zoltan', 'last_name': 'Varga', 'fullName': 'Varga, Zoltan', 'id': '4554346', 'affiliation': 'Hungarian Academy of Sciences (HU), ALICE', 'emailHash': '63baf41f2db79cea743e0b1be69be9dc', 'db_id': 4554346, 'person_id': 4588071}"
Poster Session,poster,Testing the SiPMs for the sPHENIX electromagnetic and hadronic calorimeters,"Ujvari, Balazs",University of Debrecen,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Balazs', 'last_name': 'Ujvari', 'fullName': 'Ujvari, Balazs', 'id': '4554301', 'affiliation': 'University of Debrecen', 'emailHash': '12bbe8669d70051ed35d06b66b891015', 'db_id': 4554301, 'person_id': 4588490}"
Poster Session,poster,"Proton Yields, Multiplicities, and Event-by-event Fluctuations for Au+Au Collisions at $\sqrt{s_{NN}}$ from 3 GeV at STAR","Cebra, Daniel","University of California, Davis",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Cebra', 'fullName': 'Cebra, Daniel', 'id': '4672530', 'affiliation': 'University of California, Davis', 'emailHash': '0734fffd23b32dae0043a2f05040cb7e', 'db_id': 4672530, 'person_id': 4761736}"
Poster Session,poster,K0Short and Λ production in p-Pb collision system at 8.16 TeV,"Kucera, Vit",Inha University (KR),KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vit', 'last_name': 'Kucera', 'fullName': 'Kucera, Vit', 'id': '4701744', 'affiliation': 'Inha University (KR)', 'emailHash': '80f82dc95e543108b938c801816394df', 'db_id': 4701744, 'person_id': 4787802}"
Poster Session,poster,Beam Test Results of the sPHENIX HCal Prototype,"Sun, Xu",Georgia State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xu', 'last_name': 'Sun', 'fullName': 'Sun, Xu', 'id': '4554312', 'affiliation': 'Georgia State University', 'emailHash': 'd3bd352994f651db87bcd97097f6ec7e', 'db_id': 4554312, 'person_id': 4585128}"
Poster Session,poster,When Jet Quenching meets Machine Learning,"Liu, Lihan",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lihan', 'last_name': 'Liu', 'fullName': 'Liu, Lihan', 'id': '4554311', 'affiliation': 'Vanderbilt University (US)', 'emailHash': '0922f2d3234a078f55edcdccee648815', 'db_id': 4554311, 'person_id': 4585121}"
Poster Session,poster,"Directed flow of pions, kaons and protons in Au+Au collisions at $\sqrt{s_{NN}} $= 54.4 GeV in STAR","Fan, Shaoqiu",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shaoqiu', 'last_name': 'Fan', 'fullName': 'Fan, Shaoqiu', 'id': '4672502', 'affiliation': 'Central China Normal University', 'emailHash': None, 'db_id': 4672502, 'person_id': 4761716}"
Poster Session,poster,Development of a Muon Chamber System at the CBM Experiment at FAIR,"chattopadhyay, subhasis",Variable Energy Cyclotron Centre,India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'subhasis', 'last_name': 'chattopadhyay', 'fullName': 'chattopadhyay, subhasis', 'id': '4554318', 'affiliation': 'Variable Energy Cyclotron Centre', 'emailHash': 'b4525a6f573564dd04d0a81c7c13e39d', 'db_id': 4554318, 'person_id': 4587660}"
Poster Session,poster,STAR measurements on charge-dependent correlations at 27 GeV and implications on search for the Chiral Magnetic Effect at lower collision energies,"Choudhury, Subikash",Department of Atomic Energy (IN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Subikash', 'last_name': 'Choudhury', 'fullName': 'Choudhury, Subikash', 'id': '4672520', 'affiliation': 'Department of Atomic Energy (IN)', 'emailHash': '1232fc2ea1ece7d9ffee777e7bcfc1e1', 'db_id': 4672520, 'person_id': 4586132}"
Poster Session,poster,Event activity dependence of $\Upsilon$ production in p+p collisions at the STAR experiment,"Kosarzewski, Leszek",Czech Technical University in Prague,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leszek', 'last_name': 'Kosarzewski', 'fullName': 'Kosarzewski, Leszek', 'id': '4672553', 'affiliation': 'Czech Technical University in Prague', 'emailHash': 'bb42ec9d1bb6201de4f1540b57e2f058', 'db_id': 4672553, 'person_id': 4761747}"
Poster Session,poster,Centrality dependence of bottom and charm production at PHENIX,"Hachiya, Takashi",Nara Women's University and RIKEN,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takashi', 'last_name': 'Hachiya', 'fullName': 'Hachiya, Takashi', 'id': '4554345', 'affiliation': ""Nara Women's University and RIKEN"", 'emailHash': 'f893d36849d3988a5cf874997bf21b91', 'db_id': 4554345, 'person_id': 4585352}"
Poster Session,poster,Performance evaluation of sensor module for INTT at sPHENIX,"Suzuki, Ayaka",Nara Women's University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ayaka', 'last_name': 'Suzuki', 'fullName': 'Suzuki, Ayaka', 'id': '4554329', 'affiliation': ""Nara Women's University"", 'emailHash': '59601ead68010da8c66bc4f1bb83e256', 'db_id': 4554329, 'person_id': 4585340}"
