Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Heavy Flavor,parallel,Probe parton propagation in heavy-ion collisions with ALICE heavy-flavour measurements (remote),"Singh, Ravindra",Indian Institute of Technology  Indore (IN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ravindra', 'last_name': 'Singh', 'fullName': 'Singh, Ravindra', 'id': '7974412', 'affiliation': 'Indian Institute of Technology  Indore (IN)', 'emailHash': 'b9c0a45b25a0222a5b1f703a1d18775a', 'db_id': 7974412, 'person_id': 7681809}"
Heavy Flavor,parallel,Recent charmonium measurements in Pb-Pb collisions with ALICE (remote),"Bai, Xiaozhi",University of Science and Technology of China (USTC),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaozhi', 'last_name': 'Bai', 'fullName': 'Bai, Xiaozhi', 'id': '7974403', 'affiliation': 'University of Science and Technology of China (USTC)', 'emailHash': 'ec48eaac52badbcb87cef21b4a7100b0', 'db_id': 7974403, 'person_id': 7535772}"
Heavy Flavor,parallel,Bottom hadro-chemistry in $pp$ and PbPb collisions at the LHC (remote),"He, Min",Nanjing University of Science & Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Min', 'last_name': 'He', 'fullName': 'He, Min', 'id': '7818998', 'affiliation': 'Nanjing University of Science & Technology', 'emailHash': '809c07da00758e2c6acc07bb0b0ed912', 'db_id': 7818998, 'person_id': 7538753}"
Collective Dynamics,parallel,Anisotropic flow of identifed particles in Au + Au collisions at $\sqrt{s_{NN}}$ = 3.0 - 19.6 GeV (remote),"Liu, Zuowen",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zuowen', 'last_name': 'Liu', 'fullName': 'Liu, Zuowen', 'id': '7908861', 'affiliation': '', 'emailHash': '3b2df23e2c5ccb8dcf6fd680bc57698d', 'db_id': 7908861, 'person_id': 7559050}"
Critical Point,parallel,Spinodal enhancement of fluctuations in nucleus-nucleus collisions (remote),"Poberezhnyuk, Roman",Bogolubov Institute for Theoretical Physics,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roman', 'last_name': 'Poberezhnyuk', 'fullName': 'Poberezhnyuk, Roman', 'id': '7818932', 'affiliation': 'Bogolubov Institute for Theoretical Physics', 'emailHash': '15a8837c5d47f493400571225f8aa288', 'db_id': 7818932, 'person_id': 7498375}"
Critical Point,parallel,Baryon number fluctuations at high baryon density (remote),"Fu, Wei-jie",Dalian University of Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wei-jie', 'last_name': 'Fu', 'fullName': 'Fu, Wei-jie', 'id': '7818839', 'affiliation': 'Dalian University of Technology', 'emailHash': '648561d29eae7bffdaf1bfb71c6c7af5', 'db_id': 7818839, 'person_id': 7544838}"
Small Systems,parallel,Latest ALICE results on charm and beauty hadronization mechanisms in pp collisions (remote),"Zhu, Jianhui",INFN-Padova,China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jianhui', 'last_name': 'Zhu', 'fullName': 'Zhu, Jianhui', 'id': '7979460', 'affiliation': 'INFN-Padova', 'emailHash': 'a2c7c76f3b296dd847498e7896e2940a', 'db_id': 7979460, 'person_id': 7681810}"
New Theory,parallel,Sound of rigidly moving fluids: on linear waves in inhomogeneous equilibrium configurations (remote),"Shokri, Masoud","Goethe University, ITP",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masoud', 'last_name': 'Shokri', 'fullName': 'Shokri, Masoud', 'id': '7818874', 'affiliation': 'Goethe University, ITP', 'emailHash': '9931bbf824507435f6505164e4926e46', 'db_id': 7818874, 'person_id': 7553313}"
Chirality,parallel,Search for anomalous chiral effects in heavy-ion collisions with ALICE,"Wang, Chunzheng",Fudan University (CN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chunzheng', 'last_name': 'Wang', 'fullName': 'Wang, Chunzheng', 'id': '7908771', 'affiliation': 'Fudan University (CN)', 'emailHash': 'b812c6fece3d41ddda34bbf4596e70c3', 'db_id': 7908771, 'person_id': 7681654}"
EM Probes,parallel,Direct photon production and correlations in Pb--Pb collisions with ALICE,"Arata, Carolina",Centre National de la Recherche Scientifique (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carolina', 'last_name': 'Arata', 'fullName': 'Arata, Carolina', 'id': '7974740', 'affiliation': 'Centre National de la Recherche Scientifique (FR)', 'emailHash': 'ca7cdde97d814ccd45fe7fd027a91f07', 'db_id': 7974740, 'person_id': 7682290}"
Jets,parallel,Unveiling the Interplay of Multi-Partonic Structures and Strongly-Interacting Media via R-dependent Jet Modifications in Heavy-Ion Collisions (remote),"Mehtar-Tani, Yacine",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yacine', 'last_name': 'Mehtar-Tani', 'fullName': 'Mehtar-Tani, Yacine', 'id': '7819203', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'ccfab5687e96802d8cffe3401603ec08', 'db_id': 7819203, 'person_id': 7533614}"
Jets,parallel,Enhancement of baryon-to-meson ratios around jets as a signature of medium response (remote),"Qin, Guang-You",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guang-You', 'last_name': 'Qin', 'fullName': 'Qin, Guang-You', 'id': '7818941', 'affiliation': 'Central China Normal University', 'emailHash': '07d521d0766c2824bed3b66cdef7109a', 'db_id': 7818941, 'person_id': 7540410}"
Collective Dynamics,parallel,Light- and Hyper-Nuclei Collectivity in Au+Au Collisions at RHIC-STAR (remote),"Han, Chengdong",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chengdong', 'last_name': 'Han', 'fullName': 'Han, Chengdong', 'id': '7909004', 'affiliation': '', 'emailHash': '642603b391184e9594436ba51523b404', 'db_id': 7909004, 'person_id': 7560208}"
Collective Dynamics,parallel,"Local and global polarization of $\Lambda$ hyperons across RHIC-BES energies: The roles of spin hall effect, initial condition, and baryon diffusion (remote)","Wu, Xiang-Yu",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiang-Yu', 'last_name': 'Wu', 'fullName': 'Wu, Xiang-Yu', 'id': '7818890', 'affiliation': 'Central China Normal University', 'emailHash': '86ba83b4004044fb33d3bcec3ec6a55a', 'db_id': 7818890, 'person_id': 7551488}"
Heavy Flavor,parallel,Beam energy dependence of heavy flavor production in Au+Au collisions at STAR,"Wang, Yan",University of Science and Technology of China,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yan', 'last_name': 'Wang', 'fullName': 'Wang, Yan', 'id': '7974506', 'affiliation': 'University of Science and Technology of China', 'emailHash': 'a69b6cb33c5526a20285f20436bb1033', 'db_id': 7974506, 'person_id': 7535811}"
Initial State,parallel,Exploring electromagnetic field effects and constraining transport parameters of QGP using STAR BES II data,"DASH, ADITYA PRASAD",University of California Los Angeles,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'ADITYA PRASAD', 'last_name': 'DASH', 'fullName': 'DASH, ADITYA PRASAD', 'id': '7979371', 'affiliation': 'University of California Los Angeles', 'emailHash': '63dabcd30e6913b3d441795d75910e56', 'db_id': 7979371, 'person_id': 7792373}"
Jets,parallel,Measurements of the jet axis decorrelation and the groomed jet radius with photon-jet events in PbPb and pp collisions at the CMS experiment,"Taylor, Molly",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Molly', 'last_name': 'Taylor', 'fullName': 'Taylor, Molly', 'id': '7862971', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '565554c608a0e24c3d70b08534bf52c7', 'db_id': 7862971, 'person_id': 7690217}"
Chirality,parallel,Search for the Chiral Magnetic and Vortical Effects Using Event Shape Variables in Au+Au Collisions at STAR,"XU, ZHIWAN",Los Alamos National Laboratory,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'ZHIWAN', 'last_name': 'XU', 'fullName': 'XU, ZHIWAN', 'id': '7869955', 'affiliation': '', 'emailHash': 'c33e94fe045b85bb4d13d7f1eaa46688', 'db_id': 7869955, 'person_id': 7528224}"
Small Systems,parallel,Measurement of the sensitivity of two-particle correlations in pp collisions to the presence of hard scatterings,"Mohapatra, Soumya",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Soumya', 'last_name': 'Mohapatra', 'fullName': 'Mohapatra, Soumya', 'id': '7979480', 'affiliation': 'Columbia University (US)', 'emailHash': '098f3c097bb6400e64dd2de0d2eee4aa', 'db_id': 7979480, 'person_id': 7681206}"
Small Systems,parallel,Insights on strange quark hadronization measuring (multi)strange hadron production in small collision systems with ALICE,"Pucillo, Sara",Universita e INFN Torino (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sara', 'last_name': 'Pucillo', 'fullName': 'Pucillo, Sara', 'id': '7979479', 'affiliation': 'Universita e INFN Torino (IT)', 'emailHash': '8ac2b7452f4aa2a7aaca10f536c3ac49', 'db_id': 7979479, 'person_id': 7681780}"
Small Systems,parallel,"ATLAS measurement of mean momentum fluctuations and correlations with the flow in pp, Xe-Xe, and Pb-Pb","Bold, Tomasz","AGH Univ. of Science and Technology, Krakow (PL)",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tomasz', 'last_name': 'Bold', 'fullName': 'Bold, Tomasz', 'id': '7886223', 'affiliation': 'AGH Univ. of Science and Technology, Krakow (PL)', 'emailHash': 'c86400decf25d81fa6a9e609c133e417', 'db_id': 7886223, 'person_id': 7681213}"
Small Systems,parallel,Multiplicity Dependence of Strange Hadron Production in Small Systems using the STAR detector,"Aggarwal, Ishu",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ishu', 'last_name': 'Aggarwal', 'fullName': 'Aggarwal, Ishu', 'id': '7979459', 'affiliation': '', 'emailHash': '5d4657fdf78d0a0f38a6f2eac5ffefe7', 'db_id': 7979459, 'person_id': 7534054}"
QCD at finite T and density,parallel,Temperature and Strong Magnetic Field Effects in Dense Matter,"Dexheimer, Veronica",Kent State Universtity,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Veronica', 'last_name': 'Dexheimer', 'fullName': 'Dexheimer, Veronica', 'id': '7818864', 'affiliation': 'Kent State Universtity', 'emailHash': '9bd7f2c37fb466a2fe123503230585d1', 'db_id': 7818864, 'person_id': 7531403}"
QCD at finite T and density,parallel,Equilibrium and Dynamical Properties of Hot and Dense Quark-Gluon matter from Holographic Black Holes,"Grefa, Joaquin",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joaquin', 'last_name': 'Grefa', 'fullName': 'Grefa, Joaquin', 'id': '7819091', 'affiliation': '', 'emailHash': '713b9a06a723d19a7601ca11ee5080cb', 'db_id': 7819091, 'person_id': 7543855}"
QCD at finite T and density,parallel,Microscopic encoding of macroscopic universality: How do the universal behaviors near the QCD transition arise from quarks and gluons?,"Petreczky, Peter",BNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Petreczky', 'fullName': 'Petreczky, Peter', 'id': '7819071', 'affiliation': 'BNL', 'emailHash': '9e86ae285689f7141a31c6ea60f4bdfd', 'db_id': 7819071, 'person_id': 7410258}"
QCD at finite T and density,parallel,Measurements of $\it p$-$\Lambda$ and $\it d$-$\Lambda$ correlations in Au+Au collisions from the fixed-target program at the STAR experiment,"Hu, Yu",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yu', 'last_name': 'Hu', 'fullName': 'Hu, Yu', 'id': '7979551', 'affiliation': '', 'emailHash': 'c4fca79b027aef690c22dc5168c01be8', 'db_id': 7979551, 'person_id': 7792530}"
QCD at finite T and density,parallel,Two-particle femtoscopy at the HADES experiment,"Grunwald, Mateusz",Warsaw Universty of Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mateusz', 'last_name': 'Grunwald', 'fullName': 'Grunwald, Mateusz', 'id': '7887467', 'affiliation': 'Warsaw Universty of Technology', 'emailHash': 'bbd3f3c69ad90c89eb9a91f90f0683cc', 'db_id': 7887467, 'person_id': 7543634}"
New Theory,parallel,The Black Hole CGC double copy: Computing gravitational radiation in close hyperbolic encounters of primordial Black Holes,"Venugopalan, Raju",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raju', 'last_name': 'Venugopalan', 'fullName': 'Venugopalan, Raju', 'id': '7819056', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'ba6ab8357d1d3fff7670ca11127b105c', 'db_id': 7819056, 'person_id': 7559942}"
New Theory,parallel,Isotropization of a longitudinally expanding plasma with the 2PI effective action,"Hauksson, Sigtryggur",IPhT - CEA,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sigtryggur', 'last_name': 'Hauksson', 'fullName': 'Hauksson, Sigtryggur', 'id': '7819051', 'affiliation': 'IPhT - CEA', 'emailHash': '99f708067fe82a022b8e3fcf6c5172c4', 'db_id': 7819051, 'person_id': 7538458}"
New Theory,parallel,Charge-dependent anisotropic flow in relativistic resistive magneto-hydrodynamic expansion,"Nonaka, Chiho",Nagoya University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chiho', 'last_name': 'Nonaka', 'fullName': 'Nonaka, Chiho', 'id': '7818962', 'affiliation': '', 'emailHash': 'fc355eb064b8b8f97137ef98a01e52ca', 'db_id': 7818962, 'person_id': 7560284}"
New Theory,parallel,Far-off-equilibrium early-stage dynamics in high-energy nuclear collisions,"Chattopadhyay, Chandrodoy",North Carolina State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chandrodoy', 'last_name': 'Chattopadhyay', 'fullName': 'Chattopadhyay, Chandrodoy', 'id': '7818965', 'affiliation': 'North Carolina State University', 'emailHash': '815cbb2200fce9e6652d29a63da945c9', 'db_id': 7818965, 'person_id': 7540088}"
New Theory,parallel,Studying exotic hadrons in high energy nuclear collisions,"Liao, Jinfeng",Indiana University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jinfeng', 'last_name': 'Liao', 'fullName': 'Liao, Jinfeng', 'id': '7819120', 'affiliation': '', 'emailHash': '83f6cd04fabc597b1565a1290a8015ab', 'db_id': 7819120, 'person_id': 7540278}"
Initial State,parallel,Probing initial state effects in nuclear collisions via jet and top quark measurements with the ATLAS detector,"Potepa, Patrycja Anna",AGH University of Krakow (PL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patrycja Anna', 'last_name': 'Potepa', 'fullName': 'Potepa, Patrycja Anna', 'id': '7979376', 'affiliation': 'AGH University of Krakow (PL)', 'emailHash': 'e94deba40c70fe51e247f31200f38039', 'db_id': 7979376, 'person_id': 7680346}"
Initial State,parallel,Assessing the deformed nuclear structure at various energy scales,"Singh, Pragya",University of Bielefeld,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pragya', 'last_name': 'Singh', 'fullName': 'Singh, Pragya', 'id': '7818868', 'affiliation': '', 'emailHash': '414dc680f4ed8c7547e38b2d91efad2c', 'db_id': 7818868, 'person_id': 7537751}"
Initial State,parallel,Event-by-event pre-equilibrium dynamics with conserved charges,"Dore, Travis",Universität Bielefeld,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Travis', 'last_name': 'Dore', 'fullName': 'Dore, Travis', 'id': '7819004', 'affiliation': 'Universität Bielefeld', 'emailHash': 'af73336ece10cf1cc68e36940d6f1284', 'db_id': 7819004, 'person_id': 7489776}"
Heavy Flavor,parallel,Quarkonium transport in weakly and strongly coupled plasmas,"Scheihing Hitschfeld, Bruno Sebastian",Massachusetts Institute of Technology,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bruno Sebastian', 'last_name': 'Scheihing Hitschfeld', 'fullName': 'Scheihing Hitschfeld, Bruno Sebastian', 'id': '7818916', 'affiliation': 'Massachusetts Institute of Technology', 'emailHash': 'a60e3ce19dcf8787b237247575886e6e', 'db_id': 7818916, 'person_id': 7542995}"
Heavy Flavor,parallel,T-matrix Analysis of Static Wilson Line Correlators from Lattice QCD at Finite Temperature,"Tang, Zhanduo",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhanduo', 'last_name': 'Tang', 'fullName': 'Tang, Zhanduo', 'id': '7819021', 'affiliation': '', 'emailHash': '1bde4fdd4f3dbec0c2ea61ba77d1a4fb', 'db_id': 7819021, 'person_id': 7559309}"
Heavy Flavor,parallel,Studies of the relative suppression of excited quarkonium states in pPb collisions with CMS,"Kukral, Ota",University of California Davis (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ota', 'last_name': 'Kukral', 'fullName': 'Kukral, Ota', 'id': '7979357', 'affiliation': 'University of California Davis (US)', 'emailHash': '17610e1a86162e1c3ce0040e51ba968a', 'db_id': 7979357, 'person_id': 7690233}"
Heavy Flavor,parallel,Heavy-flavor jet substructure for probing the flavour dependences of QCD parton showers with ALICE,"Zardoshti, Nima",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nima', 'last_name': 'Zardoshti', 'fullName': 'Zardoshti, Nima', 'id': '7979356', 'affiliation': 'CERN', 'emailHash': '70b5b1e46f746f7d89856f34404d2890', 'db_id': 7979356, 'person_id': 7563328}"
Heavy Flavor,parallel,Measurements of prompt and nonprompt $\mathrm{D}^{0}$ mesons production and collective flow with CMS at 5.02 TeV,"Stojanovic, Milan",Purdue University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Milan', 'last_name': 'Stojanovic', 'fullName': 'Stojanovic, Milan', 'id': '7979350', 'affiliation': 'Purdue University (US)', 'emailHash': '18962bc9a433eacfeceb4863e440d6f6', 'db_id': 7979350, 'person_id': 7690232}"
QCD at finite T and density,parallel,Interferometry in a Moat Regime,"Rennecke, Fabian",Justus Liebig University Giessen,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fabian', 'last_name': 'Rennecke', 'fullName': 'Rennecke, Fabian', 'id': '7819106', 'affiliation': '', 'emailHash': '5b82f824ada910b2cb1a923fb546899c', 'db_id': 7819106, 'person_id': 7495487}"
QCD at finite T and density,parallel,"Influence of baryon number, strangeness, and electric charge fluctuations on spectra and collective flow at the LHC","Almaalol, Dekrayat",University of Illinois Urbana-Champaign,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dekrayat', 'last_name': 'Almaalol', 'fullName': 'Almaalol, Dekrayat', 'id': '7819006', 'affiliation': 'University of Illinois Urbana-Champaign', 'emailHash': '6fe846f8d50dae158967afe32183d16f', 'db_id': 7819006, 'person_id': 7558566}"
QCD at finite T and density,parallel,QCD material parameters at zero and non-zero chemical potential from the lattice,"Clarke, David",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Clarke', 'fullName': 'Clarke, David', 'id': '7818815', 'affiliation': '', 'emailHash': '3e6e1fd7aec5118ed4739fd668386b95', 'db_id': 7818815, 'person_id': 7541748}"
QCD at finite T and density,parallel,Finite volume effects near the chiral crossover,"Kara, Ruben",University of Wuppertal,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ruben', 'last_name': 'Kara', 'fullName': 'Kara, Ruben', 'id': '7819046', 'affiliation': '', 'emailHash': 'dc3bda9cb98cc7bfbc4665a6fdca73b1', 'db_id': 7819046, 'person_id': 7538777}"
Initial State,parallel,Multi-scale Imaging of Nuclear and Proton Geometries,"Zhao, Wenbin",Wayne State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wenbin', 'last_name': 'Zhao', 'fullName': 'Zhao, Wenbin', 'id': '7818893', 'affiliation': 'Wayne State University', 'emailHash': 'd7c97d9905431bd6fb24238632d469a9', 'db_id': 7818893, 'person_id': 7505912}"
Initial State,parallel,Thermalization and quark production in spatially homogeneous system of gluons,"Barrera Cabodevila, Sergio",Instituto Galego de Física de Altas Enerxías (IGFAE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sergio', 'last_name': 'Barrera Cabodevila', 'fullName': 'Barrera Cabodevila, Sergio', 'id': '7979237', 'affiliation': 'Instituto Galego de Física de Altas Enerxías (IGFAE)', 'emailHash': 'e966627ae2e7edd875963417ade86f8f', 'db_id': 7979237, 'person_id': 7792265}"
Initial State,parallel,Measurement of dijet production in UPC with the ATLAS detector,"Gilbert, Benjamin Jacob",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin Jacob', 'last_name': 'Gilbert', 'fullName': 'Gilbert, Benjamin Jacob', 'id': '7979234', 'affiliation': 'Columbia University (US)', 'emailHash': '0bd89537020059e564b15d056a1b4706', 'db_id': 7979234, 'person_id': 7680330}"
Initial State,parallel,Search for evidence of the baryon junction in photonuclear processes and heavy-ion collisions at STAR,"Tsang, Chun Yuen",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun Yuen', 'last_name': 'Tsang', 'fullName': 'Tsang, Chun Yuen', 'id': '7979232', 'affiliation': 'Kent State University', 'emailHash': '2bf4419c5b9b7e8fc705faadb1262372', 'db_id': 7979232, 'person_id': 7792255}"
