Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session,poster,Photoproduction of e$^{+}$e$^{-}$  in peripheral isobar collisions,"Lin, Shuo",Brookhaven National Laboratory,United States,"We investigate the photoproduction of di-electrons in peripheral collisions of $^{96}_{44}$Ru+$^{96}_{44}$Ru and $^{96}_{40}$Zr +$^{96}_{40}$Zr at 200 GeV. With the charge and mass density distributions given by the calculation of the density functional theory, we calculate the spectra of transverse momentum, invariant mass and azimuthal angle for di-electrons at 40-80% centrality. The ratios of these spectra in Ru+Ru collisions over to Zr+Zr collisions are shown to be smaller than (44/40)$^4$ (the ratio of Z$^4$ for Ru and Zr) at low transverse momentum. The deviation arises from the different mass and charge density distributions in Ru and Zr. So the photoproduction of di-leptons in isobar collisions may provide a new way to probe the nuclear structure.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shuo', 'last_name': 'Lin', 'fullName': 'Lin, Shuo', 'id': '7824403', 'affiliation': '', 'emailHash': 'd5d1fdcc522a2e611f8eb319a6d5da2a', 'db_id': 7824403, 'person_id': 7559676}"
Poster Session,poster,Helicity polarization and vorticity contribution to the spin alignment in hydrodynamic approaches,"Yi, Cong",University of Science and Technology of China,Unknown,"We investigate the hydrodynamic helicity polarization of Λ hyperons, defined as the projection of the spin polarization vector along the directions of particle momenta, at RHIC-BES energies by utilizing the relativistic (3+1)D CLVisc hydrodynamics framework with SMASH initial conditions. As opposed to local spin polarization at high energy collisions, our hydrodynamic simulations demonstrate that the helicity polarization induced by the kinetic vorticity dominates over other contributions at intermediate and low collision energies. Our findings provide an opportunity to probe the fine structure of local kinetic vorticity as a function of azimuthal angle at intermediate and low collision energies by mapping our predictions to the future measurements in experiments. In addition, we also study the vorticity contribution to 00 component of the spin density matrix for final $\phi$ mesons $\overline{\rho}_{00}^{\phi}$.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cong', 'last_name': 'Yi', 'fullName': 'Yi, Cong', 'id': '7824467', 'affiliation': '', 'emailHash': '6fc407999d085cead5657d78a1f511f1', 'db_id': 7824467, 'person_id': 7551489}"
Poster Session,poster,Characterising collectivity with virtual photons at HADES,"Schild, Niklas",TU Darmstadt,Unknown,"Electromagnetic probes have been established as promising tools to study early times in the collision system of maximum temperature and density.

In this contribution, a focus is set on the investigation of collective observables. Namely, the directed flow $v_1$, elliptic flow $v_2$ as well as the radial flow of virtual photons are measured. After the isolation of the thermal contribution, a systematic study as a function of the invariant mass may allow unique insights into the time evolution of the systems collectivity. 

The analysis is based on Ag+Ag collisions collected at the High-Acceptance-DiElectron-Spectrometer (HADES) at $\sqrt{s_{NN}}=2.55$ GeV and $\sqrt{s_{NN}}=2.42$ GeV. Therefore, the created matter is characterised by high baryon densities and moderate temperatures, similar to neutron star mergers, and serves as an important reference to deliver constraints to the equation of state.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Niklas', 'last_name': 'Schild', 'fullName': 'Schild, Niklas', 'id': '7886298', 'affiliation': '', 'emailHash': '33a939eea5b4718d608646ef5c4f9ae7', 'db_id': 7886298, 'person_id': 7559726}"
Poster Session,poster,Light Nuclei Production in Au+Au Collisions at √sNN = 14.6 and 19.6 GeV from RHIC BES-II,"Jin, Yixuan",Central China Normal University,Unknown,"In high-energy nuclear collisions, the light nuclei production is sensitive to the temperature and density of the system at freeze-out. It is also predicted to be sensitive to local baryon density fluctuations and can be used to probe the QCD phase transition. The second phase of Beam Energy Scan (BES-II) program at RHIC was completed in 2021. The high-statistics data recorded by the STAR experiment provide a unique opportunity to carry out high-precision measurements on the light nuclei production.
    In this poster, we will report the results of the centrality and transverse momentum dependence of proton($\mathrm{p}$), deuteron($\mathrm{d}$) and $^{3}\mathrm{He}$ production in Au+Au collisions at $\sqrt{s_{\mathrm{NN}}}$  =  14.6 and 19.6 GeV measured by the STAR experiment. We will also present the centrality dependence of coalescence parameters ($\mathrm{B_2(d)}$ and $\mathrm{B_{3}(^{3}He)}$) and particle ratios ($\mathrm{N_{d}/N_{p}}$ and $\mathrm{N_{^{3}\mathrm{He}}/N_{p}}$), and discuss their physics implications.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yixuan', 'last_name': 'Jin', 'fullName': 'Jin, Yixuan', 'id': '7824292', 'affiliation': 'Central China Normal University', 'emailHash': '48b8e6b654293eb9dc4f18dc9859a413', 'db_id': 7824292, 'person_id': 7559744}"
Poster Session,poster,Hydrodynamic theories for a system of classical weakly self-interacting ultra-relativistic scalar particles,"Soares Rocha, Gabriel",Unknown,Unknown,"Relativistic hydrodynamics has been widely employed in high energy nuclear physics, with applications in heavy-ion collisions, neutron star mergers and coalescing matter in black holes [1]. Due to the acausality and instability of relativistic Navier-Stokes (NS) theory [2], one usually employs Israel-Stewart-like (IS) formulations of fluid dynamics [3] in which the constitutive relations for the dissipative currents are replaced by relaxation type equations. This comes at the expense of a more complex structure of the partial differential equations being solved, which renders the assessment of features of solutions in the non-linear regime very intricate. More recently, the Bemfica-Disconzi-Noronha-Kovtun (BDNK) theory has emerged [4], where theorems for causality, linear stability and existence of solutions can be rigorously established, but unconventional matching conditions are required. For all of the aforementioned theories, transport coefficients play a fundamental role. However, their computation is usually a very non-trivial task, even in the context of Kinetic Theory. We show that this difficulty can be circumvented for a system composed of classical ultra-relativistic scalar particles weakly interacting via a quartic potential. Then, the specific form of the cross-section [5] allows for the computation of transport coefficients without approximations beyond the power-counting scheme of the corresponding hydrodynamic theory. In this contribution, we calculate all transport coefficients of NS, BDNK and IS theories and demonstrate, in a Bjorken flow scenario, that NS and BDNK theories are pathological for large gradients and thus cannot be used to describe the early stages of heavy ion collisions. For BDNK and IS theories, attractor solutions are also analyzed.

[1] W. Florkowski. Lect.Not. Phys. 999, 63-85, 2022; M. Chabanov et al.. Mon. Not. Roy. Astron. Soc., 505(4):5910–5940, 2021

[2] G. Pichon. Ann. de l’IHP Phys. th., vol. 2, p. 21–85, 1965;
W. A. Hiscock and L. Lindblom. Ann. of Phys., 151(2):466–496, 1983;

[3] W. Israel and J. M. Stewart. Ann. Phys., 118:341–372, 1979; G. S. Denicol et al. Phys. Rev. D, 85:114047, 2012. [Erratum: Phys.Rev.D 91, 039902 (2015)]; 

[4] F.S. Bemfica et al. Phys. Rev. X, 12(2):021044, 2022; P. Kovtun. JHEP, 10:034, 2019

[5] G. S. Denicol and J. Noronha. arXiV:2209.10370","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gabriel', 'last_name': 'Soares Rocha', 'fullName': 'Soares Rocha, Gabriel', 'id': '7884796', 'affiliation': '', 'emailHash': '6047ffb0d1a6a9e5ad47580e68844a69', 'db_id': 7884796, 'person_id': 7559745}"
Poster Session,poster,Systematic study of energy loss in the QGP for various collision systems at PHENIX,"Hachiya, Takashi",Nara Women's University (JP),Unknown,"In studies of QGP, it has been observed that at high-energy heavy-ion (A$+$A) collisions, high-momentum particles with light and heavy flavors receive significant suppression. This indicates that particles lose their energies in QGP. One of the most important topics is to quantify the energy loss and to investigate the energy loss mechanism.
PHENIX measured the fractional momentum loss, $S_{loss}$, by comparing the inclusive spectra in A$+$A and $p+p$ collisions. To study the path length dependence in more detail, we extend the $S_{loss}$ measurement by comparing the in-plane and out-of-plane spectra using the azimuthal anisotropy v_2. Using the PHENIX data, we extract the updated Sloss in Au+Au, Cu+Au, and Cu+Cu collisions and systematically compare them.
In this poster, we will present the systematic comparison of the updated Sloss from various collision systems and discuss the energy loss mechanism.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takashi', 'last_name': 'Hachiya', 'fullName': 'Hachiya, Takashi', 'id': '7824424', 'affiliation': ""Nara Women's University (JP)"", 'emailHash': '01e34cf774c1b4e140ba69a415ad3de3', 'db_id': 7824424, 'person_id': 7558761}"
Poster Session,poster,Exploring thermoelectric Figure of Merit in  QCD medium with conserved charges,"Zhang, He-Xia",Central China Normal University,Unknown,"Exploring  thermoelectric Figure of Merit in QCD medium with conserved charges 

It is the goal of the RHIC BES program and the future FAIR, NICA facilities to produce baryon-rich matter.  In these low-energy HIC experiments,  diffusion processes of conserved charges play a vital role in  dynamic evolution of dense QCD matter.  Recently, thermoelectric effects such as Seebeck effect, which have been extensively studied in condensed matter materials, have also captured the attention of high-density HIC physics.  Thermoelectric Figure of Merit (ZT), which reflect strong couplings among electrical conductivity, thermal conductivity, Seebeck coefficient and temperature, can be used as a common benchmark to quantify the effeciency of meterial at heat-to-electricity conversion.

We focus on the ZT in hadronic phase, where the themoelectric transports of mutiple conserved charges (the baryon number, strangeness and electric charge) are fully considered.  The different transport coefficients matrices are estimated using the Boltzmann kinetic theory in Hardron Resonance Gas model with and without repulsive mean field effect. We also study the  effect of magnetic field on ZT. Different to zero magnetic field, additional transverse ZT can appear at finite magnetic field, and we for the first time distinguish the calculation results of themoelectric coefficients in QCD medium under the adiabatic and isothermal condition.  Finally,  we establish the  relations between ZT and $\sqrt{s_{NN}}$ to better exhibit the thermoelectric properties of QCD medium at different collision energies.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'He-Xia', 'last_name': 'Zhang', 'fullName': 'Zhang, He-Xia', 'id': '7824526', 'affiliation': '', 'emailHash': '94d4428c9ab9f360d0895655c4dcb4b4', 'db_id': 7824526, 'person_id': 7559112}"
Poster Session,poster,Event-by-event local multiplicity fluctuations in charged particle production at the LHC energies with ALICE,"Gupta, Ramni",University of Jammu (IN),Unknown,"A hot and dense system formed in heavy-ion collisions can be characterized by studying the scaling behavior of the spatial distributions of the produced particles. In this contribution, we present intermittency analysis of the normalized factorial moments ($F\rm{_{q}}$) of the multiplicity distributions of the charged particles produced in Pb--Pb collisions as a function of phase-space resolution. The spatial configurations of the charged particles in two-dimensional ($\eta,\varphi$) phase space are investigated. For a system with scale-invariant dynamical fluctuations due to the characteristic critical behavior near the phase transition, the $F\rm{_{q}}$ exhibits power-law growth with increasing phase-space resolution, which is a signature of self-similar fluctuations and the fractal structure of the system. The dependence of the fractal dimension $D_{q}$ on the order parameter $q$ is indicative of the multifractal nature of the system. By relating the $q^{\rm{th}}$-order $F\rm{_{q}}$ to the normalized second-order factorial moment ($F\rm{_{2}}$), we extract the scaling exponent ($\nu$), which provides information about the order of the phase transition in the framework of the Ginzburg-Landau theory. The first results of the intermittency analysis show the presence of scale-invariant fluctuations, the multifractal nature of the system, and that $\nu$ is independent of $p\rm{_{T}}$ in the soft $p\rm{_{T}}$ region. The measurements are also compared with the corresponding results from the AMPT and HIJING models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ramni', 'last_name': 'Gupta', 'fullName': 'Gupta, Ramni', 'id': '7824417', 'affiliation': 'University of Jammu (IN)', 'emailHash': 'a2ed4fae7ac72b0459524b843589b84e', 'db_id': 7824417, 'person_id': 7559216}"
Poster Session,poster,Exploring the origin of $[p_\mathrm{T}]$ fluctuations in ultra-central heavy ion collisions: Higher order $[p_\mathrm{T}]$ correlations in ATLAS,"Bhatta, Somadutta",Stony Brook University (US),USA,"The thermal fluctuations in the QGP medium formed in heavy ion collisions present themselves as event-wise $[p_\mathrm{T}]$ fluctuations in the final state. Recent studies have shown that the average and higher-order fluctuations of $[p_\mathrm{T}]$ in ultra-central collisions are sensitive to radial flow, random thermal motion, and nuclear deformation, and can provide constraints on the extent of thermalization of the QGP droplet. This talk presents new precise measurements of $[p_\mathrm{T}]$ cumulants up to 3rd order in $^{129}$Xe+$^{129}$Xe and $^{208}$Pb+$^{208}$Pb collisions. The multiplicity dependence of $[p_\mathrm{T}]$ cumulants show deviations from expected power-law behavior. The average $\left\langle[p_\mathrm{T}]\right\rangle$ shows a non-trivial rise in the ultra-central collisions, whereas the variance shows a clear and sharp drop in ultra-central collisions. The skewness, expected to be more sensitive towards higher $p_\mathrm{T}$ particles, also shows a non-trivial increase in ultra-central collisions. All observables also show a clear dependence on the $p_\mathrm{T}$ ranges in consideration and the centrality estimator used in the analysis. These results have strong implications for understanding the impacts of the initial condition, medium thermalization, and medium properties on final state $[p_\mathrm{T}]$ fluctuations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Somadutta', 'last_name': 'Bhatta', 'fullName': 'Bhatta, Somadutta', 'id': '7974123', 'affiliation': 'Stony Brook University (US)', 'emailHash': '3f48a935c036f20fc74d145d39711304', 'db_id': 7974123, 'person_id': 7547598}"
Poster Session,poster,Model study on bottomonia modification in small collision systems,"Lim, Sanghoon",Pusan National University (KR),USA,"Quarkonia have been long considered as key features in heavy ion collision to study the properties of the quark-gluon plasma. One of the key signatures is the sequential yield suppression for different quarkonium states in nucleus-nucleus (A+A) collisions compared to p+p collisions following the ordering of their binding energies. Moreover, sequential yield modification has also been observed in small collision systems such p+Au and p+Pb collisions. Theoretical models consider dissociation and regeneration effects to describe these experimental results, whereas the additional suppression of excited states in small systems is considered to be beyond initial-state effects which is premature to claim for any hot medium effect. To quantitatively test and disentangle such hot medium effects, a model study is performed in various small collision systems such as p+p, p+Pb, p+O, and O+O collisions for $\Upsilon(nS)$ production. In this model, we incorporate a theoretical calculation of hot in-medium effects for $\Upsilon(nS)$ states into a Monte Carlo simulation to more realistically probe the medium produced in heavy ion collisions with event-by-event initial collision geometry and hydrodynamical evolution. The theory calculation considers gluo-dissociation and inelastic parton scattering for dissociation and their inverse reaction for regeneration and reasonably describes the modification of $\Upsilon(1S)$ in Pb+Pb collisions. In this work (Phys. Rev. C 107, 054905 (2023)), we quantify the nuclear modification factor of $\Upsilon(nS)$ as a function of charged particle multiplicity ($dN_{ch}/d\eta$) and transverse momentum. We also calculate the elliptic flow of $\Upsilon(nS)$ in small collision systems. The results are compared with existing experimental results and discussed in terms of prospects for the upcoming LHC oxygen ion run.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sanghoon', 'last_name': 'Lim', 'fullName': 'Lim, Sanghoon', 'id': '7884882', 'affiliation': 'Pusan National University (KR)', 'emailHash': 'd1bcc0436fe87a6aed203ab2660e07cc', 'db_id': 7884882, 'person_id': 7537670}"
Poster Session,poster,Determination of total charm production cross-section in pp collisions at 5.02 TeV with the HonexComb project,"Sun, Jiayin","Universita e INFN, Cagliari",Unknown,"Studies of charm production in proton-proton ($pp$) collisions are essential to understand some of the most fundamental aspects of Quantum Chromodynamics. They also provide the baseline for interpretation of charm data from larger colliding systems. Over the last decade, the measurement of the production cross-sections of charm mesons and baryons in $pp$ collisions has been at the centre of a wide experimental effort at the Large Hadron Collider (LHC). These cross-sections were measured over a wide transverse momentum and rapidity coverage, thanks to the complementary kinematic acceptance of the different LHC experiments. In this study, the measurements of the charm hadrons $D^0$, $D^+$, $D_s^+$, $\Lambda_c^+$ and $\Xi_c^0$ performed by the ALICE, CMS and LHCb collaborations in $pp$ collisions at the centre-of-mass energy $\sqrt{s}=\rm 5.02$ TeV are combined in transverse momentum and rapidity, and, using the most recent theoretical calculations, are extrapolated to the full phase space to determine the total charm-quark production cross section $\sigma_{c\bar{c}}$. We will discuss the final result, which increases the existing tension between experimental data and fixed order calculations, together with comparisons to PYTHIA predictions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiayin', 'last_name': 'Sun', 'fullName': 'Sun, Jiayin', 'id': '7884866', 'affiliation': 'Universita e INFN, Cagliari', 'emailHash': 'd92122ddb053426167b500ee6a49edbb', 'db_id': 7884866, 'person_id': 7519653}"
Poster Session,poster,Investigation of initial state effects in p+Pb collisions at ATLAS via measurement of centrality dependence of dijet yields,"Longo, Riccardo",Univ. Illinois at Urbana Champaign (US),USA,"In this poster, we present the ATLAS measurement of the centrality dependence of the dijet per-event yield at center-of-mass energy 8.16 TeV in $p$+Pb collisions. The per-event yield of unfolded dijet pairs is presented in terms of kinematic variables that allow for full characterization of the partonic scattering system, i.e. the average $p_{\mathrm{T}}$ of the dijet, $p_{\mathrm{T,Avg}} = (p_{\mathrm{T,1}} + p_{\mathrm{T,2}})/2$, the boost of the dijet system, $y^{b} = (y^{\mathrm{CM}}_{1} + y^{\mathrm{CN}}_{2})/2$, and the half rapidity separation between the jets, $y^{\ast} = |y^{\mathrm{CM}}_{1} - y^{\mathrm{CM}}_{2}|/2$. Initial state effects are investigated by constructing central-to-peripheral ratios of dijet yields, $R_{\mathrm{CP}}$. We present $R_\mathrm{CP}$ results comparing central collisions with peripheral ones rescaled by the nuclear thickness function $T_{AB}$, in order to equalize the two based on pure geometrical expectations. The $R_\mathrm{CP}$ shows a clear dependence on the Bjorken-$x$ of the parton extracted from the proton in the hard-scattering, $x_\mathrm{p}$, while no clear trend is observed while displaying the results as a function $x_\mathrm{Pb}$. These results will help in understanding the implications introduced by the initial state kinematics in $p$+Pb collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Riccardo', 'last_name': 'Longo', 'fullName': 'Longo, Riccardo', 'id': '7912805', 'affiliation': 'Univ. Illinois at Urbana Champaign (US)', 'emailHash': '12e8c0747257bc0871d48f51fda98ab6', 'db_id': 7912805, 'person_id': 7709267}"
Poster Session,poster,Measurements of azimuthal anisotropy of charged particles in Pb+Pb collisions with the ATLAS detector,"Wang, Xiaoning",Univ. Illinois at Urbana Champaign (US),USA,"The initial QGP geometry of the quark-gluon plasma (QGP) is manifested as azimuthal anisotropy in final state particles of a nuclear collision in the plane transverse to the beam direction. This study measures the Fourier coefficients $v_{2}$ and higher order harmonics of charged particle distribution in Pb+Pb collisions at $\sqrt{s_{\mathrm{NN}}}=5.02$ TeV with 2018 data collected by the ATLAS experiment. The measurements utilize the scalar product method and multiparticle cumulants method to probe momentum dependence of response to initial-state fluctuations. With improved statistics, the 2018 data provides an opportunity to explore higher momentum regimes and higher order harmonics than current measurements and a deeper understanding of the role of fluctuations. The results are compared with existing measurements for charged particles and jets and will provide new information about the path length dependence of jet quenching.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaoning', 'last_name': 'Wang', 'fullName': 'Wang, Xiaoning', 'id': '7912806', 'affiliation': 'Univ. Illinois at Urbana Champaign (US)', 'emailHash': '24d2b0a5cd1b00f1ab3c118c12214471', 'db_id': 7912806, 'person_id': 7548137}"
Poster Session,poster,$\mathrm{K^{0}_S}$ and $\Lambda$ ($\bar{\Lambda}$) two-particle femtoscopic correlations in PbPb collisions with the CMS experiment,"Murray, Michael",The University of Kansas (US),USA,"Two-particle correlations are presented for $\mathrm{K^{0}_S}$, $\Lambda$, and $\bar{\Lambda}$ strange hadrons as a function of relative momentum in lead-lead (PbPb) collisions at a nucleon-nucleon center-of-mass energy of 5.02 TeV with data samples collected by the CMS experiment. These correlations are sensitive to quantum statistics and to final-state interactions between particles. The $\Lambda\Lambda$ femtoscopic correlation is measured for the first time in PbPb collisions. It is seen that the shape of the correlation distributions varies largely for different particle pair species, revealing the effect of the strong final-state interaction in each case. The source size extracted from the $\mathrm{K^{0}_S}\mathrm{K^{0}_S}$ correlations is found to decrease from 4 to 1 fm in going from central to peripheral collisions. Strong interaction scattering parameters (i.e. scattering length and effective range) are determined from the $\Lambda\mathrm{K^{0}_S}$ and $\Lambda\Lambda$ (including their charge conjugates) correlations using the Lednicky--Lyuboshitz model and are compared to theoretical and other experimental results.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Murray', 'fullName': 'Murray, Michael', 'id': '7886262', 'affiliation': 'The University of Kansas (US)', 'emailHash': '8f75899199011d39b28025ed4bff7cf2', 'db_id': 7886262, 'person_id': 7563292}"
Poster Session,poster,Two-particle azimuthal correlations in events with large rapidity gaps in pPb collisions recorded by CMS at 8.16 TeV,"Leon Coello, Moises David",Universidad de Sonora (MX),Unknown,"We present a new study of two-particle correlations as extracted with the CMS experiment in 8.16 TeV proton-lead (pPb) events with large rapidity gaps in the proton going region. Recent comparisons of the cross sections of such events measured in CMS as a function of the rapidity gaps (i.e., regions devoid of any particle activity) with several generators suggest that such events have contributions from electromagnetic, diffractive, and nondiffractive processes. Such interactions provide unique initial conditions with multiplicity lower than in proton-proton and pPb systems but comparable with $\gamma$-proton, electron-electron, and electron-proton systems. Two-particle and single-particle Fourier coefficients $V_{n\Delta}$ (n$=$2,3) and $v_{2} = \sqrt{V_{n\Delta}}$, respectively, of the azimuthal distributions of charged particles are presented. The Fourier coefficients are presented in ranges of event multiplicity and particle transverse momentum, and are compared to Monte-Carlo simulations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Moises David', 'last_name': 'Leon Coello', 'fullName': 'Leon Coello, Moises David', 'id': '7886261', 'affiliation': 'Universidad de Sonora (MX)', 'emailHash': 'da99e399646e15492ecb4fd5d19bed77', 'db_id': 7886261, 'person_id': 7709333}"
Poster Session,poster,Systematics of Hidden and Open Strangeness Production in Few GeV Heavy Ion Collisions,"Kohls, Marvin",GSI Helmholtzzentrum für Schwerionenforschung GmbH,Unknown,"Investigating strangeness production and propagation in heavy-ion collisions in the few GeV energy regime is a sensitive tool for studying the microscopic structure of nuclear matter at high baryo-chemical potential. 
In this contribution, we present preliminary results on the production of strange hadrons from a total of $3\times10^9$ most active Ag(1.58$A$ GeV)+Ag events recorded with HADES in 2019 and compare their spectra and extracted multiplicities with results obtained from statistical hadronization models with different parameterizations. Special attention is paid to the comparison between different canonical descriptions in the context of strangeness suppression.

With respect to this, the $\phi(1020)$/$\Xi^-$- and $\phi(1020)$/$K^-$-ratios are utilized to test the consistency of the corresponding models in describing their relative yields. The significant softening of the $K^-$ transverse spectra due to the $\phi(1020)$ feed-down is also discussed.

Furthermore, we discuss the centrality ($A_{part}$) dependence of strange-hadron multiplicities, which were found to follow a universal scaling for the collision system Au(1.23$A$ GeV)+Au.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marvin', 'last_name': 'Kohls', 'fullName': 'Kohls, Marvin', 'id': '7899147', 'affiliation': '', 'emailHash': 'c01cc4f0cdfc4a4b6f49a4c7602fb66b', 'db_id': 7899147, 'person_id': 7559272}"
Poster Session,poster,Probing particle production and transport at top LHC Run 3 energy with ALICE,"Gonzalez, Victor",Wayne State University (US),United States,"Two-particle number and transverse momentum correlations are sensitive probes of particle production and transport in AA collisions.  Their shape and strength are sensitive to the interplay of all production processes, and are further influenced by transport mechanisms, including longitudinal,  radial, and anisotropic flow.  However, the correlations are also sensitive to instrumental effects, including distortions associated with  space-charge effects in the Time Projection Chamber (TPC), to technical issues related to pile up rejection, suppression of contamination, and corrections for particle losses. It is thus a fundamental quality control for the ALICE data-taking machinery to perform analyses already completed and compare the results obtained with the new GEM readout, the new data-collecting machinery, and the new software framework, with those obtained with the prior TPC readout technology and overall scenario. 

In this contribution, two-particle number and transverse momentum correlations in different multiplicity classes of pp collisions at $\sqrt{s} = 13.6\;\text{TeV}$ recorded by ALICE during the Run 3 at the LHC are reported. The very large datasets obtained in Run 3 will provide for a significant reduction of statistical and systematic uncertainties and enable more differential analyses of these correlations based on more varied and selective kinematic criteria. Results will be compared with previous results from Run 1 and Run 2 which, apart from validating the new data-taking machinery, will shed light on the evolution of these correlators with collision energies.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Victor', 'last_name': 'Gonzalez', 'fullName': 'Gonzalez, Victor', 'id': '7824273', 'affiliation': 'Wayne State University (US)', 'emailHash': '38e26b6ef1cf3ba78457aa1eedad06b6', 'db_id': 7824273, 'person_id': 7559275}"
Poster Session,poster,The elliptic flow of (multi-)strange hadrons in Au + Au collisions at $\sqrt{s_{NN}}$ = 7.7 and 9.2 GeV from STAR,"Wang, Guoping",Central China Normal University,Unknown,"The elliptic flow ($v_{2}$) is the second harmonic coefficient in a Fourier expansion of the azimuthal distribution of produced particles with respect to the reaction plane. Strange hadrons, especially the multi-strange hadrons, are regarded as good probes for the early stages of the collision, as they freeze-out earlier and have smaller hadronic cross sections than light hadrons. Thus, a comparative study of various strange and multi-strange hadrons can help us study the medium properties and better explore the QCD phase structure.

In this poster, with datasets of the second phase of the RHIC Beam Energy Scan (BES-II), we will present the measurements of $v_{2}$ for $K^{0}_{S}$, $\Lambda$, $\bar{\Lambda}$, $\Xi^-$, $\bar{\Xi}^+$, $\Omega^-$, $\bar{\Omega}^+$, and $\phi$ mesons in Au + Au collisions at $\sqrt{s_{NN}}$ = 7.7 and 9.2 GeV using the STAR detector. The $v_{2}$ results will be shown as a function of transverse momentum and collision centrality. The number of constituent quarks (NCQ) scaling will be tested from central to peripheral collisions. The inferred information related to the QCD phase structure will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guoping', 'last_name': 'Wang', 'fullName': 'Wang, Guoping', 'id': '7824425', 'affiliation': '', 'emailHash': 'a9a4ac3f6bd80280d2f079d07fcb5864', 'db_id': 7824425, 'person_id': 7558767}"
Poster Session,poster,Measurement of the multiplicity dependence of $\Upsilon$ meson production in $p$+$p$ collisions at $\sqrt{s}$ = 510 GeV,"Ceska, Jakub",Czech Technical University in Prague,Unknown,"Measurements of $\Upsilon$ meson production in heavy-ion collisions allow the study of the properties of the quark-gluon plasma, such as in-medium modifications to the QCD force and the medium's thermodynamic properties. However, the quarkonium production mechanism is not completely understood even in vacuum, which is of great interest on its own and could also have significant consequences for interpreting $\Upsilon$ measurements in heavy-ion collisions.

In this poster, we present the latest measurements of $\Upsilon$ meson production via the dielectron channel in $p$+$p$ collisions at $\sqrt{s}$ = 510 GeV recorded by the STAR experiment in 2017. The transverse momentum and rapidity spectra of three $\Upsilon$ states combined will be shown. We will also measure the dependence of self-normalised $\Upsilon$ meson yield on self-normalised charged particle multiplicity to probe the interplay between soft and hard processes. The presented analysis utilises a data sample with a significant increase in statistics compared to previous measurements, which results in improved precision and extended multiplicity reach.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jakub', 'last_name': 'Ceska', 'fullName': 'Ceska, Jakub', 'id': '7824361', 'affiliation': '', 'emailHash': 'd16be691ab90809fec46b35c16331213', 'db_id': 7824361, 'person_id': 7558778}"
Poster Session,poster,A unified picture for dilute-dense dynamics in nuclear medium,"Fu, Yu",Duke university,USA,"We elucidate the relationship between Color Glass Condensate (CGC) and Higher-twist (HT) formalisms at the level of physical observables by studying the direct photon production in proton-nucleus collisions. The CGC effective theory and the HT factorization theorem are two established formalisms that describe multiple scatterings of quarks and gluons in nuclear media within Quantum Chromodynamics (QCD). These formalisms have distinct domains of validity in kinematic regions. Going beyond the shock wave approximation and considering the Landau-Pomeranchuk-Migdal effect, which arises from the interference of initial- and final-state scatterings, we show for the first time that CGC and HT formalisms can be unified to describe the same physics in the transition region where they overlap. This unified picture provides a framework for understanding the QCD dynamics in the transition from dilute to dense nuclear matter, paving the way for mapping out the QCD evolution phase diagram of nuclear medium from dilute to dense region. This study highlights the importance of sub-eikonal phases in accurately describing multiple scatterings in nuclear media and sheds new light on the interplay between HT and CGC formalisms.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yu', 'last_name': 'Fu', 'fullName': 'Fu, Yu', 'id': '7884801', 'affiliation': 'Duke university', 'emailHash': '46b5fc6a35209bc0589d0e568a30f7d7', 'db_id': 7884801, 'person_id': 7558786}"
