Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Parallel 5C: High pt and Jets (Chair B. Cole),parallel,Charged particle spectra and nuclear modification factor in lead-lead collisions at 2.76 TeV with the ATLAS detector at the LHC.,"Balek, Petr",Charles University (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Petr', 'last_name': 'Balek', 'fullName': 'Balek, Petr', 'id': '314621', 'affiliation': 'Charles University (CZ)', 'emailHash': 'f748d185730431f6552dd03ccc33f0f4', 'db_id': 314621, 'person_id': 343383}"
Parallel 6E: Initial State and p-A (Chair E. Wang),parallel,Drell-Yan Lepton-Pair-Jet Correlation in pA collisions,"Zaslavsky, David",Penn State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Zaslavsky', 'fullName': 'Zaslavsky, David', 'id': '315384', 'affiliation': 'Penn State University', 'emailHash': '3e58fbd15aef8548869812c14b37c3b1', 'db_id': 315384, 'person_id': 343867}"
Parallel 3B: Jets (Chair S. Mioduszewski),parallel,Jet fragmentation and jet properties in 2.76 TeV Pb+Pb collisions using the ATLAS Detector at LHC,"Rybar, Martin",Charles University (CZ),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Rybar', 'fullName': 'Rybar, Martin', 'id': '315482', 'affiliation': 'Charles University (CZ)', 'emailHash': 'b3e6c12fabc90ce0a37121aa6f8b6912', 'db_id': 315482, 'person_id': 343921}"
Parallel 7A: Heavy Flavor & Quarkonia (Chair F. Antinori),parallel,Measurement of the nuclear modification factor and v2 of electrons from heavy flavour decays in Pb-Pb collisions at 2.76 TeV with ALICE,"Sakai, Shingo",Lawrence Berkeley National Lab. (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shingo', 'last_name': 'Sakai', 'fullName': 'Sakai, Shingo', 'id': '315474', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': 'b42b070992d0392eba653f0fda2d0ce0', 'db_id': 315474, 'person_id': 343917}"
Parallel 6E: Initial State and p-A (Chair E. Wang),parallel,Dijet Correlations in the Forward pA (eA) Collisions to Map the Phase Structure of Cold Nuclei Matter at Small-x,"Yuan, Feng",LBNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Feng', 'last_name': 'Yuan', 'fullName': 'Yuan, Feng', 'id': '314512', 'affiliation': 'LBNL', 'emailHash': '8722d6734fa18d166280860fc5acb4d3', 'db_id': 314512, 'person_id': 343199}"
Parallel 6A: Heavy Flavor & Quarkonia (Chair Y. Akiba),parallel,Measurement of the D meson elliptic flow in Pb-Pb collisions at 2.76 TeV with ALICE.,"Caffarri, Davide",Universita e INFN (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Davide', 'last_name': 'Caffarri', 'fullName': 'Caffarri, Davide', 'id': '315125', 'affiliation': 'Universita e INFN (IT)', 'emailHash': 'd7380206f8a776a0999dd1b165dbeb33', 'db_id': 315125, 'person_id': 343707}"
Parallel 1A: Global & Collective Dynamics (Chair U. Heinz),parallel,Non-linear anisotropic flow  with ideal and viscous hydrodynamics,"Yan, Li",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yan', 'fullName': 'Yan, Li', 'id': '314369', 'affiliation': 'Stony Brook University', 'emailHash': '995d08201cdc49cbb8230bea56fea991', 'db_id': 314369, 'person_id': 343201}"
Parallel 1C: Correlations & Fluctuations (Chair J. Schukraft),parallel,Detailed HBT measurement with respect to event plane and collision energy in Au+Au collisions at PHENIX,"Niida, Takafumi for the PHENIX Collaboration",University of Tsukuba,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takafumi for the PHENIX Collaboration', 'last_name': 'Niida', 'fullName': 'Niida, Takafumi for the PHENIX Collaboration', 'id': '314296', 'affiliation': 'University of Tsukuba', 'emailHash': 'a6bcf2a7df71b01e46b5a5223d213055', 'db_id': 314296, 'person_id': 343130}"
Parallel 3B: Jets (Chair S. Mioduszewski),parallel,Jet structure in 2.76 TeV Pb–Pb collisions at ALICE,"Cunqueiro, Leticia",Unknown-Unknown-Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leticia', 'last_name': 'Cunqueiro', 'fullName': 'Cunqueiro, Leticia', 'id': '314469', 'affiliation': 'Unknown-Unknown-Unknown', 'emailHash': 'f2cc8c83b977683e72a6d7365c3fa513', 'db_id': 314469, 'person_id': 343261}"
Parallel 3A: Global & Collective Dynamics (Chair T. Kodama),parallel,Higher harmonics flow measurement of charged hadrons and electrons in wide kinematic range with PHENIX VTX tracker,"kurosawa, maki",RBRC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'maki', 'last_name': 'kurosawa', 'fullName': 'kurosawa, maki', 'id': '315029', 'affiliation': 'RBRC', 'emailHash': '55a4dc00afe13b9be8f74c0a0154425d', 'db_id': 315029, 'person_id': 343647}"
Parallel 6C: New Experimental Developments (Chair J. Stroth),parallel,Upgrade of the ALICE Experiment,"Peitzmann, Thomas",University of Utrecht (NL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thomas', 'last_name': 'Peitzmann', 'fullName': 'Peitzmann, Thomas', 'id': '314604', 'affiliation': 'University of Utrecht (NL)', 'emailHash': 'fa6d4704bb8c188dcb1e3f067664b343', 'db_id': 314604, 'person_id': 343373}"
Parallel 1D: Heavy Flavor & Quarkonia (Chair R. Granier de Cassagnac),parallel,Quarkonia production in the STAR experiment,"Trzeciak, Barbara",Warsaw University of Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara', 'last_name': 'Trzeciak', 'fullName': 'Trzeciak, Barbara', 'id': '314660', 'affiliation': 'Warsaw University of Technology', 'emailHash': '1789ffa4e52d0e12d6658662e7d46e6c', 'db_id': 314660, 'person_id': 343410}"
Parallel 6A: Heavy Flavor & Quarkonia (Chair Y. Akiba),parallel,D meson nuclear modification factors in Pb–Pb collisions at 2.76 TeV with the ALICE detector,"Grelli, Alessandro",University of Utrecht (NL),Netherlands,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alessandro', 'last_name': 'Grelli', 'fullName': 'Grelli, Alessandro', 'id': '314760', 'affiliation': 'University of Utrecht (NL)', 'emailHash': '8bd4f6a73d3452e757c13bd4c0b12cac', 'db_id': 314760, 'person_id': 343473}"
Parallel 6C: New Experimental Developments (Chair J. Stroth),parallel,The sPHENIX Barrel Upgrade: Jet Physics and Beyond,"Haggerty, John",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'John', 'last_name': 'Haggerty', 'fullName': 'Haggerty, John', 'id': '315174', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '0ed0f8ed8ea199136227507c7a225a51', 'db_id': 315174, 'person_id': 343738}"
Parallel 6B: Exploring the QCD Phase Diagram (Chair K. Rajagopal),parallel,Centrality dependence of freeze-out parameters from the Beam Energy Scan at STAR,"DAS, SABITA",I,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'SABITA', 'last_name': 'DAS', 'fullName': 'DAS, SABITA', 'id': '314484', 'affiliation': 'I', 'emailHash': '812bc542e0d4cb50a7500a560027507a', 'db_id': 314484, 'person_id': 343274}"
Parallel 2A: Global & Collective Dynamics (Chair A. Poskanzer),parallel,Pseudorapidity density of charged particles in a wide pseudorapidity range and its centrality dependence in Pb-Pb collisions at 2.76 TeV,"Guilbaud, Maxime Rene Joseph",Universite Claude Bernard-Lyon I (FR),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maxime Rene Joseph', 'last_name': 'Guilbaud', 'fullName': 'Guilbaud, Maxime Rene Joseph', 'id': '314643', 'affiliation': 'Universite Claude Bernard-Lyon I (FR)', 'emailHash': 'bc8a6b696f0c8de8ae84e74ef55289ad', 'db_id': 314643, 'person_id': 343398}"
"Parallel 1B, Jets (Chair X.N. Wang)",parallel,Correlation between isolated photons and charged hadrons in pp and Pb-Pb collisions measured with ALICE,"Arbor, Nicolas",Centre National de la Recherche Scientifique (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nicolas', 'last_name': 'Arbor', 'fullName': 'Arbor, Nicolas', 'id': '314463', 'affiliation': 'Centre National de la Recherche Scientifique (FR)', 'emailHash': 'f39ea39253df1e628af7570b1c672e55', 'db_id': 314463, 'person_id': 343257}"
Parallel 2B: Jets (Chair P. Jacobs),parallel,Inclusive jet spectra in 2.76 TeV Pb-Pb collisions from the ALICE experiment,"Reed, Rosi Jan",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rosi Jan', 'last_name': 'Reed', 'fullName': 'Reed, Rosi Jan', 'id': '314380', 'affiliation': 'Yale University (US)', 'emailHash': 'cca92ac74c8535f95992cff656dac734', 'db_id': 314380, 'person_id': 343212}"
Parallel 2C: Correlations & Fluctuations (Chair X. Dong),parallel,Mixed harmonic charge dependent azimuthal correlations in Pb-Pb collisions at 2.76TeV measured with the ALICE experiment at the LHC,"Hori, Yasuto",University of Tokyo (JP),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yasuto', 'last_name': 'Hori', 'fullName': 'Hori, Yasuto', 'id': '315334', 'affiliation': 'University of Tokyo (JP)', 'emailHash': 'cd96d9d959982a3fb9fb4ae2ab74c57d', 'db_id': 315334, 'person_id': 343833}"
Parallel 5A: Hadron Thermodynamics and Chemistry (Chair R. Stock),parallel,The statistical model in Pb-Pb collisions at the LHC,"Braun-Munzinger, Peter",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Braun-Munzinger', 'fullName': 'Braun-Munzinger, Peter', 'id': '314922', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '94f5ca013cb530474bf55a85806c42b1', 'db_id': 314922, 'person_id': 343584}"
Parallel 1A: Global & Collective Dynamics (Chair U. Heinz),parallel,Shocks in Quark-Gluon Plasma,"Shuryak, Edward",stony brook university,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Edward', 'last_name': 'Shuryak', 'fullName': 'Shuryak, Edward', 'id': '314518', 'affiliation': 'stony brook university', 'emailHash': 'c1ac264884f526687b2f741ea3a9a98b', 'db_id': 314518, 'person_id': 343302}"
Parallel 7A: Heavy Flavor & Quarkonia (Chair F. Antinori),parallel,Measurement of muon tagged b-jet production in Pb+Pb collisions at 2.76 TeV with the ATLAS detector at the LHC,"Perepelitsa, Dennis",Columbia University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dennis', 'last_name': 'Perepelitsa', 'fullName': 'Perepelitsa, Dennis', 'id': '315466', 'affiliation': 'Columbia University', 'emailHash': 'b887bafdb457b3bf3fad2e6234bf8673', 'db_id': 315466, 'person_id': 343642}"
Parallel 5D: New Theoretical Developments (Chair B. Sinha),parallel,A Non-AdS/CFT bound on eta/s,"Romatschke, Paul",FIAS Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paul', 'last_name': 'Romatschke', 'fullName': 'Romatschke, Paul', 'id': '314568', 'affiliation': 'FIAS Frankfurt', 'emailHash': 'deb0a4b52fbc1124f27fbfb8d6eed122', 'db_id': 314568, 'person_id': 343341}"
Parallel 4A: Global & Collective Dynamics (Chair P. Sorenson),parallel,Late Result - Ds RAA from ALICE,"Innocenti, Gian Michele",Universita e INFN (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gian Michele', 'last_name': 'Innocenti', 'fullName': 'Innocenti, Gian Michele', 'id': '314943', 'affiliation': 'Universita e INFN (IT)', 'emailHash': '9e1f87bbd9a9e4b049d6e7b6d67494a4', 'db_id': 314943, 'person_id': 343597}"
Parallel 6D: Correlations & Fluctuations (Chair O. Evdokimov),parallel,Two particle correlation measurements with respect to higher harmonic event planes at PHENIX,"Todoroki, Takahito for the PHENIX Collaboration","University of Tsukuba, RIKEN Nishina Center",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takahito for the PHENIX Collaboration', 'last_name': 'Todoroki', 'fullName': 'Todoroki, Takahito for the PHENIX Collaboration', 'id': '314294', 'affiliation': 'University of Tsukuba, RIKEN Nishina Center', 'emailHash': 'daa4d169ab990f26b118463997343bef', 'db_id': 314294, 'person_id': 343128}"
Parallel 3D: Pre-Equilibrium & Initial State (Chair K. Eskola),parallel,Azimuthal angular correlations in two-particle production in proton-nucleus collisions,"Jalilian-Marian, Jamal",Baruch College,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jamal', 'last_name': 'Jalilian-Marian', 'fullName': 'Jalilian-Marian, Jamal', 'id': '314358', 'affiliation': 'Baruch College', 'emailHash': 'f037f8b535f1e4eb8bb98ade6219cb2f', 'db_id': 314358, 'person_id': 343190}"
Parallel 6C: New Experimental Developments (Chair J. Stroth),parallel,The sPHENIX Forward Upgrade,"Seele, Joseph",RBRC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joseph', 'last_name': 'Seele', 'fullName': 'Seele, Joseph', 'id': '314872', 'affiliation': 'RBRC', 'emailHash': 'a53a7173dd2eceb22f9165219265fd7d', 'db_id': 314872, 'person_id': 343557}"
Parallel 6E: Initial State and p-A (Chair E. Wang),parallel,The NLO inclusive forward hadron production in pA collisions,"Xiao, Bowen",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bowen', 'last_name': 'Xiao', 'fullName': 'Xiao, Bowen', 'id': '314365', 'affiliation': '', 'emailHash': 'f1b5b4889e00f3a9393b3dee78374936', 'db_id': 314365, 'person_id': 343197}"
Parallel 5B: QCD at Finite Temperature and Density (Chair F. Karsch),parallel,Freeze-out conditions from lattice QCD,"Mukherjee, Swagato",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Swagato', 'last_name': 'Mukherjee', 'fullName': 'Mukherjee, Swagato', 'id': '314352', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '6567fbf8f5b7e140f7a1b81fe83d35b2', 'db_id': 314352, 'person_id': 343184}"
Parallel 5B: QCD at Finite Temperature and Density (Chair F. Karsch),parallel,The QCD Equation of State with 2+1 flavors of Highly Improved Staggered Quarks,"Bazavov, Alexei",B,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexei', 'last_name': 'Bazavov', 'fullName': 'Bazavov, Alexei', 'id': '314665', 'affiliation': 'B', 'emailHash': '60d8b1af2947841b62c4a7dda7c3e10f', 'db_id': 314665, 'person_id': 343412}"
Parallel 5C: High pt and Jets (Chair B. Cole),parallel,"Strange hadrons at intermediate and high transverse momentum in p+p, d+Au, Cu+Cu and Au+Au collisions at 200 GeV measured with PHENIX detector","Shukla, Prashant",Bhabha Atomic Research Centre (IN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Prashant', 'last_name': 'Shukla', 'fullName': 'Shukla, Prashant', 'id': '314487', 'affiliation': 'Bhabha Atomic Research Centre (IN)', 'emailHash': '55194809afb891fc206ad679e8c22858', 'db_id': 314487, 'person_id': 343277}"
Parallel 3C: Electro-Weak Probes (Chair J. Kapusta),parallel,Jet-Tagged Back-Scattering Photons For Quark Gluon Plasma Tomography,"Fries, Rainer",Texas A&M University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rainer', 'last_name': 'Fries', 'fullName': 'Fries, Rainer', 'id': '315178', 'affiliation': 'Texas A&M University', 'emailHash': '043accfcafd1e7abcdeef2818eef1890', 'db_id': 315178, 'person_id': 343655}"
Parallel 5B: QCD at Finite Temperature and Density (Chair F. Karsch),parallel,Transverse Momentum Broadening in Weakly Coupled Quark-Gluon Plasma,"Lekaveckas, Mindaugas",MIT,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mindaugas', 'last_name': 'Lekaveckas', 'fullName': 'Lekaveckas, Mindaugas', 'id': '315047', 'affiliation': 'MIT', 'emailHash': 'ab3898307a3b64eed14f981a9316602c', 'db_id': 315047, 'person_id': 343658}"
