Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Plenary Session IV: Jet Quenching,plenary,Jet quenching with strong coupling,"Pablos, Daniel",Universitat de Barcelona,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Pablos', 'fullName': 'Pablos, Daniel', 'id': '2944516', 'affiliation': 'Universitat de Barcelona', 'emailHash': '7dd4ea1921dfff9f9a0373d20692786b', 'db_id': 2944516, 'person_id': 2993733}"
"Plenary Session I: Equilibration, flow and QGP parameters",plenary,Collective flow from pp to AA,"Li, Wei",Rice University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wei', 'last_name': 'Li', 'fullName': 'Li, Wei', 'id': '2935457', 'affiliation': 'Rice University (US)', 'emailHash': '93b6c49521e460dbdbcad994b84e4728', 'db_id': 2935457, 'person_id': 3149478}"
Plenary Session IV: Jet Quenching,plenary,Jet modifications in event-by-event hydrodynamically evolving media,"Noronha-Hostler, Jacquelyn",University of Houston,United States,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jacquelyn', 'last_name': 'Noronha-Hostler', 'fullName': 'Noronha-Hostler, Jacquelyn', 'id': '2725034', 'affiliation': 'University of Houston', 'emailHash': '89055acdac0becbfba18b0b332e1e827', 'db_id': 2725034, 'person_id': 2922196}"
Plenary Session IV: Jet Quenching,plenary,Medium modification of jet production (RHIC + LHC),"Cunqueiro Mendez, Leticia",Westfaelische Wilhelms-Universitaet Muenster (DE),Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leticia', 'last_name': 'Cunqueiro Mendez', 'fullName': 'Cunqueiro Mendez, Leticia', 'id': '2944448', 'affiliation': 'Westfaelische Wilhelms-Universitaet Muenster (DE)', 'emailHash': 'f2cc8c83b977683e72a6d7365c3fa513', 'db_id': 2944448, 'person_id': 3158882}"
Plenary Session III: Search for Critical Phenomena and Chiral Anomalies in Heavy-ion Collisions,plenary,Search for chiral anomaly effects -- status and future,"Sorensen, Paul",BNL,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paul', 'last_name': 'Sorensen', 'fullName': 'Sorensen, Paul', 'id': '2943364', 'affiliation': 'BNL', 'emailHash': '9b09759a9c50bc0cc44b08c1b36c96b5', 'db_id': 2943364, 'person_id': 3157453}"
Plenary Session III: Search for Critical Phenomena and Chiral Anomalies in Heavy-ion Collisions,plenary,Search for critical behavior -- status and future,"Caines, Helen",Yale University,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Helen', 'last_name': 'Caines', 'fullName': 'Caines, Helen', 'id': '2725028', 'affiliation': 'Yale University', 'emailHash': '9eda5e282eeac6b806d1007ba123d4a6', 'db_id': 2725028, 'person_id': 2922190}"
Plenary Session II: Collective dynamics from pp to AA,plenary,Hard processes in small systems,"Perepelitsa, Dennis",University of Colorado Boulder,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dennis', 'last_name': 'Perepelitsa', 'fullName': 'Perepelitsa, Dennis', 'id': '2942937', 'affiliation': 'University of Colorado Boulder', 'emailHash': '05b83b006d2a82b1427598a90d8b4548', 'db_id': 2942937, 'person_id': 3052583}"
Plenary Session II: Collective dynamics from pp to AA,plenary,Origins of collective behavior in small systems,"Schenke, Bjoern",Brookhaven National Lab,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bjoern', 'last_name': 'Schenke', 'fullName': 'Schenke, Bjoern', 'id': '2931993', 'affiliation': 'Brookhaven National Lab', 'emailHash': '4a88eb902ae580760430eaf0464746cf', 'db_id': 2931993, 'person_id': 3052314}"
Plenary Session II: Collective dynamics from pp to AA,plenary,Collective behavior in small systems,"Ohlson, Alice",Ruprecht-Karls-Universitaet Heidelberg (DE),Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alice', 'last_name': 'Ohlson', 'fullName': 'Ohlson, Alice', 'id': '2943326', 'affiliation': 'Ruprecht-Karls-Universitaet Heidelberg (DE)', 'emailHash': '28ce56a6f614c5d9d1e7fb9a94073012', 'db_id': 2943326, 'person_id': 3157410}"
"Plenary Session I: Equilibration, flow and QGP parameters",plenary,Determination of QGP parameters from global Bayesian analysis,"Bass, Steffen A.",Duke University,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Steffen A.', 'last_name': 'Bass', 'fullName': 'Bass, Steffen A.', 'id': '2935484', 'affiliation': 'Duke University', 'emailHash': 'c33b0d4024f9186827e476ead33c2d67', 'db_id': 2935484, 'person_id': 3052531}"
"Plenary Session I: Equilibration, flow and QGP parameters",plenary,Equilibration and hydrodynamics at strong and weak coupling,"van der Schee, Wilke",MIT,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wilke', 'last_name': 'van der Schee', 'fullName': 'van der Schee, Wilke', 'id': '2725022', 'affiliation': 'MIT', 'emailHash': 'ca19f9bc72542229787fbf8036b35b8b', 'db_id': 2725022, 'person_id': 3052578}"
Plenary Session II: Collective dynamics from pp to AA,plenary,Hydrodynamic modeling from pp to AA,"Yan, Li",CNRS,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yan', 'fullName': 'Yan, Li', 'id': '2944880', 'affiliation': 'CNRS', 'emailHash': '995d08201cdc49cbb8230bea56fea991', 'db_id': 2944880, 'person_id': 3159321}"
Plenary Session VII: Other Recent Developments,plenary,Chiral and magneto-hydrodynamics for heavy-ion collisions,"Hirono, Yuji",Brookhaven National Laboratory,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuji', 'last_name': 'Hirono', 'fullName': 'Hirono, Yuji', 'id': '2944875', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'b30c2f423ee893a50058cb2af21e441a', 'db_id': 2944875, 'person_id': 3052555}"
Plenary Session VII: Other Recent Developments,plenary,Status of nuclear PDFs after the first LHC p-Pb run,"Paukkunen, Hannu",University of Jyväskylä,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hannu', 'last_name': 'Paukkunen', 'fullName': 'Paukkunen, Hannu', 'id': '2969363', 'affiliation': 'University of Jyväskylä', 'emailHash': 'f7238c48d77fa2710f4aa41bf9024e48', 'db_id': 2969363, 'person_id': 3052724}"
Plenary Session VIII: Future Facilities and Directions,plenary,Gravitational waves and the nuclear equation of state,"Sekiguchi, Yu-ichiro",Toho University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yu-ichiro', 'last_name': 'Sekiguchi', 'fullName': 'Sekiguchi, Yu-ichiro', 'id': '2944985', 'affiliation': '', 'emailHash': 'bb6bb3df486a110b6bc177b1c8011496', 'db_id': 2944985, 'person_id': 3159460}"
Plenary Session VIII: Future Facilities and Directions,plenary,Low-x physics in pA collisions and at the EIC,"Xiao, Bo-Wen",Central China Normal University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bo-Wen', 'last_name': 'Xiao', 'fullName': 'Xiao, Bo-Wen', 'id': '2942381', 'affiliation': 'Central China Normal University', 'emailHash': 'cfb0a45ea56bb577825f25fe970d914b', 'db_id': 2942381, 'person_id': 3052419}"
Plenary Session VII: Other Recent Developments,plenary,Ultra-peripheral collisions and hadronic structure,"Klein, Spencer",LBNL,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Spencer', 'last_name': 'Klein', 'fullName': 'Klein, Spencer', 'id': '2944630', 'affiliation': 'LBNL', 'emailHash': '9cf007513a9b80e2d02168227a9366d1', 'db_id': 2944630, 'person_id': 3159055}"
Plenary Session III: Search for Critical Phenomena and Chiral Anomalies in Heavy-ion Collisions,plenary,Beam energy scan theory: status and open questions,"Petersen, Hannah",Frankfurt Institute for Advanced Studies,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hannah', 'last_name': 'Petersen', 'fullName': 'Petersen, Hannah', 'id': '2935508', 'affiliation': 'Frankfurt Institute for Advanced Studies', 'emailHash': 'cb5c7969e3d0b77c40edcb1eed436e95', 'db_id': 2935508, 'person_id': 3052365}"
