Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
"Parallel Session 4.2: CME, Vorticity and Spin Polarization (II)",parallel,Vorticity in the QGP liquid and Lambda polarization at the RHIC Beam Energy Scan,"Karpenko, Iurii",Frankfurt Institute for Advanced Studies,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iurii', 'last_name': 'Karpenko', 'fullName': 'Karpenko, Iurii', 'id': '2801041', 'affiliation': 'Frankfurt Institute for Advanced Studies', 'emailHash': '5501c33bc03ff4bfa730e4170f8a0a6c', 'db_id': 2801041, 'person_id': 2995024}"
"Parallel Session 3.2: CME, Vorticity and Spin Polarization (I)",parallel,Disentangling flow and signals of Chiral Magnetic Effect in U+U and Au+Au collisions,"Tribedy, Prithwish",Brookhaven National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Prithwish', 'last_name': 'Tribedy', 'fullName': 'Tribedy, Prithwish', 'id': '2778672', 'affiliation': 'Brookhaven National Lab', 'emailHash': '831402c0f2ca5de3ec22ab9404b98dc0', 'db_id': 2778672, 'person_id': 2973832}"
Parallel Session 6.2: Correlations and Fluctuations (I),parallel,"Investigations of anisotropic collectivity using multi-particle correlations in pp, p-Pb and Pb-Pb collisions with ALICE","Gajdosova, Katarina",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Katarina', 'last_name': 'Gajdosova', 'fullName': 'Gajdosova, Katarina', 'id': '2823320', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': '0676220d26b16fd5360d35f13ce2c48f', 'db_id': 2823320, 'person_id': 3015880}"
Parallel Session 6.1: QCD in Small Systems (III),parallel,PHENIX results on collective behavior in small systems from geometry-controlled experiments at $\sqrt{s_{NN}} = 200 GeV,"Xu, Qiao",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qiao', 'last_name': 'Xu', 'fullName': 'Xu, Qiao', 'id': '2802748', 'affiliation': 'Vanderbilt University (US)', 'emailHash': '71964224cd97881662d86c8445901f4e', 'db_id': 2802748, 'person_id': 2996601}"
Parallel Session 2.2: QCD in Small Systems (II),parallel,PHENIX results on elliptic and triangular flow at mid-rapidity in $d$+Au collisions from 19.6 to 200 GeV,"Velkovska, Julia",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Julia', 'last_name': 'Velkovska', 'fullName': 'Velkovska, Julia', 'id': '2802763', 'affiliation': 'Vanderbilt University (US)', 'emailHash': '6f8dcac38932897c936ddb727c7bce6f', 'db_id': 2802763, 'person_id': 2996613}"
"Parallel Session 3.2: CME, Vorticity and Spin Polarization (I)",parallel,Observation of charge-dependent azimuthal correlations in pPb collisions with CMS and its implication for the search of the Chiral Magnetic Effect,"Tu, Zhoudunming",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhoudunming', 'last_name': 'Tu', 'fullName': 'Tu, Zhoudunming', 'id': '2814671', 'affiliation': 'Rice University (US)', 'emailHash': '36420c18f80ddec56eff31ea4e928c9a', 'db_id': 2814671, 'person_id': 3007693}"
Parallel Session 6.1: QCD in Small Systems (III),parallel,Femtoscopy with identified charged pions in proton-lead collisions at $\sqrt{s_{\mathrm{NN}}}$=5.02 TeV with the ATLAS detector,"Clark, Michael Ryan",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael Ryan', 'last_name': 'Clark', 'fullName': 'Clark, Michael Ryan', 'id': '2816339', 'affiliation': 'Columbia University (US)', 'emailHash': '3df351f147b8b49e3a54f8ccf265e25a', 'db_id': 2816339, 'person_id': 3009247}"
Parallel Session 7.2: Correlations and Fluctuations (II),parallel,Net baryon fluctuations from ALICE at the LHC,"Rustamov, Anar",National Nuclear Research Center (AZ),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anar', 'last_name': 'Rustamov', 'fullName': 'Rustamov, Anar', 'id': '2823318', 'affiliation': 'National Nuclear Research Center (AZ)', 'emailHash': 'cec04970b9c07ef8caac601ad013a3f9', 'db_id': 2823318, 'person_id': 3015878}"
Parallel Session 7.1: Baryon-Rich QCD Matter and Astrophysics (II),parallel,Fluid dynamical fluctuations of net-baryon number near the QCD critical point,"Nahrgang, Marlene",Subatech,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marlene', 'last_name': 'Nahrgang', 'fullName': 'Nahrgang, Marlene', 'id': '2778705', 'affiliation': 'Subatech', 'emailHash': '57ed4f71780738ff9a52d2bc82b8f825', 'db_id': 2778705, 'person_id': 2973844}"
Parallel Session 2.3: Electromagnetic Probes (II),parallel,Direct photon measurements in pp and Pb-Pb collisions with ALICE,"Germain, Marie","Subatech, IN2P3-CNRS (FR)",France,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marie', 'last_name': 'Germain', 'fullName': 'Germain, Marie', 'id': '2823339', 'affiliation': 'Subatech, IN2P3-CNRS (FR)', 'emailHash': '36bdaf6156db7807bc86d88e81fc7da9', 'db_id': 2823339, 'person_id': 3015905}"
Parallel Session 1.3: Electromagnetic Probes (I),parallel,Bulk viscous effects on flow and dilepton radiation in a hybrid approach,"Vujanovic, Gojko",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gojko', 'last_name': 'Vujanovic', 'fullName': 'Vujanovic, Gojko', 'id': '2778734', 'affiliation': 'The Ohio State University', 'emailHash': 'ff76dda597a309801c97696191934d19', 'db_id': 2778734, 'person_id': 2973868}"
Parallel Session 2.3: Electromagnetic Probes (II),parallel,PHENIX measurements of low momentum direct photons from large ion collisions as a function of beam energy and system size,"Sharma, Deepali",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Deepali', 'last_name': 'Sharma', 'fullName': 'Sharma, Deepali', 'id': '2802764', 'affiliation': 'Stony Brook University', 'emailHash': 'e7d5b79078d715fe9231bfb9e42fd4bb', 'db_id': 2802764, 'person_id': 2973597}"
Parallel Session 1.3: Electromagnetic Probes (I),parallel,Low-mass electrons pairs from $1.23A$ GeV Au+Au Collisions with HADES,"Galatyuk, Tetyana",TU Darmstadt / GSI,Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tetyana', 'last_name': 'Galatyuk', 'fullName': 'Galatyuk, Tetyana', 'id': '2816092', 'affiliation': 'TU Darmstadt / GSI', 'emailHash': '365df82bcfb28e70e8d7d50395b53b8f', 'db_id': 2816092, 'person_id': 3008989}"
"Parallel Session 8.2: Future Experimental Facilities, Upgrades, and Instrumentation",parallel,The new Inner Tracking System of the ALICE experiment,"Martinengo, Paolo",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paolo', 'last_name': 'Martinengo', 'fullName': 'Martinengo, Paolo', 'id': '2928735', 'affiliation': 'CERN', 'emailHash': '687858bb2599ffeda81cbf18e359058b', 'db_id': 2928735, 'person_id': 3142607}"
Parallel Session 5.4: Jets and High pT Hadrons (IV),parallel,"Design, status and schedule of the sPHENIX experiment at RHIC","Connors, Megan Elizabeth",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Megan Elizabeth', 'last_name': 'Connors', 'fullName': 'Connors, Megan Elizabeth', 'id': '2821383', 'affiliation': 'Yale University (US)', 'emailHash': '7a6af69206953d361c835d5e3a591b3c', 'db_id': 2821383, 'person_id': 3013853}"
Parallel Session 5.4: Jets and High pT Hadrons (IV),parallel,Studies of photon-jet correlations in 5.02 TeV Pb+Pb and pp collisions with ATLAS,"Steinberg, Peter Alan",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter Alan', 'last_name': 'Steinberg', 'fullName': 'Steinberg, Peter Alan', 'id': '2816384', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': '47b904d74c150449d5653db6cc3fabfe', 'db_id': 2816384, 'person_id': 2998029}"
Parallel Session 5.2: Initial State Physics and Approach to Equilibrium (III),parallel,"Measurement of W and Z boson production in 5 TeV pp, p+Pb and Pb+Pb collisions with the ATLAS detector","Citron, Zvi",Weizmann Institute of Science (IL),IL,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zvi', 'last_name': 'Citron', 'fullName': 'Citron, Zvi', 'id': '2816343', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': '4eaa956d20587d785ed14fe911d73c60', 'db_id': 2816343, 'person_id': 2973674}"
Parallel Session 2.4: Jets and High pT Hadrons (II),parallel,Jet-hadron and di-hadron correlations in pp and Pb-Pb with studies relative to the event plane at the LHC with ALICE,"Mazer, Joel Anthony",University of Tennessee (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joel Anthony', 'last_name': 'Mazer', 'fullName': 'Mazer, Joel Anthony', 'id': '2823341', 'affiliation': 'University of Tennessee (US)', 'emailHash': '2ba0821578669bf741f88610fffcd4c4', 'db_id': 2823341, 'person_id': 2973593}"
Parallel Session 7.4: Open Heavy Flavors (II),parallel,Jet quenching in a semi-Quark-Gluon-Monopole Plasma: Light and Heavy flavor RAA&v2 at RHIC&LHC,"Liao, Jinfeng",Indiana University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jinfeng', 'last_name': 'Liao', 'fullName': 'Liao, Jinfeng', 'id': '2778947', 'affiliation': 'Indiana University', 'emailHash': '83f6cd04fabc597b1565a1290a8015ab', 'db_id': 2778947, 'person_id': 2973826}"
Parallel Session 3.4: Jets and High pT Hadrons (III),parallel,Jet Substructure through Splitting Functions And Mass in pp and PbPb collisions at 5.02 TeV with CMS,"Chen, Yi",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yi', 'last_name': 'Chen', 'fullName': 'Chen, Yi', 'id': '2814662', 'affiliation': 'CERN', 'emailHash': '3284357439bf222dfeee4a1bbbd9609a', 'db_id': 2814662, 'person_id': 3007685}"
Parallel Session 1.4: Jets and High pT Hadrons (I),parallel,Jet Structure Studies using Jet-Hadron Correlations in PbPb and pp collisions at 5.02 TeV with CMS,"Trauger, Hallie Causey",University of Illinois at Chicago (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hallie Causey', 'last_name': 'Trauger', 'fullName': 'Trauger, Hallie Causey', 'id': '2814666', 'affiliation': 'University of Illinois at Chicago (US)', 'emailHash': '227bfed285701450b2939f9f77c55fbb', 'db_id': 2814666, 'person_id': 3007689}"
Parallel Session 7.4: Open Heavy Flavors (II),parallel,Studies of Heavy Flavored Jets with CMS,"Jung, Kurt Eduard",University of Illinois at Chicago (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kurt Eduard', 'last_name': 'Jung', 'fullName': 'Jung, Kurt Eduard', 'id': '2814667', 'affiliation': 'University of Illinois at Chicago (US)', 'emailHash': '662f67b3dc3c07c49324873e9c1e0c10', 'db_id': 2814667, 'person_id': 3007690}"
Parallel Session 6.4: Jets and High pT Hadrons (V),parallel,Probing jet decoherence in heavy ion collisions,"Mehtar-Tani, Yacine","INT, University of Washington",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yacine', 'last_name': 'Mehtar-Tani', 'fullName': 'Mehtar-Tani, Yacine', 'id': '2778972', 'affiliation': 'INT, University of Washington', 'emailHash': '52037094a896fdee6973294c54a4e863', 'db_id': 2778972, 'person_id': 2974059}"
Parallel Session 1.4: Jets and High pT Hadrons (I),parallel,Jet-induced medium excitation in gamma-hadron and hadron-hadron correlations,"CHEN, WEI",CCNU,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'WEI', 'last_name': 'CHEN', 'fullName': 'CHEN, WEI', 'id': '2889684', 'affiliation': 'CCNU', 'emailHash': 'c36bd4bb91f5149b4fc4e6056f28340b', 'db_id': 2889684, 'person_id': 3052671}"
"Parallel Session 4.2: CME, Vorticity and Spin Polarization (II)",parallel,Chiral vortical and magnetic effects in anomalous hydrodynamics,"Guo, Xingyu",Tsinghua University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xingyu', 'last_name': 'Guo', 'fullName': 'Guo, Xingyu', 'id': '2778984', 'affiliation': 'Tsinghua University', 'emailHash': '50ef79a44d3664223a0409adb168a394', 'db_id': 2778984, 'person_id': 2974068}"
Parallel Session 6.3: New Theoretical Developments (II),parallel,Relaxation times of shear and bulk viscosities from Kubo formulas,"Czajka, Alina",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alina', 'last_name': 'Czajka', 'fullName': 'Czajka, Alina', 'id': '2778985', 'affiliation': 'McGill University', 'emailHash': '259d71ff88582e3e85c4ef97559fe3a2', 'db_id': 2778985, 'person_id': 2974069}"
Parallel Session 5.3: New Theoretical Developments (I),parallel,New quantum effects in relativistic magnetohydrodynamics,"Kharzeev, Dmitri",Stony Brook University and BNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dmitri', 'last_name': 'Kharzeev', 'fullName': 'Kharzeev, Dmitri', 'id': '2778986', 'affiliation': 'Stony Brook University and BNL', 'emailHash': '9ddf16f5c6abcc87e589a678a658769c', 'db_id': 2778986, 'person_id': 2974070}"
Parallel Session 6.3: New Theoretical Developments (II),parallel,Hydrodynamics with critical slowing down,"Stephanov, Misha",UIC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Misha', 'last_name': 'Stephanov', 'fullName': 'Stephanov, Misha', 'id': '2778994', 'affiliation': 'UIC', 'emailHash': 'aa7724f89718607a916a87da863e5636', 'db_id': 2778994, 'person_id': 2974076}"
Parallel Session 4.4: Open Heavy Flavors (I),parallel,"Heavy vs. light flavor jet quenching, flow, thermalization and $D$-hadron correlations from RHIC to the LHC energies","Cao, Shanshan",Wayne State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanshan', 'last_name': 'Cao', 'fullName': 'Cao, Shanshan', 'id': '2778998', 'affiliation': 'Wayne State University', 'emailHash': '6e4a97d998abc5d6489c559dc20860af', 'db_id': 2778998, 'person_id': 2974078}"
Parallel Session 4.4: Open Heavy Flavors (I),parallel,Centrality dependence of D0 elliptic and triangular flow in Au+Au collisions at sNN=200 GeV at STAR,"He, Liang",Purdue University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Liang', 'last_name': 'He', 'fullName': 'He, Liang', 'id': '2779000', 'affiliation': 'Purdue University', 'emailHash': 'c59215d167aa977b533d564c9bacc502', 'db_id': 2779000, 'person_id': 2974079}"
Parallel Session 8.4: Open Heavy Flavors (III),parallel,Heavy-flavor $R_\text{AA}$ and $v_n$ in event-by-event viscous relativistic hydrodynamics,"Alves Garcia Prado, Caio",Universidade de Sao Paulo (BR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Caio', 'last_name': 'Alves Garcia Prado', 'fullName': 'Alves Garcia Prado, Caio', 'id': '2779005', 'affiliation': 'Universidade de Sao Paulo (BR)', 'emailHash': '0f94aa44415341a8f7de239575e35c5e', 'db_id': 2779005, 'person_id': 2974081}"
Parallel Session 7.4: Open Heavy Flavors (II),parallel,PHENIX measurements of single electrons from charm and bottom decays at midrapidity in Au+Au collisions,"Nagashima, Kazuya",Hiroshima University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kazuya', 'last_name': 'Nagashima', 'fullName': 'Nagashima, Kazuya', 'id': '2802745', 'affiliation': 'Hiroshima University', 'emailHash': '85c5dfcd5c311a0d93641a15585824df', 'db_id': 2802745, 'person_id': 2973615}"
Parallel Session 8.4: Open Heavy Flavors (III),parallel,Nuclear Modification of $B$ mesons in Collisions at 200 GeV measured through the $B \rightarrow J/\psi$ decay by the PHENIX Experiment,"da Silva, Cesar Luiz",Los Alamos National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cesar Luiz', 'last_name': 'da Silva', 'fullName': 'da Silva, Cesar Luiz', 'id': '2802744', 'affiliation': 'Los Alamos National Lab', 'emailHash': '3303ec5e865acae6af084bc117a66c30', 'db_id': 2802744, 'person_id': 2973720}"
Parallel Session 7.4: Open Heavy Flavors (II),parallel,Measurement of the suppression and azimuthal anisotropy of heavy flavor muons in lead-lead collisions at \sqrt{s_{\mathrm{NN}}}=2.76TeV with the ATLAS detector,"Cole, Brian",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Brian', 'last_name': 'Cole', 'fullName': 'Cole, Brian', 'id': '2816381', 'affiliation': 'Columbia University (US)', 'emailHash': '5ac89c43538af2f10d3ef24f9575e165', 'db_id': 2816381, 'person_id': 3009282}"
Parallel Session 7.2: Correlations and Fluctuations (II),parallel,Cumulants and Correlation Functions vs the QCD phase diagram,"Bzdak, Adam",AGH University of Science and Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adam', 'last_name': 'Bzdak', 'fullName': 'Bzdak, Adam', 'id': '2779110', 'affiliation': 'AGH University of Science and Technology', 'emailHash': '3b8f9158dac77cfee837e513fb33bb46', 'db_id': 2779110, 'person_id': 2974174}"
Parallel Session 3.1: QCD at High Temperature,parallel,O(g) NLO effects in transport coefficients,"Ghiglieri, Jacopo",CERN (CH),Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jacopo', 'last_name': 'Ghiglieri', 'fullName': 'Ghiglieri, Jacopo', 'id': '2779111', 'affiliation': 'CERN (CH)', 'emailHash': '82adb57bf719fa3d09d17b3ff4fd0057', 'db_id': 2779111, 'person_id': 2974175}"
Parallel Session 6.3: New Theoretical Developments (II),parallel,Topology and axion's properties from lattice QCD with a dynamical charm,"Lombardo, Maria Paola",INFN,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maria Paola', 'last_name': 'Lombardo', 'fullName': 'Lombardo, Maria Paola', 'id': '2779114', 'affiliation': 'INFN', 'emailHash': 'c5481b5ef167ec4ee71da23308f02bea', 'db_id': 2779114, 'person_id': 2974177}"
Parallel Session 3.1: QCD at High Temperature,parallel,An effective field theory for QCD thermodynamics,"Gupta, Sourendu","TIFR, Mumbai",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sourendu', 'last_name': 'Gupta', 'fullName': 'Gupta, Sourendu', 'id': '2779115', 'affiliation': 'TIFR, Mumbai', 'emailHash': '6ecbcfdf831d6755f412452ae48fbf46', 'db_id': 2779115, 'person_id': 2974178}"
Parallel Session 8.3: Collective Dynamics (III),parallel,$\phi$ meson production in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV with ALICE at the LHC,"Casula, Ester Anna Rita","Universita e INFN, Cagliari (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ester Anna Rita', 'last_name': 'Casula', 'fullName': 'Casula, Ester Anna Rita', 'id': '2823327', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': '06070ed44b110dfd2bc93abda6452407', 'db_id': 2823327, 'person_id': 3015892}"
Parallel Session 8.1: Baryon-Rich QCD Matter and Astrophysics (III),parallel,Fluctuations of conserved charges at zero and finite density,"Borsanyi, Szabolcs",University of Wuppertal,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Szabolcs', 'last_name': 'Borsanyi', 'fullName': 'Borsanyi, Szabolcs', 'id': '2779124', 'affiliation': 'University of Wuppertal', 'emailHash': '46d76914780cb9aa62617a384674ded3', 'db_id': 2779124, 'person_id': 2974183}"
Parallel Session 1.2: QCD in Small Systems (I),parallel,Multiplicity dependence of identified particle production in proton-proton collisions with ALICE,"Vislavicius, Vytautas",Lund University (SE),SE,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vytautas', 'last_name': 'Vislavicius', 'fullName': 'Vislavicius, Vytautas', 'id': '2823344', 'affiliation': 'Lund University (SE)', 'emailHash': 'a7cc5a8066b7ccdaea4fdcecbd0d9058', 'db_id': 2823344, 'person_id': 3015909}"
Parallel Session 6.1: QCD in Small Systems (III),parallel,Evidence for collective phenomena in pp collisions with CMS,"Chen, Zhenyu",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhenyu', 'last_name': 'Chen', 'fullName': 'Chen, Zhenyu', 'id': '2814673', 'affiliation': 'Rice University (US)', 'emailHash': 'e0711123cecff538cfac03a4d05f3c42', 'db_id': 2814673, 'person_id': 3007695}"
Parallel Session 4.3: Quarkonia (II),parallel,Bottomonia results from the LHC Run 1 and 2 with CMS,"Flores, Chad Steven",University of California Davis (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chad Steven', 'last_name': 'Flores', 'fullName': 'Flores, Chad Steven', 'id': '2814670', 'affiliation': 'University of California Davis (US)', 'emailHash': 'c578d717a30ca9dbbd1919f60e27cc10', 'db_id': 2814670, 'person_id': 3007692}"
