Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Closing Session,other,The way forward,"Zajc, William",Columbia University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'William', 'last_name': 'Zajc', 'fullName': 'Zajc, William', 'id': '2725049', 'affiliation': 'Columbia University', 'emailHash': 'be85df6efa4162f2563521144bc5a7a9', 'db_id': 2725049, 'person_id': 2922210}"
Student Day,other,Q&A,Unknown,Unknown,Unknown,
Student Day,other,Lattice QCD,"Bazavov, Alexei",Michigan State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexei', 'last_name': 'Bazavov', 'fullName': 'Bazavov, Alexei', 'id': '2802722', 'affiliation': 'Michigan State University', 'emailHash': '60d8b1af2947841b62c4a7dda7c3e10f', 'db_id': 2802722, 'person_id': 2996588}"
Poster Session,poster,Quasiparticle anisotropic hydrodynamics for central collisions,"Alqahtani, Mubarak",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mubarak', 'last_name': 'Alqahtani', 'fullName': 'Alqahtani, Mubarak', 'id': '2778354', 'affiliation': 'Kent State University', 'emailHash': 'b2a1114eb092e6a2e1c30949d6867119', 'db_id': 2778354, 'person_id': 2973555}"
Poster Session,poster,"Advanced hydrodynamical description of initial energy density in Cu+Cu, Au+Au, and Pb+Pb collisions at RHIC and LHC","Jiang, Zefang",CCNU,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zefang', 'last_name': 'Jiang', 'fullName': 'Jiang, Zefang', 'id': '2778358', 'affiliation': 'CCNU', 'emailHash': '66b167a7061358f80509e865da5eeca6', 'db_id': 2778358, 'person_id': 2973558}"
Poster Session,poster,Phenomenological predictions of 3+1d anisotropic hydrodynamics,"Nopoush, Mohammad",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mohammad', 'last_name': 'Nopoush', 'fullName': 'Nopoush, Mohammad', 'id': '2778359', 'affiliation': 'Kent State University', 'emailHash': '0de7a98ce52e94798d68be7abb0b5ad2', 'db_id': 2778359, 'person_id': 2973559}"
Poster Session,poster,"Measurement of neutral mesons in Pb-Pb collisions at $\sqrt{s_{\text{NN}}}=5.02\,\text{TeV}$ with PCM in ALICE","Danisch, Meike Charlotte",Ruprecht-Karls-Universitaet Heidelberg (DE),KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Meike Charlotte', 'last_name': 'Danisch', 'fullName': 'Danisch, Meike Charlotte', 'id': '2778361', 'affiliation': 'Ruprecht-Karls-Universitaet Heidelberg (DE)', 'emailHash': '4c3c6b98d9d480fbfb0078ca1899fde9', 'db_id': 2778361, 'person_id': 2973560}"
Poster Session,poster,Quark self-energy in an ellipsoidally anisotropic quark-gluon plasma,"Salehi Kasmaei, Babak",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Babak', 'last_name': 'Salehi Kasmaei', 'fullName': 'Salehi Kasmaei, Babak', 'id': '2778362', 'affiliation': 'Kent State University', 'emailHash': '90266c3849c1b5659862d055af19388a', 'db_id': 2778362, 'person_id': 2973561}"
Poster Session,poster,Measurement of ${\rm D}^{0}$-meson elliptic flow in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$=5.02 TeV with ALICE.,"Rossi, Andrea","Universita e INFN, Padova (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Rossi', 'fullName': 'Rossi, Andrea', 'id': '2778376', 'affiliation': 'Universita e INFN, Padova (IT)', 'emailHash': '125fdbe17316d6bf9cea3f35398887c7', 'db_id': 2778376, 'person_id': 2973573}"
Poster Session,poster,$J/\psi$ production in p+p collisions at $\sqrt{s}$ = 500 GeV at the STAR experiment,"Yang, Qian",University of Science and Technology of China,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qian', 'last_name': 'Yang', 'fullName': 'Yang, Qian', 'id': '2778369', 'affiliation': 'University of Science and Technology of China', 'emailHash': '73cc8421d3f75a366bce6223605e058c', 'db_id': 2778369, 'person_id': 2973566}"
Poster Session,poster,Constituent quarks and systematic errors in midrapidity charged multiplicity ($dN_{\rm ch}/d\eta$) distributions.,"Tannenbaum, Michael",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Tannenbaum', 'fullName': 'Tannenbaum, Michael', 'id': '2778373', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': 'f5040b1a1d6827ac1f550dd2ef020e28', 'db_id': 2778373, 'person_id': 2973570}"
Poster Session,poster,Δη dependence of net-charge fluctuations in Au+Au collisions from the Beam Energy Scan at the STAR experiment,"Sugiura, Tetsuro","University of Tsukuba, Japan",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tetsuro', 'last_name': 'Sugiura', 'fullName': 'Sugiura, Tetsuro', 'id': '2778377', 'affiliation': 'University of Tsukuba, Japan', 'emailHash': '6f99a6e26bf527c699824237d2d89b39', 'db_id': 2778377, 'person_id': 2973574}"
Poster Session,poster,Measurement of the Invariant Yield of Electrons from the Semileptonic Decay of Heavy Flavor Mesons in p+p Collisions at sqrt_{s} = 200 GeV in the PHENIX Experiment,"Orjuela Koop, Javier",University of Colorado Boulder,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Javier', 'last_name': 'Orjuela Koop', 'fullName': 'Orjuela Koop, Javier', 'id': '2778385', 'affiliation': 'University of Colorado Boulder', 'emailHash': '084a5ed21bb28c7c30e33135771cbea9', 'db_id': 2778385, 'person_id': 2973582}"
Poster Session,poster,Analysis status on low-momentum direct-photons in Cu+Cu collisions at $\sqrt{s_{NN}}$ = 200 GeV at PHENIX,"Hoshino, Tomoya",Hiroshima University (JP),Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tomoya', 'last_name': 'Hoshino', 'fullName': 'Hoshino, Tomoya', 'id': '2778405', 'affiliation': '', 'emailHash': '59d7b115b71fbc0eb37688cbf46da2a2', 'db_id': 2778405, 'person_id': 2973602}"
Poster Session,poster,Performance of ALICE EMCal and DCal in Electron Identification,"Gauger, Erin Frances",University of Texas (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Erin Frances', 'last_name': 'Gauger', 'fullName': 'Gauger, Erin Frances', 'id': '2778388', 'affiliation': 'University of Texas (US)', 'emailHash': '5a383e8a9c637b372cb7155d4c627ec0', 'db_id': 2778388, 'person_id': 2973585}"
Poster Session,poster,Reconstruction of neutral-triggered full recoil jets in $\sqrt{s_{NN}}=200$ GeV p+p collisions at the STAR experiment,"Anderson, Derek","Cyclotron Institute, Texas A&M University",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Derek', 'last_name': 'Anderson', 'fullName': 'Anderson, Derek', 'id': '2778389', 'affiliation': 'Cyclotron Institute, Texas A&M University', 'emailHash': '2a6feccc9f1bc46444f6016e69f57064', 'db_id': 2778389, 'person_id': 2973586}"
Poster Session,poster,PHENIX results on three particle Bose-Einstein correlations in $\sqrt{s_{\rm NN}}$ = 200 GeV Au+Au collisions,"Bagoly, Attila",Eötvös Loránd University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Attila', 'last_name': 'Bagoly', 'fullName': 'Bagoly, Attila', 'id': '2778390', 'affiliation': 'Eötvös Loránd University', 'emailHash': 'fca498dd5ba1edc9d4b7c59e91b20d33', 'db_id': 2778390, 'person_id': 2973587}"
Poster Session,poster,NLO + Parton Shower Calculation of Heavy Flavour Electrons with Nuclear PDFs,"Herrmann, Florian",Westfaelische Wilhelms-Universitaet Muenster (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Florian', 'last_name': 'Herrmann', 'fullName': 'Herrmann, Florian', 'id': '2778392', 'affiliation': 'Westfaelische Wilhelms-Universitaet Muenster (DE)', 'emailHash': '91606ea80a0f0ce152fb5b9e57539a83', 'db_id': 2778392, 'person_id': 2973589}"
Poster Session,poster,"Direct $\gamma$-hadron correlations in Pb-Pb collisions at \ensuremath{\sqrt{s_\mathrm{NN}}}=5.02\,TeV with ALICE","Epple, Eliane",Yale University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Eliane', 'last_name': 'Epple', 'fullName': 'Epple, Eliane', 'id': '2778393', 'affiliation': 'Yale University', 'emailHash': '518b80e63b3d36600c640f4c783e197e', 'db_id': 2778393, 'person_id': 2973590}"
Poster Session,poster,Inclusive muon yield from charm and bottom quark production at forward rapidity in p+p and p+Au collisions at sqrt(s) = 200 GeV in the PHENIX Detector,"Bok, Jeongsu",New Mexico State University,KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jeongsu', 'last_name': 'Bok', 'fullName': 'Bok, Jeongsu', 'id': '2778397', 'affiliation': 'New Mexico State University', 'emailHash': 'e6c11c0f54b5304aeeb07a6278f223be', 'db_id': 2778397, 'person_id': 2973594}"
Poster Session,poster,Jet-Hadron correlations in pp and Pb-Pb collisions with ALICE,"Ehlers, Raymond",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raymond', 'last_name': 'Ehlers', 'fullName': 'Ehlers, Raymond', 'id': '2778398', 'affiliation': 'Yale University (US)', 'emailHash': '74d5703256a0a2ac12ed83af54d47972', 'db_id': 2778398, 'person_id': 2973595}"
Poster Session,poster,A Systematic Study of Neutral Pion Production in Small and Asymmetric Systems at PHENIX,"Apadula, Nicole",Iowa State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nicole', 'last_name': 'Apadula', 'fullName': 'Apadula, Nicole', 'id': '2778399', 'affiliation': '', 'emailHash': '93d6efb205123ca0c3288dbfcf555268', 'db_id': 2778399, 'person_id': 2973596}"
Poster Session,poster,The STAR eTOF Upgrade,"Geurts, Frank",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Frank', 'last_name': 'Geurts', 'fullName': 'Geurts, Frank', 'id': '2778458', 'affiliation': 'Rice University (US)', 'emailHash': 'cdf37e52a191217e0b33775454ecd751', 'db_id': 2778458, 'person_id': 2973654}"
Poster Session,poster,Phi Meson Production in Small Systems at Forward Rapidity with the PHENIX Detector at RHIC,"Sarsour, Murad",Georgia State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Murad', 'last_name': 'Sarsour', 'fullName': 'Sarsour, Murad', 'id': '2778401', 'affiliation': 'Georgia State University', 'emailHash': '84f96d77cc54b84b276e15b0cd967daf', 'db_id': 2778401, 'person_id': 2973598}"
Poster Session,poster,Measurements of electron production from heavy flavor decays in Au+Au collisions at √s_{NN} = 200 GeV by the STAR experiment,"Zhang, Shenghui",USTC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shenghui', 'last_name': 'Zhang', 'fullName': 'Zhang, Shenghui', 'id': '2778404', 'affiliation': 'USTC', 'emailHash': 'fa55c817f112474f183651558fa77140', 'db_id': 2778404, 'person_id': 2973601}"
Poster Session,poster,Online reconstruction of multi-strange hyperons at CBM experiment,"CHERIF, Hamda",GSI,Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hamda', 'last_name': 'CHERIF', 'fullName': 'CHERIF, Hamda', 'id': '2778416', 'affiliation': 'GSI', 'emailHash': '53e1df5ab7dbcc39067a159541677e73', 'db_id': 2778416, 'person_id': 2973613}"
Poster Session,poster,Detector Control System of the new Muon Forward Tracker at ALICE,"Shigaki, Kenta",Hiroshima University (JP),Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kenta', 'last_name': 'Shigaki', 'fullName': 'Shigaki, Kenta', 'id': '2778406', 'affiliation': 'Hiroshima University (JP)', 'emailHash': 'cefa3e4954125a6bdcf153763c19b7d0', 'db_id': 2778406, 'person_id': 2973603}"
Poster Session,poster,Deep inelastic scattering in a light-front Hamiltonian approach,"Li, Meijian",Iowa State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Meijian', 'last_name': 'Li', 'fullName': 'Li, Meijian', 'id': '2814493', 'affiliation': 'Iowa State University', 'emailHash': 'e7e88cc3f40dbf5a9c35b8044a2390e5', 'db_id': 2814493, 'person_id': 3007507}"
Poster Session,poster,Neutral pion production in $pp$ collisions at LHC-Run1,"Yano, Satoshi",Hiroshima University (JP),Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Satoshi', 'last_name': 'Yano', 'fullName': 'Yano, Satoshi', 'id': '2778409', 'affiliation': 'Hiroshima University (JP)', 'emailHash': 'dcb2b00d4e3a86e7d16bad6577325569', 'db_id': 2778409, 'person_id': 2973606}"
Poster Session,poster,Excess of $J/\psi$ yield at very low $p_{T}$ in Au+Au collisions at $\sqrt{s_{NN}}$ = 200 GeV and U+U collisions at $\sqrt{s_{NN}}$ = 193 GeV measured with STAR experiment,"Zha, Wangmei",USTC/BNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wangmei', 'last_name': 'Zha', 'fullName': 'Zha, Wangmei', 'id': '2778411', 'affiliation': 'USTC/BNL', 'emailHash': '6ddbd8df1526daddeb2a40eb0325d8bb', 'db_id': 2778411, 'person_id': 2973608}"
Poster Session,poster,J/psi production in pp collisions at sqrt(s) = 5.02 TeV measured at forward rapidity with ALICE at the LHC,"Audurier, Benjamin","Subatech Laboratory, Nantes, France",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin', 'last_name': 'Audurier', 'fullName': 'Audurier, Benjamin', 'id': '2778414', 'affiliation': 'Subatech Laboratory, Nantes, France', 'emailHash': '76e0c56d1c683de9e64185dfad41e0fd', 'db_id': 2778414, 'person_id': 2973611}"
Poster Session,poster,Transverse momentum and pseudorapidity dependence of correlations between different order flow harmonics in Pb--Pb collisions at $\sqrt{s_{NN}} = 2.76$ TeV,"Kim, Dong Jo",University of Jyvaskyla (FI),FI,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dong Jo', 'last_name': 'Kim', 'fullName': 'Kim, Dong Jo', 'id': '2925030', 'affiliation': 'University of Jyvaskyla (FI)', 'emailHash': 'e2b28c57bef49178dec87e5d78c08369', 'db_id': 2925030, 'person_id': 3138698}"
Poster Session,poster,$\mathrm{D^\pm}$ meson production in Au+Au collisions at $\sqrt{s_{\text{NN}}}=200$ GeV measured by the STAR experiment,"Kvapil, Jakub",Czech Technical University in Prague,GB,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jakub', 'last_name': 'Kvapil', 'fullName': 'Kvapil, Jakub', 'id': '2778419', 'affiliation': 'Czech Technical University in Prague', 'emailHash': '812693c489f99ad7fc5df481100be27d', 'db_id': 2778419, 'person_id': 2973616}"
Poster Session,poster,$\rm D^{0}$ measurements in pp and Pb--Pb collisions at  $\sqrt{s_{\rm{NN}}} $=5.02~TeV  with ALICE at the LHC,"Terrevoli, Cristina","Universita e INFN, Padova (IT)",United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cristina', 'last_name': 'Terrevoli', 'fullName': 'Terrevoli, Cristina', 'id': '2778421', 'affiliation': 'Universita e INFN, Padova (IT)', 'emailHash': 'd73b9fbc5d6ab794e2111564fe857bea', 'db_id': 2778421, 'person_id': 2973618}"
Poster Session,poster,Di-hadron correlations in pp collisions at $\sqrt{s}=13$ TeV within $|\Delta\eta| \leq 8.4$,"Bourjau, Christian",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christian', 'last_name': 'Bourjau', 'fullName': 'Bourjau, Christian', 'id': '2778425', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': 'de946d1d58a6c747e0f614ba412913ba', 'db_id': 2778425, 'person_id': 2973622}"
Poster Session,poster,D-tagged jet measurements in p-Pb collisions in ALICE,"Trzeciak, Barbara Antonina",Utrecht University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara Antonina', 'last_name': 'Trzeciak', 'fullName': 'Trzeciak, Barbara Antonina', 'id': '2778428', 'affiliation': 'Utrecht University', 'emailHash': '5ca83e403103a4d5f4e86dc0ff62cbd4', 'db_id': 2778428, 'person_id': 2973625}"
Poster Session,poster,Separating prompt and non-prompt contributions in the dielectron mass spectrum in pp collisions at $\sqrt{s}= 7\text{ TeV}$ with ALICE,"Scheid, Horst Sebastian",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Horst Sebastian', 'last_name': 'Scheid', 'fullName': 'Scheid, Horst Sebastian', 'id': '2778429', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': 'ca187f34481d2e484d081330dcafce31', 'db_id': 2778429, 'person_id': 2973626}"
Poster Session,poster,The CBM Time-of-Flight system,"Deppner, Ingo-Martin",Physikalisches Institut der Universität Heidelberg,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ingo-Martin', 'last_name': 'Deppner', 'fullName': 'Deppner, Ingo-Martin', 'id': '2778557', 'affiliation': 'Physikalisches Institut der Universität Heidelberg', 'emailHash': 'e66fe90e6d7366db9e9bd4b0df6bda34', 'db_id': 2778557, 'person_id': 2973735}"
Poster Session,poster,Unified description of $p_{T}$ dependent Upsilon suppression in hot QCD matter,"SINGH, CAPTAIN R.",BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'CAPTAIN R.', 'last_name': 'SINGH', 'fullName': 'SINGH, CAPTAIN R.', 'id': '2778430', 'affiliation': 'BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE', 'emailHash': '188a019999569c1e18ff5d7d4d0b309f', 'db_id': 2778430, 'person_id': 2973627}"
Poster Session,poster,Particle-yield modification in jet-like azimuthal di-hadron correlations with respect to the event-plane in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$=2.76TeV measured by ALICE at the LHC,"Kim, Hyeonjoong",Yonsei University (KR),KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hyeonjoong', 'last_name': 'Kim', 'fullName': 'Kim, Hyeonjoong', 'id': '2778432', 'affiliation': 'Yonsei University (KR)', 'emailHash': 'db694d52e9df51cff5c030bdc75e12f2', 'db_id': 2778432, 'person_id': 2973629}"
Poster Session,poster,Space-charge distortions in the ALICE TPC in RUN 2,"Hellbar, Ernst",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ernst', 'last_name': 'Hellbar', 'fullName': 'Hellbar, Ernst', 'id': '2778433', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': 'b94ba29718b888fcbd531a33b067108a', 'db_id': 2778433, 'person_id': 2973630}"
Poster Session,poster,Event Plane dependent dihadron azimuthal correlations with event shape engineering in Au+Au collisions at \sqrt{s_{NN}}=200GeV,"Aoyama, Ryo",University of Tsukuba,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ryo', 'last_name': 'Aoyama', 'fullName': 'Aoyama, Ryo', 'id': '2778434', 'affiliation': 'University of Tsukuba', 'emailHash': '10f6e8b012b2b78a070b21aefa0da5d7', 'db_id': 2778434, 'person_id': 2973631}"
Poster Session,poster,Measurement of the J/$\psi$ elliptic flow at mid-rapidity in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV.,"Dillenseger, Pascal",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pascal', 'last_name': 'Dillenseger', 'fullName': 'Dillenseger, Pascal', 'id': '2778435', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': 'cee39d939fe2b3e35f1c508219e00e7e', 'db_id': 2778435, 'person_id': 2973632}"
Poster Session,poster,Performance evaluation of Si PAD detector for the ALICE FoCal development,"Sakamoto, Tomoko",Nara Women's University (JP),Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tomoko', 'last_name': 'Sakamoto', 'fullName': 'Sakamoto, Tomoko', 'id': '2778436', 'affiliation': ""Nara Women's University (JP)"", 'emailHash': '857554bd369cb087af92741451e7b13f', 'db_id': 2778436, 'person_id': 2973633}"
Poster Session,poster,Azimuthal correlations of longitudinal structure at midrapidity in Pb-Pb collisions at ${\sqrt{s_{NN}}}$ = 2.76 TeV with ALICE,"Oh, Saehanseul",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Saehanseul', 'last_name': 'Oh', 'fullName': 'Oh, Saehanseul', 'id': '2778439', 'affiliation': 'Yale University (US)', 'emailHash': '4a95ab687f928c562b3b86a39d80408f', 'db_id': 2778439, 'person_id': 2973636}"
Poster Session,poster,Event-by-Event Distributions of Flow Harmonics in U+U Collisions at √sNN = 193GeV,"Nie, Maowu",Shanghai Institute of Applied Physics (SINAP),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maowu', 'last_name': 'Nie', 'fullName': 'Nie, Maowu', 'id': '2778443', 'affiliation': 'Shanghai Institute of Applied Physics (SINAP)', 'emailHash': '0c05d4ac4a0db61e91ab517bd4e3dade', 'db_id': 2778443, 'person_id': 2973640}"
Poster Session,poster,Single-Track $\pi_0$ Reconstruction with the MPC-EX at PHENIX,"Bryslawskyj, Jason","City University of New York, Graduate Center, Baruch College",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jason', 'last_name': 'Bryslawskyj', 'fullName': 'Bryslawskyj, Jason', 'id': '2778461', 'affiliation': '', 'emailHash': '5ddd5d3215872417615c7a3e0e1ebf5a', 'db_id': 2778461, 'person_id': 2973657}"
Poster Session,poster,Data-driven particle composition correction of tracking efficiency for charged particles with ALICE,"Huhn, Patrick",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patrick', 'last_name': 'Huhn', 'fullName': 'Huhn, Patrick', 'id': '2778459', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '4899e55e106987a94c99338a15fa3886', 'db_id': 2778459, 'person_id': 2973655}"
